Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
266,Colgate,Pat,10-22,-8.82,99.1,107.9,64.9,-0.013,-2.72,102.9,105.6,-0.83
267,Oregon St,P12,5-27,-8.83,97.3,106.1,64.3,-0.067,5.84,108.5,102.7,-5.08
268,F Dickinson,NEC,11-19,-8.85,103.3,112.2,68.9,-0.051,-5.01,100.8,105.9,7.55
269,High Point,BSth,15-16,-8.89,99.4,108.3,65.5,-0.004,-5.99,101.6,107.6,-0.09
270,Hawaii,BW,14-16,-9.0,97.4,106.4,67.0,-0.012,-8.12,99.6,107.7,-5.82
271,Campbell,BSth,19-17,-9.3,100.9,110.2,65.6,0.032,-7.87,101.7,109.5,-5.39
272,FL Atlantic,CUSA,10-20,-9.34,99.0,108.3,68.7,-0.036,-2.63,103.5,106.2,-1.52
273,Appalachian St,SB,9-21,-9.4,99.9,109.3,70.3,-0.039,-0.47,104.4,104.8,-0.41
274,E Kentucky,OVC,12-19,-9.42,98.7,108.1,67.4,0.015,-1.79,105.1,106.9,0.3
275,St Louis,A10,12-21,-9.55,95.7,105.3,63.3,0.082,0.91,105.5,104.6,-4.87
276,Jacksonville,ASun,17-16,-9.56,102.6,112.2,67.7,0.002,-7.73,102.8,110.5,-9.03
277,Florida Intl,CUSA,7-24,-9.66,103.2,112.9,64.8,-0.171,-3.89,102.3,106.2,-4.75
278,Brown,Ivy,13-17,-9.85,104.4,114.3,71.1,0.017,-5.48,101.6,107.1,-9.66
279,Miami OH,MAC,11-21,-9.97,96.3,106.2,68.4,0.052,-2.15,104.7,106.9,-6.49
280,Portland,WCC,11-22,-10.22,99.0,109.2,65.6,0.011,0.96,105.3,104.4,-3.75
281,Youngstown St,Horz,13-21,-10.22,103.0,113.2,71.5,0.077,-2.17,103.5,105.7,-1.77
282,Bryant,NEC,12-20,-10.26,102.1,112.3,69.0,-0.014,-6.26,101.0,107.2,3.13
283,N Colorado,BSky,11-18,-10.32,97.0,107.3,68.3,-0.026,-4.21,104.2,108.4,8.74
284,NJIT,ASun,11-20,-10.48,99.0,109.5,67.4,0.029,-3.31,105.0,108.3,-0.32
285,Alcorn St,SWAC,18-14,-10.5,95.8,106.2,67.6,0.048,-11.0,98.4,109.4,11.11
286,CS Northridge,BW,11-19,-10.5,104.4,114.9,72.6,-0.032,-6.09,100.2,106.3,0.51
287,Citadel,SC,12-21,-10.75,106.0,116.7,79.6,0.023,-1.27,105.2,106.4,-2.14
288,Manhattan,MAAC,10-22,-10.93,97.1,108.1,68.7,-0.0,-2.59,103.8,106.4,-0.81
289,Austin Peay,OVC,11-19,-10.97,106.5,117.5,69.8,0.04,-1.84,105.0,106.8,3.1
290,Delaware,CAA,13-20,-11.12,97.7,108.8,64.7,0.089,-0.01,106.7,106.8,-3.13
291,CS Sacramento,BSky,13-18,-11.24,101.3,112.5,65.4,0.045,-5.44,103.1,108.5,1.77
292,South Florida,Amer,7-23,-11.32,96.7,108.1,68.6,-0.021,1.35,104.4,103.1,-7.86
293,Radford,BSth,14-18,-11.33,96.7,108.0,63.8,0.06,-3.89,103.9,107.8,8.41
294,MA Lowell,AE,11-20,-11.36,104.7,116.0,71.6,-0.036,-6.39,101.4,107.8,-6.59
295,W Illinois,Sum,8-20,-11.54,97.5,109.1,68.6,-0.035,-1.63,105.4,107.0,-2.82
296,Northwestern,Slnd,13-16,-11.75,101.2,112.9,71.1,0.028,-5.47,101.6,107.0,6.94
297,Quinnipiac,MAAC,10-21,-11.76,101.6,113.4,73.0,0.027,-3.47,103.0,106.5,-3.59
298,Norfolk St,MEAC,17-17,-11.84,94.6,106.4,68.7,0.069,-9.39,100.0,109.4,6.11
299,Detroit,Horz,8-23,-12.1,102.7,114.8,72.5,0.016,-1.18,104.1,105.3,2.56
300,UTRGV,WAC,10-22,-12.11,101.1,113.2,73.8,-0.037,-2.84,102.4,105.2,-3.26
301,Sacred Heart,NEC,13-19,-12.13,97.9,110.0,70.9,0.018,-8.62,99.5,108.1,-5.28
302,Pepperdine,WCC,9-22,-12.23,102.3,114.6,68.4,0.026,1.13,106.0,104.9,-1.57
303,Abilene Chr,Slnd,13-16,-12.25,97.0,109.3,65.7,0.049,-6.27,101.9,108.1,1.26
304,Dartmouth,Ivy,7-20,-12.89,99.6,112.5,67.2,0.032,-2.99,102.6,105.6,-4.39
305,American Univ,Pat,8-22,-12.94,95.5,108.4,64.1,-0.017,-4.14,101.9,106.0,-4.34
306,Cal Poly SLO,BW,11-20,-13.01,100.3,113.3,65.2,0.013,-4.21,101.0,105.2,2.64
307,Incarnate Word,Slnd,12-17,-13.06,101.8,114.8,71.5,0.032,-5.6,101.4,107.0,4.05
308,Charleston So,BSth,12-19,-13.18,103.7,116.9,68.0,0.007,-5.6,101.5,107.1,3.81
309,Hampton,MEAC,14-17,-13.45,93.7,107.2,68.5,0.018,-9.89,99.4,109.3,1.86
310,UC Riverside,BW,8-21,-13.64,92.5,106.2,67.7,-0.055,-4.71,101.7,106.5,1.93
311,Prairie View,SWAC,13-20,-13.65,98.3,112.0,67.4,-0.017,-8.59,99.7,108.3,11.52
312,Binghamton,AE,12-20,-13.65,96.6,110.2,65.7,-0.009,-5.15,102.5,107.7,-4.6
313,Cent Arkansas,Slnd,8-24,-13.74,104.2,117.9,70.9,-0.014,-3.47,103.2,106.7,6.81
314,Marist,MAAC,8-24,-13.94,100.9,114.8,66.7,0.013,-2.16,104.4,106.5,-0.28
315,Nicholls St,Slnd,14-17,-14.08,100.6,114.7,69.3,0.089,-4.12,103.2,107.3,8.06
316,Edwardsville,OVC,6-24,-14.09,95.4,109.5,69.1,-0.041,-2.91,104.6,107.5,0.15
317,Savannah St,MEAC,13-16,-14.1,100.9,115.0,80.9,0.054,-9.97,99.1,109.1,6.8
318,Stetson,ASun,11-21,-14.32,101.3,115.6,72.2,-0.002,-5.02,103.2,108.2,-5.22
319,McNeese St,Slnd,7-22,-14.39,96.3,110.7,69.7,-0.057,-3.73,103.4,107.1,8.16
320,North Texas,CUSA,8-22,-14.55,96.6,111.2,70.0,-0.08,-4.62,101.8,106.4,-8.14
321,MD E Shore,MEAC,14-20,-14.83,98.2,113.0,68.3,0.039,-7.34,101.1,108.5,8.74
322,W Carolina,SC,9-23,-14.85,90.5,105.3,66.6,0.027,1.33,107.1,105.8,6.02
323,Northern Arizona,BSky,9-23,-15.26,95.5,110.8,69.0,-0.016,-6.08,102.2,108.3,-3.21
324,Morgan St,MEAC,14-16,-15.4,91.5,106.9,67.5,0.038,-12.5,98.4,110.9,-3.03
325,Southern Miss,CUSA,9-22,-15.57,93.3,108.8,65.4,-0.032,-3.4,102.6,106.0,-3.64
326,Southern Univ,SWAC,15-18,-15.69,98.4,114.1,68.2,0.038,-12.41,97.0,109.4,1.49
327,VMI,SC,6-24,-15.96,98.1,114.0,68.9,-0.034,0.09,106.0,105.9,0.85
328,Grambling,SWAC,15-17,-16.21,96.8,113.0,67.0,0.049,-12.24,97.9,110.1,-0.72
329,Jackson St,SWAC,14-18,-16.32,93.0,109.4,64.2,0.032,-11.75,98.4,110.2,2.19
330,Lafayette,Pat,9-21,-16.84,96.8,113.6,69.1,0.059,-3.74,101.2,105.0,-4.01
331,Santa Barbara,BW,6-22,-17.84,91.7,109.5,63.9,0.009,-2.83,102.7,105.5,7.06
332,Idaho St,BSky,6-26,-17.92,98.2,116.1,68.8,-0.053,-2.61,104.6,107.3,4.84
333,Southern Utah,BSky,6-27,-18.29,101.6,119.9,71.2,-0.014,-5.04,102.6,107.6,-1.19
334,Hartford,AE,9-23,-18.33,92.9,111.2,68.3,0.073,-5.54,102.3,107.8,-6.57
335,Chicago St,WAC,6-26,-18.53,92.7,111.3,66.9,-0.009,2.19,105.2,103.0,5.75
336,S Carolina St,MEAC,11-20,-19.43,99.3,118.8,68.1,0.067,-6.33,100.9,107.3,16.04
337,Maine,AE,7-25,-19.53,91.4,110.9,67.8,0.005,-3.58,103.8,107.4,-2.9
338,Howard,MEAC,10-24,-19.72,90.8,110.5,67.9,-0.022,-7.79,100.9,108.7,8.48
339,Delaware St,MEAC,10-22,-20.02,94.5,114.6,65.6,0.007,-8.89,100.8,109.7,3.53
340,Bethune-Cookman,MEAC,10-22,-20.38,95.3,115.7,68.1,-0.011,-11.64,98.8,110.5,-2.47
341,Central Conn,NEC,6-23,-20.98,93.2,114.2,64.7,-0.023,-8.17,99.6,107.8,-3.94
342,Alabama St,SWAC,8-23,-21.66,91.4,113.1,68.3,-0.007,-9.89,99.4,109.3,2.64
343,Coppin St,MEAC,8-24,-21.91,94.0,115.9,68.6,0.002,-7.18,100.9,108.0,7.55
344,Mississippi St,SWAC,7-25,-22.48,96.1,118.6,71.1,0.025,-6.83,100.8,107.6,11.91
345,Florida A&M,MEAC,6-23,-22.56,93.9,116.5,69.1,-0.085,-13.16,97.9,111.0,-4.58
346,St Francis NY,NEC,4-27,-24.19,88.2,112.4,67.0,-0.037,-7.13,101.0,108.1,-1.6
347,Longwood,BSth,6-24,-24.84,92.7,117.5,70.3,0.017,-5.43,101.9,107.4,-0.53
348,Ark Pine Bluff,SWAC,7-25,-25.26,86.0,111.2,67.4,-0.01,-9.26,100.7,109.9,2.86
349,NC A&T,MEAC,3-29,-27.65,95.8,123.5,62.7,-0.086,-9.27,99.0,108.3,0.21
350,Presbyterian,BSth,5-25,-28.82,89.5,118.3,64.0,0.018,-3.92,103.2,107.1,2.49
351,Alabama A&M,SWAC,2-27,-30.33,91.9,122.3,64.0,-0.075,-10.06,99.1,109.1,1.19
