Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
119,Evansville,MVC,16-16,5.14,108.0,102.9,67.9,-0.022,4.15,103.3,99.1,-0.79
120,Rutgers,BE,14-18,5.1,99.2,94.1,66.8,-0.052,7.16,105.0,97.8,-1.73
121,UT Arlington,Slnd,24-9,5.07,102.7,97.6,72.4,0.021,-5.99,97.5,103.5,-2.56
122,Texas A&M,B12,14-18,5.05,98.6,93.6,63.3,-0.054,7.84,105.1,97.2,-6.26
123,Robert Morris,NEC,26-11,4.95,103.2,98.3,65.3,0.041,-4.32,98.7,103.0,1.62
124,Duquesne,A10,16-15,4.33,104.5,100.1,69.3,0.024,5.42,104.1,98.7,1.84
125,Utah St,WAC,21-16,4.25,105.3,101.0,64.1,-0.067,-0.7,101.7,102.4,-1.09
126,Arkansas,SEC,18-14,4.08,103.7,99.6,71.0,0.029,4.08,102.2,98.1,-2.88
127,Providence,BE,15-17,4.08,107.2,103.1,66.7,-0.012,5.57,103.0,97.4,-8.4
128,Manhattan,MAAC,21-13,3.9,100.6,96.7,68.6,-0.021,-4.96,98.6,103.5,-5.58
129,Loyola MD,MAAC,24-9,3.9,101.2,97.3,65.7,0.114,-3.45,99.6,103.1,-2.89
130,UAB,CUSA,15-16,3.82,98.4,94.6,62.9,0.02,4.66,104.0,99.4,3.28
131,Weber St,BSky,25-7,3.78,107.6,103.8,67.3,0.111,-5.03,99.5,104.5,0.73
132,Bowling Green,MAC,16-16,3.75,101.1,97.3,65.7,-0.064,0.81,101.6,100.8,1.11
133,Maryland,ACC,17-15,3.37,104.0,100.6,67.7,0.091,6.46,104.2,97.8,0.53
134,Penn St,B10,12-20,3.34,100.0,96.6,64.6,-0.025,9.05,107.1,98.1,-0.91
135,SC Upstate,ASun,21-13,3.22,100.4,97.2,69.1,0.033,-1.44,101.3,102.8,-1.55
136,East Carolina,CUSA,15-16,3.21,101.9,98.7,67.1,-0.095,2.88,102.1,99.2,-3.28
137,Indiana St,MVC,18-15,3.08,99.2,96.1,65.6,0.059,3.35,103.1,99.8,-1.69
138,Valparaiso,Horz,22-12,3.04,103.3,100.2,65.9,0.102,0.61,100.9,100.3,1.36
139,Penn,Ivy,20-13,2.9,101.2,98.3,64.0,0.059,0.94,101.7,100.8,3.5
140,Loy Marymount,WCC,21-13,2.72,99.5,96.7,67.9,0.057,1.18,102.9,101.7,1.21
141,Drake,MVC,18-16,2.65,98.4,95.8,67.7,0.035,3.19,103.0,99.8,0.14
142,Stony Brook,AE,22-10,2.62,100.8,98.2,63.2,0.022,-7.5,97.0,104.5,-3.26
143,UTEP,CUSA,15-17,2.57,99.2,96.6,63.3,-0.031,3.05,102.1,99.0,2.49
144,WI Milwaukee,Horz,20-14,2.33,97.9,95.5,66.9,0.032,-0.15,100.4,100.5,1.81
145,San Francisco,WCC,20-14,2.28,106.2,103.9,70.0,-0.001,-0.85,100.8,101.7,-4.39
146,ETSU,ASun,17-14,2.22,99.1,96.9,66.3,-0.016,-1.59,101.8,103.4,-2.41
147,Auburn,SEC,15-16,2.12,96.9,94.8,65.6,0.025,4.48,103.3,98.8,-3.72
148,Rice,CUSA,19-16,1.86,98.3,96.5,69.5,-0.007,0.98,101.1,100.1,-2.11
149,Oakland,Sum,20-16,1.72,111.7,110.0,71.1,0.022,-0.14,102.1,102.2,4.17
150,Charlotte,A10,13-17,1.7,97.3,95.6,69.4,0.001,3.86,103.8,100.0,-0.59
151,DePaul,BE,12-19,1.65,105.7,104.1,72.7,-0.045,5.47,102.8,97.3,-7.71
152,Nebraska,B10,12-18,1.57,100.5,98.9,63.3,0.033,9.34,107.0,97.7,-2.0
153,Quinnipiac,NEC,18-14,1.46,101.3,99.8,67.9,-0.07,-5.45,98.3,103.7,-3.02
154,Boise St,MWC,13-17,1.38,102.6,101.2,65.8,-0.083,3.25,102.5,99.3,-2.56
155,Idaho,WAC,19-14,1.3,103.9,102.6,64.8,0.012,-0.97,101.8,102.8,-2.31
156,SF Austin,Slnd,20-12,1.29,94.6,93.3,60.7,-0.058,-6.52,96.3,102.8,-5.06
157,St John's,BE,13-19,1.19,101.1,99.9,68.1,0.031,8.53,105.6,97.0,1.3
158,Yale,Ivy,19-10,1.16,98.5,97.4,67.6,0.1,-2.7,99.1,101.8,-3.99
159,CS Fullerton,BW,21-10,0.89,106.4,105.5,70.1,0.007,-6.84,98.1,105.0,-8.78
160,Col Charleston,SC,19-12,0.83,99.6,98.8,68.6,0.029,-2.98,99.6,102.6,4.56
161,Long Island,NEC,25-9,0.77,105.8,105.0,75.2,0.118,-5.25,98.0,103.2,-4.39
162,TCU,MWC,18-15,0.73,103.6,102.9,69.2,0.085,3.56,102.2,98.6,-1.37
163,N Dakota St,Sum,17-14,0.71,103.4,102.7,67.4,-0.056,-3.49,100.7,104.2,-5.4
164,South Carolina,SEC,10-21,0.64,100.7,100.0,63.3,-0.071,7.24,104.5,97.2,-1.73
165,Youngstown St,Horz,16-15,0.61,103.6,103.0,66.2,-0.021,-0.99,99.7,100.7,-2.34
166,Cal Poly SLO,BW,18-15,0.52,101.6,101.1,61.0,-0.07,-4.88,99.5,104.3,-4.27
167,North Texas,SB,18-14,0.39,98.1,97.7,69.2,-0.039,-3.09,98.3,101.4,-2.56
168,Tennessee St,OVC,20-13,0.12,98.4,98.3,66.8,0.089,-2.52,100.1,102.6,0.58
169,W Michigan,MAC,14-20,-0.03,102.9,103.0,66.8,-0.069,0.72,101.8,101.0,6.68
170,Delaware,CAA,18-14,-0.06,100.7,100.8,68.6,0.041,-2.0,98.6,100.6,-2.91
171,Charleston So,BSth,19-12,-0.65,101.9,102.5,71.1,0.008,-5.77,99.6,105.3,1.66
172,G Washington,A10,10-21,-0.71,99.0,99.7,64.7,-0.039,5.58,104.0,98.4,3.55
173,UT San Antonio,Slnd,18-14,-0.79,101.3,102.0,68.0,-0.05,-5.14,97.6,102.8,-1.84
174,Georgia Tech,ACC,11-20,-0.8,95.7,96.5,63.9,-0.076,4.33,102.6,98.3,-0.0
175,WI Green Bay,Horz,15-15,-0.83,98.7,99.5,67.3,0.068,1.69,100.8,99.1,6.71
176,American Univ,Pat,20-12,-0.91,98.5,99.4,63.8,0.057,-5.81,98.1,103.9,-5.93
177,FL Gulf Coast,ASun,15-17,-0.92,102.4,103.4,68.6,-0.029,-1.35,101.2,102.5,-4.02
178,W Illinois,Sum,18-15,-1.27,94.6,95.9,60.1,0.023,-2.66,103.0,105.7,-6.99
179,Fresno St,WAC,13-20,-1.41,98.6,100.0,63.8,-0.09,0.1,102.2,102.1,-0.77
180,Ark Little Rock,SB,15-16,-1.53,95.6,97.1,65.5,0.025,-0.42,100.4,100.9,3.32
181,Boston Univ,AE,16-16,-1.55,97.2,98.8,65.6,-0.01,-4.21,98.3,102.5,3.19
182,Savannah St,MEAC,21-12,-1.67,92.4,94.0,64.9,0.067,-7.61,96.3,103.9,-0.64
183,Norfolk St,MEAC,26-10,-1.8,98.1,99.9,68.5,0.188,-6.77,98.3,105.0,0.34
184,Columbia,Ivy,15-15,-1.85,98.4,100.2,64.3,-0.047,-3.04,98.9,102.0,-4.27
185,North Florida,ASun,16-16,-1.92,100.4,102.3,66.9,0.066,0.57,101.4,100.8,4.46
186,Coastal Car,BSth,19-12,-1.93,100.2,102.1,66.0,-0.005,-5.35,99.7,105.1,-1.23
187,Tennessee Tech,OVC,19-14,-2.05,100.6,102.7,69.1,0.068,-2.62,100.6,103.2,-0.76
188,Northeastern,CAA,14-17,-2.19,97.8,100.0,65.3,0.037,0.18,100.1,100.0,2.42
189,Air Force,MWC,13-16,-2.24,97.3,99.6,63.2,-0.019,2.43,101.2,98.8,-7.39
190,Houston,CUSA,15-15,-2.33,102.8,105.1,68.2,-0.003,-0.18,100.4,100.6,-5.49
191,Miami OH,MAC,9-21,-2.61,99.8,102.4,61.5,-0.039,3.29,103.3,100.0,6.02
192,Louisiana Tech,WAC,18-16,-2.63,98.4,101.0,68.7,0.054,-1.49,100.5,102.0,-5.23
193,WKU,SB,16-19,-2.68,95.0,97.7,69.7,0.083,0.64,100.8,100.2,4.39
194,Ball St,MAC,15-15,-2.68,97.5,100.1,63.9,-0.055,-4.74,98.2,102.9,-7.33
195,Arkansas St,SB,14-20,-2.68,99.9,102.6,64.5,-0.023,-0.29,100.3,100.6,2.25
196,Wofford,SC,19-14,-2.72,99.3,102.0,62.8,0.048,-5.37,98.6,104.0,-3.98
197,Morehead St,OVC,18-15,-2.74,97.8,100.5,61.7,0.028,-3.57,99.7,103.3,1.48
198,Tulane,CUSA,15-16,-2.75,95.2,97.9,65.6,-0.073,-2.18,99.1,101.3,-11.87
199,Albany NY,AE,19-15,-2.76,106.1,108.9,66.4,-0.018,-8.35,95.5,103.8,-6.96
200,SMU,CUSA,13-19,-2.92,95.3,98.2,61.1,-0.031,1.21,101.8,100.6,-2.37
201,FL Atlantic,SB,11-19,-3.0,98.7,101.7,65.2,-0.047,0.67,101.0,100.3,6.05
202,IUPUI,Sum,14-18,-3.04,105.2,108.2,66.9,-0.028,-1.66,101.0,102.7,-1.13
203,Jacksonville St,OVC,15-18,-3.19,95.8,99.0,65.0,-0.083,-5.22,98.9,104.1,-2.55
204,ULL,SB,16-16,-3.25,91.8,95.0,70.6,0.016,-2.14,100.7,102.8,-1.88
205,Portland St,BSky,17-15,-3.37,105.2,108.6,68.4,-0.002,-5.32,99.7,105.0,-1.23
206,Cornell,Ivy,12-16,-3.41,95.4,98.8,68.5,0.028,0.21,100.7,100.5,1.86
207,Toledo,MAC,19-17,-3.44,100.7,104.1,66.9,-0.014,-3.57,98.6,102.1,-5.47
208,E Washington,BSky,15-17,-3.46,98.7,102.2,69.8,-0.046,-4.61,100.8,105.4,0.87
209,Austin Peay,OVC,12-20,-3.48,99.7,103.2,69.1,-0.029,0.56,102.3,101.7,7.93
210,South Alabama,SB,17-12,-3.56,98.4,102.0,66.6,0.104,-2.48,99.5,102.0,-2.53
211,Wake Forest,ACC,13-18,-3.87,99.4,103.3,67.5,0.057,3.74,102.8,99.0,-1.71
212,Lipscomb,ASun,13-18,-3.89,98.2,102.1,70.8,0.015,-0.35,101.8,102.1,0.52
213,NC Central,MEAC,17-15,-4.03,95.1,99.1,67.4,-0.062,-8.33,96.2,104.5,2.54
214,Hawaii,WAC,16-16,-4.08,100.6,104.7,70.9,0.035,-0.78,101.1,101.9,-3.9
215,Wright St,Horz,13-19,-4.08,92.7,96.8,63.6,-0.002,0.79,101.0,100.2,2.05
216,St Francis NY,NEC,15-15,-4.09,94.7,98.8,70.3,-0.025,-7.19,97.8,105.0,-8.02
217,Central Conn,NEC,13-16,-4.11,96.9,101.0,69.1,-0.052,-5.26,98.4,103.6,-2.55
218,San Diego,WCC,13-18,-4.33,99.2,103.6,67.2,0.005,0.52,101.3,100.8,-1.65
219,Hofstra,CAA,10-22,-4.49,96.2,100.7,67.6,-0.122,-0.34,100.5,100.9,-1.78
220,USC,P12,6-26,-4.7,88.3,93.0,61.8,-0.1,6.8,104.5,97.7,4.06
221,McNeese St,Slnd,17-16,-4.72,98.3,103.1,66.4,0.044,-3.79,98.4,102.2,2.08
222,S Illinois,MVC,8-23,-4.82,96.5,101.3,66.7,-0.051,3.94,103.0,99.1,-1.11
223,Rider,MAAC,13-19,-4.96,101.5,106.4,69.2,-0.0,-1.86,100.4,102.2,0.73
224,Holy Cross,Pat,15-14,-4.97,96.2,101.2,67.0,0.055,-4.58,99.0,103.6,-2.55
225,Rhode Island,A10,7-24,-5.11,99.9,105.0,68.6,-0.048,3.73,102.8,99.0,0.32
226,Seattle,ind,12-15,-5.23,96.0,101.2,75.6,-0.069,-4.23,100.7,105.0,-1.81
227,Northwestern LA,Slnd,16-16,-5.38,94.6,100.0,71.0,0.006,-4.56,98.4,103.0,0.57
228,SE Missouri St,OVC,15-16,-5.4,102.8,108.2,66.2,-0.036,-6.31,98.3,104.6,-5.28
229,Florida Intl,SB,8-21,-5.44,96.7,102.1,65.4,-0.067,-1.17,100.1,101.3,1.03
230,Arizona St,P12,10-21,-5.57,97.8,103.4,64.1,0.006,4.29,102.6,98.3,-0.31
231,Siena,MAAC,14-17,-5.63,94.6,100.3,66.2,0.043,-2.77,99.7,102.5,-2.13
232,Sacred Heart,NEC,14-18,-5.95,99.8,105.8,68.2,-0.028,-5.67,98.0,103.7,-4.69
233,Campbell,BSth,17-15,-5.99,100.9,106.9,69.0,0.05,-5.97,99.1,105.1,-4.51
234,High Point,BSth,13-18,-6.15,102.9,109.0,65.1,-0.064,-4.89,99.3,104.2,-1.14
235,Texas Tech,B12,8-23,-6.19,92.3,98.5,66.1,-0.016,7.28,105.3,98.0,-5.44
236,Southern Utah,Sum,14-17,-6.25,95.6,101.9,64.8,0.014,-3.52,102.6,106.1,-8.69
237,MS Valley St,SWAC,21-13,-6.28,95.3,101.6,70.5,0.128,-9.98,94.1,104.1,9.65
238,UNC Wilmington,CAA,10-21,-6.34,97.7,104.0,67.6,0.008,0.63,101.4,100.7,0.62
239,Lafayette,Pat,13-18,-6.35,103.4,109.7,67.3,0.011,-3.71,99.2,102.9,-2.04
240,W Carolina,SC,17-18,-6.54,97.9,104.5,67.8,0.043,-4.77,99.7,104.5,1.84
241,Delaware St,MEAC,15-14,-6.56,98.6,105.2,62.3,0.013,-7.77,96.0,103.8,1.43
242,Utah Valley,GWC,20-13,-6.66,96.6,103.3,66.9,0.046,-8.64,96.3,104.9,-4.16
243,Jacksonville,ASun,8-22,-6.69,96.7,103.4,67.0,-0.019,0.93,102.1,101.2,2.85
244,CS Bakersfield,ind,16-15,-6.73,99.0,105.8,66.6,0.054,-6.19,99.3,105.5,-5.33
245,Niagara,MAAC,14-19,-6.81,100.4,107.2,68.9,0.041,-2.35,99.9,102.3,0.81
246,Ga Southern,SC,15-15,-6.81,95.1,102.0,66.7,0.071,-5.03,98.5,103.6,0.04
247,Furman,SC,15-16,-6.87,95.4,102.3,65.4,0.013,-4.77,99.1,103.9,-2.3
248,James Madison,CAA,12-20,-7.02,98.4,105.4,67.0,0.01,-1.9,99.3,101.2,-3.14
249,UC Irvine,BW,12-20,-7.19,94.3,101.5,70.8,0.0,-1.31,101.5,102.8,1.57
250,Stetson,ASun,9-20,-7.48,98.0,105.5,72.4,-0.011,0.17,102.2,102.0,2.16
251,Presbyterian,BSth,14-15,-7.62,100.0,107.6,61.3,0.023,-5.88,99.2,105.1,-2.06
252,Morgan St,MEAC,9-20,-7.9,96.6,104.5,67.8,-0.104,-6.16,96.9,103.1,2.68
253,C Michigan,MAC,11-21,-8.04,95.7,103.8,65.4,-0.005,-1.66,99.2,100.9,-0.9
254,Marist,MAAC,14-18,-8.07,96.0,104.0,69.2,0.048,-3.75,98.9,102.6,-4.24
255,Elon,SC,15-16,-8.19,95.2,103.4,70.0,0.072,-4.29,99.2,103.5,3.88
256,Bethune-Cookman,MEAC,18-17,-8.23,98.7,106.9,64.9,0.057,-8.11,95.9,104.1,-1.11
257,N Colorado,BSky,9-19,-8.28,102.1,110.4,67.3,-0.058,-2.78,100.8,103.5,6.08
258,Appalachian St,SC,13-18,-8.35,97.0,105.4,67.4,0.005,-4.35,99.2,103.5,3.61
259,North Dakota,GWC,17-15,-8.42,93.1,101.5,68.0,0.025,-8.48,96.6,105.1,-1.97
