Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
26,Marquette,BE,26-9,18.29,111.5,93.2,63.9,0.09,9.99,104.9,95.0,1.65
27,Kansas St,B12,27-8,18.13,111.7,93.6,63.0,0.051,7.58,105.2,97.6,0.06
28,Baylor,B12,23-14,17.84,112.5,94.6,68.1,-0.09,8.24,105.4,97.2,4.14
29,Iowa,B10,25-13,17.77,108.0,90.2,67.0,-0.029,8.04,105.2,97.2,-5.43
30,Iowa St,B12,23-12,17.58,115.7,98.1,69.8,-0.046,7.41,104.5,97.1,-0.49
31,San Diego St,MWC,23-11,17.4,105.9,88.5,66.8,-0.049,8.06,105.5,97.4,3.28
32,North Carolina,ACC,25-11,17.13,110.4,93.3,70.9,0.038,8.95,105.5,96.6,1.14
33,Mississippi,SEC,27-9,16.95,110.5,93.6,70.1,-0.011,3.65,102.4,98.7,-5.29
34,NC State,ACC,24-11,16.95,115.0,98.0,68.4,-0.031,7.54,105.2,97.7,3.09
35,Oregon,P12,28-9,16.75,104.9,88.1,68.9,0.053,6.75,104.2,97.4,-3.88
36,Notre Dame,BE,25-10,16.62,112.7,96.1,62.2,0.046,8.19,104.6,96.4,-1.71
37,Memphis,CUSA,31-5,16.29,105.6,89.3,69.6,0.057,2.8,103.9,101.1,3.17
38,UNLV,MWC,25-10,16.04,104.2,88.2,69.1,-0.015,7.64,105.5,97.9,2.21
39,Illinois,B10,23-13,15.78,108.7,92.9,65.7,0.042,11.62,107.2,95.6,2.1
40,Cincinnati,BE,22-12,15.6,104.1,88.5,63.9,-0.012,8.69,105.0,96.3,-1.82
41,Virginia,ACC,23-12,15.46,105.6,90.2,61.2,-0.066,4.37,102.7,98.3,-4.21
42,Butler,A10,27-9,15.38,108.7,93.4,65.0,0.088,7.74,105.6,97.8,4.93
43,Belmont,OVC,26-7,14.92,109.7,94.8,67.5,0.013,-0.67,102.5,103.2,5.37
44,MTSU,SB,28-6,14.72,105.3,90.6,65.1,0.052,-2.26,99.4,101.7,4.9
45,Colorado,P12,21-12,14.57,104.7,90.1,65.2,0.03,9.51,106.2,96.7,5.19
46,UCLA,P12,25-10,14.49,109.2,94.7,69.4,0.068,9.24,105.2,96.0,4.15
47,Denver,WAC,22-10,14.31,108.1,93.8,59.5,-0.044,0.02,101.6,101.5,3.62
48,Stanford,P12,19-15,14.14,108.0,93.8,68.0,-0.075,8.59,105.4,96.8,4.85
49,Connecticut,BE,20-10,14.04,108.0,94.0,65.1,0.012,8.62,104.9,96.3,3.85
50,La Salle,A10,24-10,13.83,110.0,96.2,66.2,0.052,5.61,104.5,98.8,-0.14
51,Oklahoma,B12,20-12,13.77,109.3,95.5,66.6,0.004,8.11,105.3,97.2,3.31
52,Maryland,ACC,25-13,13.6,105.3,91.7,67.5,-0.032,5.3,104.6,99.3,-6.83
53,Villanova,BE,20-14,13.57,104.4,90.8,67.5,0.011,9.56,105.3,95.7,1.49
54,Boise St,MWC,21-11,13.51,111.3,97.8,66.3,0.005,7.02,104.8,97.8,-0.1
55,Kentucky,SEC,21-12,13.22,109.5,96.3,66.2,-0.005,5.67,103.8,98.2,2.6
56,California,P12,21-12,13.06,105.4,92.3,66.4,0.041,9.11,105.1,95.9,4.57
57,BYU,WCC,24-12,13.05,108.4,95.3,70.8,-0.015,4.18,105.1,100.9,2.98
58,Bucknell,Pat,28-6,12.71,105.4,92.7,63.3,-0.014,-1.87,101.0,102.8,1.19
59,Temple,A10,24-10,12.67,109.5,96.8,67.6,0.038,6.06,104.7,98.7,2.97
60,Stony Brook,AE,25-8,12.29,104.8,92.5,64.4,-0.034,-4.38,98.1,102.5,-1.83
61,Southern Miss,CUSA,27-10,12.2,108.6,96.4,65.3,0.027,2.22,102.2,99.9,1.76
62,Akron,MAC,26-7,11.53,104.9,93.4,66.8,0.085,0.38,101.5,101.1,2.22
63,Alabama,SEC,23-13,11.46,101.9,90.4,62.1,0.001,5.98,104.3,98.3,3.46
64,Illinois St,MVC,18-15,11.46,107.7,96.3,69.8,-0.093,4.52,103.9,99.3,-0.78
65,Valparaiso,Horz,26-8,11.4,108.8,97.4,65.6,0.021,-1.18,100.3,101.5,-3.17
66,Davidson,SC,26-8,11.38,110.2,98.9,64.8,-0.002,-5.35,98.9,104.2,5.73
67,Dayton,A10,17-14,11.31,110.7,99.4,66.1,-0.1,4.99,103.1,98.1,1.91
68,Northern Iowa,MVC,21-15,10.85,104.9,94.1,63.6,-0.033,6.57,104.9,98.3,8.12
69,Providence,BE,19-15,10.75,106.0,95.3,66.1,-0.026,6.87,103.9,97.0,-3.22
70,SF Austin,Slnd,27-5,10.73,98.7,88.0,61.3,-0.021,-7.35,97.6,104.9,-1.63
71,Weber St,BSky,30-7,10.63,107.4,96.7,65.2,-0.016,-6.65,99.3,106.0,0.73
72,Arizona St,P12,22-13,10.46,106.5,96.0,66.9,-0.014,5.2,104.1,98.9,-7.06
73,Tennessee,SEC,20-13,10.45,107.3,96.8,63.5,0.006,6.47,103.4,97.0,4.49
74,Purdue,B10,16-18,10.26,105.1,94.8,66.4,-0.059,9.25,105.6,96.4,-0.39
75,N Dakota St,Sum,24-10,10.1,103.7,93.6,61.1,-0.015,-4.62,100.6,105.2,0.33
76,Santa Clara,WCC,26-12,9.73,109.1,99.4,68.6,0.047,1.63,101.9,100.2,-2.79
77,Detroit,Horz,20-13,9.6,111.8,102.1,70.2,-0.044,2.22,101.6,99.4,6.72
78,Xavier,A10,17-14,9.51,104.1,94.6,63.3,-0.055,6.03,104.5,98.5,4.36
79,St Joseph's PA,A10,18-14,9.37,107.1,97.8,63.2,-0.026,4.88,104.1,99.3,1.72
80,Arkansas,SEC,19-13,9.28,104.8,95.5,70.3,0.004,5.44,103.0,97.6,-0.58
81,Washington,P12,18-16,9.17,105.8,96.6,66.1,0.0,8.53,105.4,96.9,2.82
82,Ohio,MAC,24-10,9.05,104.8,95.7,67.9,0.02,-1.04,100.3,101.3,-1.37
83,Louisiana Tech,WAC,27-7,8.08,99.9,91.8,69.7,0.082,-3.14,100.2,103.3,-5.93
84,Richmond,A10,19-15,8.06,108.1,100.1,64.1,-0.016,3.97,103.5,99.5,-0.07
85,Evansville,MVC,21-15,8.06,104.5,96.5,65.8,-0.011,4.13,104.1,100.0,-1.02
86,Massachusetts,A10,21-12,7.9,105.5,97.6,70.9,0.08,5.59,104.3,98.7,2.04
87,Princeton,Ivy,17-11,7.89,106.9,99.0,60.9,-0.071,-1.7,100.2,101.9,2.35
88,New Mexico St,WAC,24-11,7.72,102.9,95.2,65.1,0.04,0.44,101.4,101.0,4.14
89,Iona,MAAC,20-14,7.46,112.5,105.0,70.6,-0.07,0.54,100.8,100.3,2.94
90,Washington St,P12,13-19,7.42,105.7,98.3,62.3,-0.134,6.19,104.2,98.0,-3.61
91,Indiana St,MVC,18-15,7.32,101.1,93.8,65.7,0.041,7.22,105.8,98.6,4.3
92,Lehigh,Pat,21-10,7.29,107.1,99.8,66.9,-0.003,-3.65,99.9,103.5,-2.49
93,Harvard,Ivy,20-10,7.09,106.3,99.3,64.4,0.038,0.43,101.4,100.9,4.32
94,Texas,B12,16-18,6.99,100.7,93.7,66.2,-0.023,7.17,104.5,97.3,2.17
95,Texas A&M,SEC,18-15,6.83,103.3,96.4,61.7,-0.013,5.08,103.1,98.0,-0.33
96,S Dakota St,Sum,25-10,6.81,110.1,103.3,63.9,0.03,-3.83,100.4,104.2,1.61
97,Vanderbilt,SEC,16-17,6.77,100.7,94.0,61.6,-0.026,6.06,104.2,98.1,2.5
98,Oregon St,P12,14-18,6.74,107.5,100.8,68.3,-0.12,6.12,103.5,97.3,-4.57
99,Air Force,MWC,18-14,6.73,109.9,103.2,64.7,0.034,6.48,104.1,97.6,-4.66
100,Wyoming,MWC,20-14,6.52,101.2,94.7,61.4,0.046,6.35,104.6,98.2,-0.85
101,St John's,BE,17-16,6.36,98.5,92.1,67.7,0.058,7.89,105.5,97.6,-0.34
102,Georgia Tech,ACC,16-15,6.36,98.0,91.7,66.4,-0.037,5.12,105.0,99.9,-6.44
103,LSU,SEC,19-12,6.35,103.8,97.4,69.0,0.06,3.63,102.3,98.6,-4.65
104,USC,P12,14-18,6.32,101.4,95.0,67.2,-0.015,9.71,105.9,96.1,6.76
105,FL Gulf Coast,ASun,26-11,6.25,103.1,96.8,69.2,0.039,-3.13,99.8,102.9,4.36
106,Rutgers,BE,15-16,6.1,105.6,99.5,64.7,0.015,7.61,104.1,96.5,-1.52
107,Boston College,ACC,16-17,6.02,108.0,102.0,64.0,0.026,7.6,105.1,97.5,0.15
108,Utah St,WAC,21-10,5.58,107.8,102.2,62.4,0.024,-1.11,100.7,101.9,-0.06
109,Fresno St,MWC,11-19,5.42,97.9,92.5,61.8,-0.062,8.5,106.1,97.6,2.79
110,E Kentucky,OVC,25-10,5.41,108.8,103.4,65.4,0.029,-4.25,99.4,103.7,-4.69
111,Clemson,ACC,13-18,5.32,99.3,93.9,62.3,-0.111,4.77,104.6,99.9,-6.91
112,G Washington,A10,13-17,5.31,98.5,93.2,68.0,-0.085,4.28,104.2,99.9,-0.46
113,UTEP,CUSA,18-14,5.24,101.9,96.6,61.7,0.001,2.34,103.1,100.7,6.04
114,Georgia,SEC,15-17,5.22,100.0,94.8,62.5,-0.002,6.04,103.8,97.8,2.42
115,Utah,P12,15-18,5.11,102.9,97.8,62.9,-0.027,7.81,105.0,97.1,-2.64
116,Canisius,MAAC,20-14,5.06,109.4,104.3,66.9,-0.015,-0.18,100.8,101.0,2.39
117,Seton Hall,BE,15-18,4.96,102.4,97.4,65.0,-0.026,6.83,103.9,97.1,-4.53
118,Drake,MVC,15-17,4.55,105.3,100.7,68.7,0.002,6.34,105.4,99.1,3.21
119,St Bonaventure,A10,14-15,4.49,107.8,103.3,67.1,-0.039,3.41,104.5,101.0,-0.59
120,Florida St,ACC,18-16,4.46,105.3,100.8,65.9,0.085,8.05,104.9,96.8,1.6
121,Kent,MAC,21-14,4.43,106.0,101.5,66.5,-0.019,-0.57,100.3,100.9,-0.08
122,Wright St,Horz,23-13,4.28,96.1,91.9,63.4,0.009,-1.17,101.5,102.7,-5.17
123,West Virginia,B12,13-19,4.19,103.1,98.9,65.0,-0.042,7.2,106.0,98.8,2.29
124,Loyola MD,MAAC,23-12,4.14,102.7,98.5,64.4,0.039,-1.38,100.0,101.4,-1.87
125,East Carolina,CUSA,23-12,4.04,107.2,103.2,69.3,0.046,0.87,101.4,100.5,-2.3
126,WI Green Bay,Horz,18-16,3.96,102.6,98.6,64.1,-0.05,-0.39,101.5,101.8,0.12
127,Pacific,BW,22-13,3.96,104.4,100.4,63.5,0.074,0.93,102.9,102.0,9.14
128,Mercer,ASun,24-12,3.95,102.2,98.2,63.0,0.027,-4.98,98.8,103.8,-0.22
129,Charlotte,A10,21-12,3.87,99.5,95.7,68.0,0.133,3.48,104.0,100.6,-4.15
130,UCF,CUSA,20-11,3.41,104.9,101.5,66.1,0.05,0.65,101.1,100.5,-1.67
131,Murray St,OVC,21-10,3.38,103.8,100.4,66.6,-0.012,-3.29,100.8,104.1,2.46
132,Northwestern,B10,13-19,3.2,102.5,99.3,61.8,-0.023,10.36,106.4,96.1,-0.91
133,George Mason,CAA,22-16,3.18,101.8,98.6,66.7,-0.007,-0.09,102.0,102.1,5.14
134,Vermont,AE,21-12,3.14,101.2,98.0,62.4,-0.005,-4.55,98.5,103.0,-2.41
135,San Francisco,WCC,15-16,3.13,105.1,102.0,66.7,-0.041,3.32,103.2,99.9,1.03
136,Nebraska,B10,15-18,3.01,100.2,97.2,62.1,0.104,11.44,107.4,95.9,1.66
137,Wake Forest,ACC,13-18,2.89,99.6,96.7,69.2,-0.007,6.61,105.5,98.9,-0.79
138,Northwestern LA,Slnd,23-9,2.87,104.9,102.0,72.7,0.075,-4.61,97.8,102.4,4.64
139,Niagara,MAAC,19-14,2.81,105.1,102.3,69.0,0.012,-0.52,101.0,101.5,0.7
140,W Michigan,MAC,22-13,2.62,100.8,98.2,66.1,0.062,-1.93,100.2,102.2,-0.55
141,South Florida,BE,12-19,2.61,100.4,97.8,60.3,-0.008,8.68,105.0,96.4,-0.36
142,Robert Morris,NEC,24-11,2.28,103.2,100.9,65.5,0.038,-5.74,99.1,104.8,-2.69
143,Oral Roberts,Slnd,20-15,2.25,104.7,102.5,66.2,-0.027,-3.19,98.8,102.0,5.47
144,Boston Univ,AE,17-13,2.23,103.2,101.0,65.7,-0.035,-3.93,97.9,101.8,-1.56
145,Montana,BSky,25-7,2.18,103.2,101.0,64.1,0.176,-5.33,100.5,105.8,6.53
146,Tulane,CUSA,20-15,1.87,105.4,103.5,65.7,-0.052,-2.89,99.1,102.0,-7.14
147,UC Irvine,BW,21-16,1.86,99.3,97.4,66.6,0.018,-0.99,101.6,102.6,3.86
148,Arkansas St,SB,19-12,1.76,96.9,95.2,65.8,-0.033,-5.65,98.6,104.2,-6.94
149,UT Arlington,WAC,19-14,1.41,97.1,95.7,66.5,0.043,-1.39,100.5,101.9,-2.69
150,Albany NY,AE,24-11,1.35,100.7,99.4,63.0,0.082,-5.05,97.3,102.4,-6.56
151,Fairfield,MAAC,19-16,1.24,96.1,94.9,62.2,-0.002,-1.95,100.2,102.1,-2.51
152,Cal Poly SLO,BW,18-14,1.19,104.6,103.4,60.1,0.031,-1.12,101.8,102.9,3.58
153,Col Charleston,SC,24-11,1.09,100.9,99.8,64.3,0.091,-5.56,98.8,104.3,1.45
154,Manhattan,MAAC,14-18,0.92,93.5,92.6,62.3,-0.022,0.1,101.7,101.6,1.96
155,W Illinois,Sum,22-9,0.69,95.4,94.7,58.2,0.048,-6.0,99.4,105.4,-5.82
156,Long Beach St,BW,19-14,0.63,103.9,103.3,67.1,0.106,1.68,102.4,100.8,12.25
157,Army,Pat,16-15,0.61,103.4,102.8,67.8,-0.083,-5.08,98.9,103.9,-6.79
158,TX Southern,SWAC,17-14,0.61,103.5,102.9,64.6,-0.061,-8.39,95.6,103.9,6.94
159,Bradley,MVC,18-17,0.58,102.5,101.9,66.7,0.043,2.41,103.1,100.7,-7.87
160,Rider,MAAC,19-15,0.58,96.9,96.3,65.9,0.049,-1.26,100.5,101.7,-1.06
161,Penn St,B10,10-21,0.53,100.1,99.5,65.2,0.019,11.46,107.3,95.9,1.03
162,Southern Univ,SWAC,23-10,0.5,97.4,96.9,64.8,-0.03,-12.81,93.2,106.1,-0.56
163,UAB,CUSA,16-17,0.37,99.0,98.7,70.6,0.003,1.39,102.6,101.2,-0.84
164,NC Central,MEAC,22-9,0.31,97.4,97.1,64.2,0.026,-8.12,94.8,102.9,0.01
165,Tennessee St,OVC,18-15,0.22,103.0,102.8,68.3,0.038,-0.9,101.9,102.8,2.61
166,Delaware,CAA,19-14,0.11,102.6,102.4,67.1,0.078,-1.44,100.2,101.7,5.83
167,Loyola-Chicago,Horz,15-16,0.08,101.2,101.1,63.7,-0.082,-2.89,99.1,102.0,-6.82
168,Drexel,CAA,13-18,0.06,100.1,100.0,61.9,-0.088,-1.1,101.4,102.5,3.69
169,Virginia Tech,ACC,13-19,-0.1,105.2,105.3,67.6,0.031,7.23,104.9,97.7,-1.92
170,San Diego,WCC,16-18,-0.15,100.9,101.1,64.2,0.039,3.12,103.1,100.0,-1.61
171,Lafayette,Pat,19-15,-0.25,104.1,104.3,66.0,0.047,-2.52,100.6,103.2,-2.66
172,Nevada,MWC,12-19,-0.31,103.1,103.4,66.9,0.038,7.08,105.1,98.0,0.47
173,WKU,SB,20-16,-0.41,99.9,100.3,66.3,0.03,-2.4,99.6,101.9,3.22
174,DePaul,BE,11-21,-0.42,103.5,103.9,71.4,-0.049,6.41,103.2,96.8,-5.87
175,Towson,CAA,18-13,-0.43,101.1,101.5,65.9,0.054,-3.02,100.0,103.0,-0.43
176,Bryant,NEC,19-12,-0.54,107.5,108.0,66.6,0.044,-5.48,99.4,104.9,-2.44
177,S Illinois,MVC,14-17,-0.75,100.8,101.5,63.1,0.046,3.19,103.0,99.8,-5.86
178,Charleston So,BSth,19-13,-0.76,100.5,101.3,67.5,-0.059,-7.29,97.9,105.2,0.12
179,Northeastern,CAA,20-13,-0.78,104.6,105.3,64.3,0.079,-2.11,100.3,102.5,0.88
180,Houston,CUSA,20-13,-0.82,106.2,107.0,69.8,-0.007,-4.98,98.0,102.9,-13.59
181,Tulsa,CUSA,17-16,-0.86,97.6,98.5,67.5,0.051,0.63,102.2,101.5,-0.24
182,James Madison,CAA,21-15,-0.91,98.4,99.3,64.5,0.063,-3.35,100.6,103.9,-4.1
183,IL Chicago,Horz,18-16,-1.18,96.8,98.0,64.2,0.041,-0.44,101.0,101.4,-0.55
184,Wagner,NEC,19-12,-1.22,95.3,96.5,67.7,0.054,-5.62,100.2,105.8,-0.34
185,SMU,CUSA,15-17,-1.25,98.9,100.1,63.9,-0.07,-2.52,99.6,102.1,-5.64
186,Toledo,MAC,15-13,-1.3,102.3,103.6,67.0,0.012,-3.79,98.9,102.7,-3.05
187,Florida Intl,SB,18-14,-1.37,99.8,101.1,69.0,0.069,-3.01,98.6,101.6,-0.05
188,Georgia St,CAA,15-16,-1.38,103.7,105.1,64.0,-0.05,-3.19,100.2,103.4,0.25
189,Buffalo,MAC,14-20,-1.4,101.5,102.9,65.3,-0.068,-0.05,101.5,101.5,2.25
190,Gardner Webb,BSth,21-13,-1.61,96.1,97.7,63.3,-0.043,-7.6,98.1,105.7,-3.32
191,Youngstown St,Horz,18-16,-1.95,100.9,102.9,68.0,0.024,-0.62,101.0,101.6,-2.52
192,Long Island,NEC,20-14,-2.12,108.6,110.7,68.9,0.016,-6.37,98.1,104.5,-4.11
193,Rhode Island,A10,8-21,-2.23,98.6,100.8,63.3,-0.043,5.7,104.6,98.9,3.03
194,South Alabama,SB,17-13,-2.31,97.2,99.5,68.3,0.044,-4.0,98.7,102.8,-3.03
195,SC Upstate,ASun,16-17,-2.35,101.1,103.4,66.5,-0.076,-5.78,98.7,104.5,-0.32
196,Columbia,Ivy,12-16,-2.39,99.2,101.6,61.8,-0.12,-3.65,99.4,103.1,-3.24
197,Auburn,SEC,9-23,-2.83,96.9,99.7,66.8,-0.117,4.5,103.3,98.8,-3.4
198,Yale,Ivy,14-17,-2.93,100.8,103.7,64.2,0.032,-0.77,101.1,101.9,2.42
199,Idaho,WAC,12-18,-2.95,107.9,110.9,63.2,-0.001,0.31,100.5,100.2,1.67
200,Oakland,Sum,16-17,-3.06,105.4,108.5,69.4,0.041,-1.5,101.5,103.0,6.3
201,CS Fullerton,BW,14-18,-3.07,105.3,108.4,69.6,-0.097,-3.73,100.0,103.8,-4.82
202,Morgan St,MEAC,17-15,-3.17,97.6,100.8,67.1,-0.042,-8.65,94.6,103.2,-2.9
203,UNC Asheville,BSth,16-16,-3.22,99.5,102.7,69.2,-0.076,-5.14,99.2,104.3,4.12
204,Jacksonville St,OVC,17-11,-3.42,100.6,104.0,62.7,0.087,-4.79,98.8,103.6,-6.29
205,Loy Marymount,WCC,11-23,-3.47,96.6,100.1,65.2,-0.016,3.26,104.3,101.0,-2.14
206,Elon,SC,21-12,-3.48,97.2,100.7,66.4,0.055,-7.22,98.5,105.7,-0.07
207,Quinnipiac,NEC,15-16,-3.55,100.3,103.9,67.2,-0.032,-4.97,100.6,105.6,-1.23
208,Savannah St,MEAC,19-15,-3.56,86.4,90.0,63.1,0.043,-5.93,96.4,102.3,4.55
209,South Carolina,SEC,14-18,-3.63,99.8,103.5,66.5,0.028,1.28,100.3,99.0,-6.81
210,Hawaii,BW,17-15,-3.71,100.9,104.6,69.4,0.01,-2.91,100.1,103.0,-3.76
211,Mt St Mary's,NEC,18-14,-3.8,100.7,104.5,67.5,0.117,-5.0,99.9,104.9,0.23
212,Missouri St,MVC,11-22,-3.87,99.0,102.9,61.2,0.023,5.93,104.2,98.2,0.56
213,Bowling Green,MAC,13-19,-3.87,95.0,98.9,64.4,-0.091,-1.92,100.4,102.4,-2.96
214,William & Mary,CAA,13-17,-3.99,104.7,108.7,63.5,-0.064,-4.44,98.4,102.9,-4.25
215,UC Davis,BW,14-17,-4.05,102.7,106.7,67.4,-0.009,-3.49,100.8,104.3,-4.26
216,Norfolk St,MEAC,21-12,-4.25,94.4,98.7,68.6,0.112,-7.98,96.0,104.0,-2.47
217,Marshall,CUSA,13-19,-4.31,100.3,104.7,68.2,-0.009,0.89,101.9,101.0,-2.11
218,High Point,BSth,17-14,-4.33,98.3,102.6,66.6,-0.061,-8.55,97.9,106.4,-4.03
219,CS Northridge,BW,14-17,-4.54,102.1,106.6,70.5,-0.018,-2.64,100.5,103.1,-1.6
220,Santa Barbara,BW,11-20,-4.75,96.7,101.5,64.0,-0.04,0.38,102.6,102.2,7.03
221,Pepperdine,WCC,12-18,-4.75,96.8,101.6,63.9,0.026,0.82,102.7,101.9,-6.72
222,Ark Little Rock,SB,17-15,-4.76,95.6,100.4,68.2,0.06,-3.34,98.4,101.8,-0.86
223,St Francis NY,NEC,12-18,-4.79,101.2,106.0,67.1,-0.068,-4.78,99.7,104.4,0.31
224,SE Missouri St,OVC,17-16,-4.84,102.0,106.9,68.5,-0.033,-7.83,98.1,105.9,-8.69
225,Morehead St,OVC,15-18,-4.97,97.7,102.7,69.7,0.033,-1.28,102.1,103.4,2.86
226,Hartford,AE,17-14,-5.23,92.1,97.3,64.1,0.08,-4.88,98.5,103.4,-3.79
227,NC A&T,MEAC,20-17,-5.28,91.4,96.7,66.6,0.037,-7.93,95.4,103.4,-4.06
228,Sam Houston St,Slnd,17-17,-5.43,92.3,97.7,63.4,-0.019,-6.38,98.3,104.7,-2.05
229,Seattle,WAC,8-22,-5.69,92.1,97.8,69.8,-0.174,-1.83,100.6,102.4,-3.96
230,ULL,SB,13-20,-5.75,98.6,104.4,70.0,-0.048,-2.99,99.2,102.2,-0.8
231,Coastal Car,BSth,14-15,-5.83,95.9,101.7,65.2,-0.075,-6.1,98.6,104.7,1.51
232,E Michigan,MAC,16-18,-5.93,91.3,97.2,60.3,0.017,-1.92,100.3,102.3,2.3
233,Brown,Ivy,13-15,-5.93,93.9,99.9,64.7,0.041,-3.43,100.2,103.7,-3.4
234,Stetson,ASun,15-16,-5.94,99.4,105.3,68.6,0.016,-5.49,98.7,104.2,0.26
235,FL Atlantic,SB,14-18,-6.08,97.6,103.6,65.4,0.011,-4.01,98.4,102.4,-2.41
236,Holy Cross,Pat,12-18,-6.47,97.0,103.5,62.9,0.002,-2.97,100.0,103.0,-3.31
237,CS Bakersfield,ind,14-16,-6.53,96.2,102.7,66.3,0.006,-2.59,100.4,103.0,-2.59
238,Marist,MAAC,10-21,-6.58,96.8,103.4,67.9,-0.052,-0.99,100.1,101.1,-0.5
239,Texas Tech,B12,11-20,-6.68,98.6,105.3,67.7,0.024,6.25,103.8,97.6,-9.53
240,Duquesne,A10,8-22,-6.75,98.7,105.5,69.4,0.022,4.4,103.7,99.3,-0.06
241,Miami OH,MAC,9-22,-7.07,96.9,104.0,65.4,-0.066,0.34,100.8,100.5,2.64
242,N Colorado,BSky,13-18,-7.1,100.9,108.0,67.3,-0.051,-6.63,98.9,105.5,5.18
243,IPFW,Sum,16-17,-7.16,96.3,103.4,65.8,0.021,-6.19,99.6,105.8,-6.67
244,N Kentucky,ASun,11-16,-7.26,95.5,102.8,60.1,-0.033,-6.78,97.9,104.7,-3.93
245,W Carolina,SC,14-19,-7.35,99.7,107.1,66.3,-0.032,-6.2,98.6,104.8,0.97
246,Wofford,SC,13-19,-7.39,87.3,94.7,63.6,-0.059,-6.42,98.4,104.8,-0.62
247,C Michigan,MAC,11-20,-7.45,103.2,110.6,65.7,0.0,-1.71,99.3,101.0,0.58
248,North Florida,ASun,13-19,-7.49,99.0,106.5,66.2,-0.01,-4.01,99.0,103.0,2.72
249,Penn,Ivy,9-22,-7.72,93.0,100.8,68.0,-0.008,-1.14,100.8,101.9,0.62
250,South Dakota,Sum,10-20,-7.76,103.3,111.0,67.1,-0.083,-3.02,100.7,103.7,2.29
251,North Dakota,BSky,16-17,-7.76,95.4,103.2,67.6,0.038,-6.6,99.1,105.7,-0.12
252,Fordham,A10,7-24,-7.78,98.2,106.0,68.8,0.027,5.66,103.9,98.2,2.63
253,UT San Antonio,WAC,10-22,-7.8,99.1,106.9,64.6,-0.046,-1.57,99.7,101.3,-4.66
254,Ball St,MAC,15-15,-7.84,97.6,105.4,66.4,0.08,-3.48,99.3,102.8,-3.83
255,Mississippi St,SEC,10-22,-7.97,90.0,98.0,68.3,-0.011,4.36,103.1,98.8,-5.07
256,Texas St,WAC,12-22,-7.97,99.2,107.2,71.4,0.008,-1.36,99.7,101.1,-4.8
257,Central Conn,NEC,13-17,-8.17,99.8,108.0,70.1,0.056,-4.84,99.1,104.0,-1.23
258,Portland,WCC,11-21,-8.17,93.2,101.4,65.1,0.036,3.91,104.5,100.5,0.32
259,North Texas,SB,12-20,-8.32,95.3,103.6,66.8,-0.024,-3.65,98.5,102.2,-1.63
