Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
19,Marquette,BE,25-10,20.52,113.5,93.0,70.1,-0.013,8.65,104.7,96.1,-1.34
20,Xavier,A10,27-8,19.79,107.0,87.2,68.3,-0.007,6.19,102.9,96.7,9.07
21,BYU,MWC,25-8,19.7,110.5,90.8,70.7,-0.046,4.83,102.4,97.6,1.36
22,Clemson,ACC,23-9,19.17,112.3,93.1,71.1,-0.023,6.87,102.5,95.7,-1.36
23,Texas,B12,23-12,19.14,108.0,88.9,68.6,-0.047,10.45,106.3,95.9,3.79
24,Wake Forest,ACC,24-7,18.54,108.1,89.5,75.7,0.052,7.5,104.3,96.8,-3.05
25,Illinois,B10,24-10,18.33,103.1,84.8,65.4,0.001,8.95,103.8,94.8,0.21
26,Oklahoma St,B12,23-12,17.96,113.3,95.3,72.1,-0.003,11.05,105.9,94.9,2.32
27,USC,P10,22-13,17.82,106.1,88.3,66.6,-0.032,11.87,107.9,96.1,4.54
28,Utah,MWC,24-10,17.42,107.2,89.7,67.4,0.013,7.38,104.8,97.4,7.44
29,Wisconsin,B10,20-13,17.24,109.9,92.7,61.0,-0.051,10.25,104.4,94.2,4.19
30,California,P10,22-11,17.01,113.4,96.4,68.0,0.002,9.63,105.0,95.4,0.17
31,Georgetown,BE,16-15,16.58,107.4,90.8,65.4,-0.105,11.32,105.5,94.2,5.88
32,Tennessee,SEC,21-13,16.18,111.5,95.3,71.0,-0.032,9.64,104.9,95.3,10.22
33,Baylor,B12,24-15,15.99,112.4,96.4,68.6,-0.017,11.01,105.8,94.7,1.43
34,Ohio St,B10,22-11,15.97,109.2,93.2,64.8,0.042,10.58,105.0,94.4,1.37
35,Florida,SEC,25-11,15.78,111.5,95.7,68.9,-0.076,4.38,101.8,97.4,-4.02
36,San Diego St,MWC,26-10,15.67,105.5,89.8,65.0,0.02,6.53,103.0,96.5,0.57
37,Arizona,P10,21-14,15.55,114.0,98.4,67.1,0.019,12.03,106.3,94.2,5.14
38,Butler,Horz,26-6,15.5,106.9,91.4,65.1,-0.014,2.83,99.9,97.1,5.81
39,Florida St,ACC,25-10,15.36,102.0,86.7,68.7,0.066,9.83,105.9,96.1,1.64
40,Notre Dame,BE,21-15,15.04,111.3,96.2,69.8,-0.033,10.76,104.7,93.9,-1.56
41,Minnesota,B10,22-11,14.99,103.7,88.7,66.9,0.031,9.68,104.8,95.1,0.25
42,New Mexico,MWC,22-12,14.92,107.7,92.7,68.6,-0.054,5.22,103.1,97.9,2.17
43,Miami FL,ACC,19-13,14.91,107.1,92.2,67.3,-0.048,8.93,104.8,95.9,-1.69
44,Utah St,WAC,30-5,14.89,113.1,98.2,63.0,0.046,-0.34,100.1,100.5,-1.77
45,Texas A&M,B12,24-10,14.65,109.2,94.5,67.1,0.053,8.78,104.6,95.8,-1.27
46,LSU,SEC,27-8,14.55,107.9,93.4,68.8,0.076,5.02,102.2,97.2,-3.59
47,Michigan,B10,21-14,14.47,108.3,93.8,64.5,0.014,11.68,105.4,93.7,3.13
48,Kentucky,SEC,22-14,14.36,104.3,89.9,70.0,-0.073,6.02,103.8,97.8,-1.31
49,Washington St,P10,17-16,14.23,101.4,87.2,60.3,-0.076,10.21,106.7,96.5,0.64
50,Temple,A10,22-12,14.09,105.9,91.8,66.5,-0.005,5.59,103.1,97.5,4.94
51,Kansas St,B12,22-12,13.86,105.5,91.6,70.0,-0.02,6.65,103.5,96.9,-4.71
52,Stanford,P10,20-14,13.78,108.7,94.9,69.6,-0.022,8.05,104.6,96.6,-2.42
53,UAB,CUSA,22-12,13.37,105.8,92.4,68.9,-0.009,4.52,102.8,98.3,3.5
54,VA Commonwealth,CAA,24-10,13.24,105.8,92.5,68.3,-0.072,0.56,99.9,99.4,3.41
55,Maryland,ACC,21-14,13.24,105.8,92.5,69.5,0.04,10.69,105.7,95.0,1.18
56,St Mary's CA,WCC,28-7,13.08,107.1,94.1,68.8,0.082,1.93,100.6,98.6,1.61
57,Penn St,B10,27-11,12.65,107.9,95.3,64.3,0.082,7.19,102.5,95.3,-6.39
58,Tulsa,CUSA,25-11,12.43,102.3,89.8,67.0,0.059,5.15,102.4,97.2,3.65
59,Auburn,SEC,24-12,12.19,102.9,90.8,71.0,-0.031,4.99,102.3,97.3,-3.27
60,Illinois St,MVC,24-10,12.17,105.2,93.1,66.5,-0.038,1.29,100.0,98.8,-3.15
61,Rhode Island,A10,23-11,12.03,109.8,97.8,70.7,-0.042,2.67,101.3,98.7,0.26
62,N Dakota St,Sum,26-7,12.01,110.4,98.4,69.9,-0.009,-2.09,99.7,101.8,0.35
63,Nebraska,B12,18-13,11.85,100.4,88.6,64.9,-0.031,7.04,103.8,96.8,-4.46
64,Davidson,SC,27-8,11.82,101.4,89.6,72.6,0.003,-3.49,99.6,103.1,9.38
65,Northwestern,B10,17-14,11.67,106.9,95.3,63.1,-0.029,8.5,103.6,95.1,-2.26
66,Cleveland St,Horz,26-11,11.67,101.9,90.2,66.6,0.01,3.3,101.0,97.7,5.93
67,Siena,MAAC,27-8,11.64,106.5,94.8,73.4,0.031,1.61,99.6,98.0,7.87
68,Creighton,MVC,27-8,11.62,107.6,96.0,69.6,0.049,1.89,99.7,97.8,-0.56
69,Mississippi St,SEC,23-13,11.29,103.5,92.2,70.7,-0.005,5.82,102.7,96.8,-0.27
70,Houston,CUSA,21-12,11.19,105.5,94.3,71.0,-0.037,1.79,101.1,99.3,-3.21
71,Virginia Tech,ACC,19-15,11.17,107.0,95.8,68.4,-0.007,8.54,104.6,96.1,-1.98
72,South Carolina,SEC,21-10,11.16,104.0,92.8,74.8,-0.012,3.88,101.6,97.8,-6.45
73,UNLV,MWC,21-11,11.06,102.8,91.8,68.0,0.01,5.66,102.9,97.2,1.4
74,Boston College,ACC,22-12,10.87,109.3,98.4,68.2,0.039,7.45,104.0,96.5,-1.88
75,Niagara,MAAC,26-9,10.3,104.4,94.1,72.2,0.003,-1.85,97.6,99.5,-1.13
76,Seton Hall,BE,17-15,10.05,106.8,96.8,70.4,-0.024,8.37,103.4,95.0,-3.48
77,Dayton,A10,27-8,10.04,99.7,89.6,67.0,0.108,3.36,102.1,98.8,-1.39
78,Providence,BE,19-14,10.03,107.3,97.3,74.8,0.033,8.54,104.4,95.8,-1.36
79,WI Green Bay,Horz,22-11,9.91,108.8,98.9,67.8,-0.018,0.65,99.6,99.0,-0.96
80,Vanderbilt,SEC,19-12,9.84,104.0,94.1,68.4,-0.01,4.45,101.4,96.9,-2.84
81,NC State,ACC,16-14,9.65,109.5,99.9,66.4,-0.059,6.82,103.3,96.5,-6.92
82,UTEP,CUSA,23-14,9.58,104.6,95.0,72.7,0.004,4.52,103.0,98.5,3.63
83,Northern Iowa,MVC,23-11,9.48,106.7,97.2,63.7,0.053,3.14,101.6,98.5,2.35
84,Vermont,AE,24-9,8.9,105.2,96.3,71.2,-0.02,-5.33,96.6,101.9,-3.85
85,Duquesne,A10,21-13,8.79,111.2,102.4,71.4,0.009,2.7,100.5,97.8,-2.57
86,Cincinnati,BE,18-14,8.53,104.5,96.0,66.6,0.032,9.13,104.1,95.0,1.76
87,Iowa,B10,15-17,8.19,104.8,96.6,59.6,-0.056,8.57,104.7,96.1,-0.81
88,WKU,SB,25-9,7.96,107.7,99.7,68.0,0.092,-1.21,98.7,99.9,4.13
89,George Mason,CAA,22-11,7.92,100.9,93.0,65.0,-0.012,-0.55,99.4,99.9,-0.61
90,Oral Roberts,Sum,16-15,7.6,99.4,91.8,70.0,-0.11,0.86,101.5,100.6,9.97
91,Miami OH,MAC,17-13,7.19,99.8,92.6,63.4,-0.004,1.42,98.7,97.3,6.77
92,Old Dominion,CAA,25-10,7.03,101.9,94.8,64.3,0.043,-1.86,98.5,100.4,-7.12
93,Mississippi,SEC,16-15,6.96,107.2,100.2,69.1,-0.0,6.73,102.6,95.8,2.3
94,Texas Tech,B12,14-19,6.87,105.5,98.6,73.9,-0.017,11.25,106.5,95.2,3.76
95,Northeastern,CAA,19-13,6.79,102.6,95.8,62.3,0.023,1.03,99.6,98.6,4.43
96,Akron,MAC,23-13,6.78,99.3,92.5,67.3,-0.014,-1.65,97.5,99.1,-2.61
97,Wright St,Horz,20-13,6.68,97.1,90.4,64.1,0.015,1.38,99.8,98.4,1.77
98,St Joseph's PA,A10,17-15,6.59,102.5,95.9,66.7,-0.041,3.33,101.1,97.8,2.03
99,Georgia Tech,ACC,12-19,6.56,96.9,90.3,73.4,-0.107,8.51,104.5,95.9,-2.17
100,SF Austin,Slnd,24-8,6.47,93.6,87.1,65.4,0.052,-2.84,98.5,101.3,1.5
101,Alabama,SEC,18-14,6.43,102.2,95.8,70.9,-0.015,5.27,102.7,97.4,-3.04
102,Oakland,Sum,23-13,6.16,110.1,103.9,67.8,0.026,-0.75,100.4,101.1,3.49
103,Nevada,WAC,21-13,6.01,101.8,95.8,69.1,0.002,2.04,101.6,99.6,3.82
104,Virginia,ACC,10-18,5.6,99.7,94.1,71.0,-0.065,10.63,105.7,95.0,1.64
105,ETSU,ASun,23-11,5.5,102.6,97.1,72.9,-0.047,-5.04,96.9,101.9,-2.42
106,La Salle,A10,18-13,5.18,101.4,96.2,69.8,-0.009,1.98,100.2,98.2,-0.74
107,CS Northridge,BW,17-14,5.1,98.9,93.8,73.8,-0.045,-0.64,100.4,101.0,2.14
108,Cornell,Ivy,21-10,5.03,104.7,99.7,68.2,-0.004,-5.84,95.7,101.5,-1.33
109,Portland,WCC,19-13,4.89,103.8,99.0,67.2,-0.005,-0.33,99.7,100.0,-0.06
110,Pacific,BW,21-13,4.86,105.6,100.7,61.6,-0.027,-1.63,99.5,101.2,-0.22
111,Oregon St,P10,18-18,4.82,102.1,97.2,61.0,0.067,9.5,105.4,95.9,-5.47
112,American Univ,Pat,24-8,4.58,101.7,97.1,63.4,0.093,-6.71,94.2,100.9,-2.38
113,Iowa St,B12,15-17,4.42,98.9,94.4,66.5,-0.017,6.26,103.6,97.3,-4.69
114,Richmond,A10,20-16,4.39,103.6,99.2,66.8,-0.034,1.65,100.8,99.1,-1.51
115,Weber St,BSky,21-10,4.13,100.0,95.9,68.8,0.08,-2.23,99.8,102.0,2.77
116,Belmont,ASun,20-13,4.11,103.3,99.1,71.6,-0.047,-4.13,97.9,102.1,1.63
117,TN Martin,OVC,22-10,4.09,104.7,100.6,71.0,0.015,-5.13,97.9,103.1,-4.77
118,Bradley,MVC,21-15,3.94,102.0,98.0,66.8,0.046,2.18,101.4,99.2,-0.61
119,Portland St,BSky,23-10,3.91,105.1,101.2,68.1,0.024,-3.48,98.3,101.8,-0.58
120,Buffalo,MAC,21-12,3.87,98.7,94.8,67.5,0.036,-0.37,98.0,98.4,1.41
121,St John's,BE,16-18,3.83,98.4,94.5,68.4,0.0,8.11,103.9,95.8,-4.36
122,Jacksonville,ASun,18-14,3.69,104.8,101.1,68.8,-0.07,-3.14,97.3,100.4,5.13
123,Sam Houston St,Slnd,18-12,3.6,104.4,100.8,69.3,-0.065,-1.73,98.9,100.7,2.35
124,Kent,MAC,19-15,3.41,99.2,95.8,68.8,-0.031,-0.95,97.7,98.6,0.75
125,New Mexico St,WAC,17-15,3.31,106.0,102.7,71.7,-0.021,1.04,100.4,99.4,0.83
126,TCU,MWC,14-17,3.16,100.0,96.9,65.3,-0.019,5.22,102.2,97.0,-0.29
127,Arkansas,SEC,14-16,3.15,101.7,98.6,71.6,-0.04,4.86,102.4,97.6,-4.66
128,Evansville,MVC,17-14,3.04,99.3,96.3,68.8,0.017,2.81,101.1,98.3,0.5
129,IL Chicago,Horz,16-15,3.0,101.5,98.5,67.9,-0.022,0.82,99.1,98.2,-0.43
130,Wyoming,MWC,19-14,2.91,103.2,100.2,71.9,0.093,4.24,102.3,98.1,-6.75
131,Murray St,OVC,19-12,2.74,99.4,96.7,65.2,-0.027,-2.92,99.7,102.7,4.91
132,Drexel,CAA,15-14,2.61,94.9,92.3,65.6,-0.002,-0.39,99.0,99.4,2.52
133,James Madison,CAA,21-15,2.37,102.0,99.6,68.7,0.027,-2.11,98.3,100.4,-5.24
134,Wichita St,MVC,17-17,2.34,98.9,96.6,65.3,-0.006,3.2,101.5,98.3,1.54
135,UCF,CUSA,17-14,2.27,102.3,100.0,68.7,0.023,1.66,101.5,99.8,-1.01
136,Massachusetts,A10,12-18,2.25,101.5,99.3,71.3,-0.039,5.11,102.6,97.5,4.97
137,South Florida,BE,9-22,2.24,97.6,95.4,63.7,-0.057,10.19,104.4,94.2,3.31
138,Santa Clara,WCC,16-17,2.17,98.3,96.2,66.3,-0.051,0.27,100.3,100.0,-0.51
139,UT Arlington,Slnd,16-14,2.01,106.0,104.0,71.4,-0.105,-3.21,98.1,101.4,-2.65
140,Charlotte,A10,11-20,1.91,100.5,98.6,68.1,-0.096,3.86,101.9,98.1,2.52
141,Bowling Green,MAC,19-14,1.81,98.7,96.8,65.2,-0.01,-1.87,97.0,98.8,-4.15
142,Drake,MVC,17-16,1.76,99.1,97.3,64.7,-0.031,1.72,100.7,99.0,-0.64
143,St Louis,A10,18-14,1.75,98.2,96.5,62.7,0.038,1.48,100.1,98.6,-4.51
144,Mt St Mary's,NEC,19-14,1.52,97.9,96.4,66.9,-0.09,-6.7,96.7,103.4,0.52
145,Robert Morris,NEC,24-11,1.51,98.8,97.3,68.7,0.055,-6.94,96.1,103.1,-0.84
146,Southern Miss,CUSA,15-17,1.45,102.6,101.1,65.5,-0.019,4.88,102.3,97.4,3.08
147,Col Charleston,SC,27-9,1.41,105.6,104.2,69.9,0.086,-6.66,97.0,103.7,-3.98
148,Ark Little Rock,SB,23-8,1.22,96.3,95.1,67.4,0.144,-4.16,97.3,101.5,-2.12
149,Rutgers,BE,11-21,1.09,94.8,93.7,67.5,-0.074,6.67,103.2,96.5,-7.2
150,Boise St,WAC,19-13,0.95,99.7,98.7,71.7,0.091,0.05,101.1,101.1,-2.33
151,E Kentucky,OVC,18-13,0.95,108.6,107.7,62.6,-0.031,-5.53,97.5,103.1,-5.3
152,WI Milwaukee,Horz,17-14,0.91,100.5,99.6,69.3,0.064,1.45,99.5,98.0,1.6
153,Morgan St,MEAC,23-12,0.89,96.1,95.2,68.4,0.031,-8.35,94.5,102.9,1.6
154,Marshall,CUSA,15-17,0.89,103.3,102.4,67.3,0.003,3.8,102.2,98.4,3.67
155,North Texas,SB,20-12,0.87,104.7,103.9,70.9,0.037,-2.92,99.2,102.1,1.19
156,S Illinois,MVC,13-18,0.85,98.2,97.3,66.5,-0.014,4.01,102.2,98.2,4.9
157,Morehead St,OVC,20-16,0.77,98.5,97.8,68.0,0.016,-2.76,99.9,102.7,0.32
158,Oregon,P10,8-23,0.4,100.7,100.3,70.3,0.018,13.12,107.8,94.7,7.72
159,Lipscomb,ASun,17-14,0.36,102.0,101.6,70.5,-0.101,-6.8,95.6,102.4,-6.26
160,Idaho,WAC,17-16,0.23,100.8,100.6,65.1,0.016,0.51,100.4,99.9,-0.42
161,San Diego,WCC,16-16,0.11,95.3,95.1,64.3,0.015,1.97,100.9,98.9,5.02
162,TAM C. Christi,Slnd,18-15,0.1,95.8,95.7,70.1,0.033,-0.5,99.0,99.5,3.51
163,Louisiana Tech,WAC,15-18,-0.0,97.5,97.5,65.2,-0.035,-2.23,99.0,101.2,-7.82
164,MTSU,SB,18-14,-0.11,100.3,100.4,66.7,-0.044,-3.86,99.1,103.0,-3.06
165,Santa Barbara,BW,16-15,-0.13,96.2,96.4,67.7,-0.005,-1.6,99.8,101.4,0.12
166,VMI,BSth,24-8,-0.4,105.3,105.7,82.1,0.074,-7.2,95.2,102.4,-2.22
167,Nicholls St,Slnd,20-11,-0.48,98.6,99.1,62.1,0.044,-4.64,95.8,100.5,-3.32
168,Long Beach St,BW,15-15,-0.5,101.0,101.5,68.7,0.048,0.3,101.1,100.8,4.35
169,Ohio,MAC,15-17,-0.53,98.3,98.8,67.2,-0.025,-0.9,97.9,98.8,0.21
170,Hofstra,CAA,21-11,-0.53,93.9,94.5,70.0,0.147,-1.95,98.6,100.5,-3.45
171,Montana,BSky,17-12,-0.65,101.0,101.6,64.1,0.03,-3.48,99.0,102.5,0.61
172,Boston Univ,AE,17-13,-0.75,100.1,100.9,65.6,0.004,-4.7,96.9,101.6,-2.17
173,Fairfield,MAAC,17-15,-0.77,99.9,100.7,66.5,0.08,0.23,98.1,97.9,3.74
174,Tulane,CUSA,14-17,-0.78,95.5,96.3,67.0,-0.01,1.39,101.2,99.8,-3.07
175,IUPUI,Sum,16-14,-0.8,100.3,101.1,63.6,-0.008,-1.7,100.4,102.1,1.15
176,Radford,BSth,21-12,-0.88,97.9,98.7,72.4,0.076,-4.52,97.8,102.3,6.19
177,Binghamton,AE,23-9,-1.02,98.6,99.6,69.5,0.131,-5.93,96.2,102.1,-5.41
178,Colorado,B12,9-22,-1.09,98.3,99.4,64.3,-0.098,7.19,103.6,96.4,-4.94
179,Rider,MAAC,19-13,-1.19,101.8,103.0,70.4,0.055,-3.14,96.0,99.2,-5.79
180,South Alabama,SB,20-13,-1.23,99.5,100.7,66.1,0.036,-4.43,98.7,103.1,-4.4
181,Troy,SB,19-13,-1.33,104.9,106.3,72.6,0.065,-4.11,98.4,102.5,-3.45
182,Holy Cross,Pat,18-14,-1.37,95.0,96.4,67.3,-0.026,-6.34,95.3,101.6,-2.15
183,Colorado St,MWC,9-22,-1.38,103.2,104.5,68.7,-0.06,5.2,102.2,97.0,0.72
184,Austin Peay,OVC,19-14,-1.57,103.5,105.1,69.5,0.056,-2.69,99.1,101.8,2.67
185,Utah Valley,ind,17-11,-1.88,100.8,102.7,63.9,-0.054,-8.72,95.3,104.0,-3.83
186,Sacred Heart,NEC,17-14,-2.01,100.1,102.1,70.6,-0.059,-8.76,95.1,103.8,-5.07
187,G Washington,A10,10-18,-2.08,97.8,99.8,66.6,-0.065,1.32,100.8,99.5,-3.18
188,St Bonaventure,A10,15-15,-2.11,95.1,97.2,72.7,0.034,-0.91,98.9,99.9,-7.68
189,UT San Antonio,Slnd,19-13,-2.18,98.6,100.8,71.0,0.055,-3.65,97.7,101.3,-6.88
190,Stony Brook,AE,16-14,-2.37,94.2,96.6,65.5,-0.07,-7.94,94.3,102.3,-10.44
191,Manhattan,MAAC,16-14,-2.39,94.0,96.4,68.1,0.018,-3.62,96.2,99.8,-6.98
192,Idaho St,BSky,13-19,-2.57,99.4,102.0,64.9,-0.028,1.05,101.3,100.3,9.42
193,San Jose St,WAC,13-17,-2.6,98.1,100.7,68.4,0.014,0.28,100.2,99.9,-1.82
194,Iona,MAAC,12-19,-2.63,92.6,95.2,66.4,-0.067,-2.07,97.4,99.5,-1.84
195,Citadel,SC,20-13,-2.65,98.4,101.1,64.5,0.043,-6.53,97.3,103.9,-2.7
196,Missouri St,MVC,11-20,-2.71,95.8,98.5,64.9,-0.043,2.28,100.9,98.6,-0.42
197,Liberty,BSth,23-12,-2.73,101.7,104.5,68.0,0.069,-5.17,97.0,102.1,1.17
198,Georgia,SEC,12-20,-2.81,91.9,94.7,71.0,-0.005,5.65,102.2,96.5,-2.87
199,SE Louisiana,Slnd,13-17,-2.9,97.3,100.2,67.7,-0.111,-2.57,97.2,99.8,1.41
200,Alabama St,SWAC,22-10,-2.91,97.1,100.0,66.8,0.026,-12.43,92.0,104.4,4.26
201,CS Fullerton,BW,15-17,-3.19,101.2,104.4,70.6,0.017,-1.6,99.6,101.2,-0.27
202,Indiana St,MVC,11-21,-3.21,99.0,102.3,65.7,0.005,2.6,100.6,98.0,-0.52
203,N Colorado,BSky,14-18,-3.25,99.6,102.9,69.1,-0.075,-3.62,99.0,102.6,-1.82
204,SMU,CUSA,9-21,-3.44,98.2,101.6,66.3,-0.07,3.78,101.5,97.7,-1.14
205,Denver,SB,15-16,-3.46,99.1,102.6,59.0,-0.033,-4.85,98.0,102.9,-2.37
206,DePaul,BE,9-24,-3.55,98.0,101.6,67.7,-0.017,9.42,105.2,95.7,-0.39
207,Fresno St,WAC,13-21,-3.67,96.5,100.1,68.6,-0.043,0.27,100.7,100.4,-1.81
208,Texas St,Slnd,14-16,-3.79,99.1,102.9,76.5,-0.079,-3.12,98.2,101.3,-3.88
209,Delaware,CAA,13-19,-3.86,99.7,103.5,69.1,-0.011,-1.61,97.2,98.8,-4.12
210,Lamar,Slnd,15-15,-3.86,97.3,101.2,69.0,0.031,-0.67,99.2,99.9,3.78
211,Indiana,B10,6-25,-3.91,96.2,100.1,67.0,-0.031,12.15,106.2,94.0,6.65
212,Chattanooga,SC,18-17,-3.97,100.7,104.7,71.9,0.041,-3.38,98.9,102.2,10.12
213,S Dakota St,Sum,13-20,-3.98,100.8,104.8,67.3,-0.043,-0.98,100.4,101.3,-0.23
214,Hawaii,WAC,13-17,-4.15,93.1,97.2,67.2,-0.03,-1.12,100.0,101.1,-4.19
215,East Carolina,CUSA,13-17,-4.23,106.5,110.8,67.2,-0.02,2.0,100.8,98.8,0.03
216,Mercer,ASun,17-15,-4.34,100.3,104.7,71.4,0.061,-3.46,97.3,100.8,3.9
217,IPFW,Sum,13-17,-4.35,99.0,103.4,67.3,0.024,0.0,100.6,100.6,4.73
218,UC Irvine,BW,12-19,-4.36,101.0,105.4,65.2,-0.006,-2.24,99.1,101.3,-1.86
219,UC Riverside,BW,17-13,-4.64,93.7,98.3,62.7,0.096,-4.07,98.8,102.9,-6.84
220,UC Davis,BW,13-19,-4.77,101.8,106.6,71.4,-0.056,-3.55,98.2,101.7,-5.7
221,Loyola MD,MAAC,12-20,-4.9,98.9,103.8,68.7,0.007,-0.52,98.2,98.7,1.78
222,Wofford,SC,16-14,-5.01,101.6,106.7,65.1,0.059,-5.68,97.5,103.2,-0.64
223,Arkansas St,SB,13-17,-5.07,92.4,97.4,66.8,-0.07,-4.39,98.3,102.7,-2.8
224,Navy,Pat,19-11,-5.08,94.8,99.9,71.7,0.043,-8.78,93.3,102.1,-7.19
225,Youngstown St,Horz,11-19,-5.1,97.4,102.5,68.4,0.024,1.11,99.0,97.9,-1.56
226,Valparaiso,Horz,9-22,-5.15,95.4,100.6,66.2,-0.073,3.52,100.4,96.9,5.56
227,Southern Utah,Sum,11-20,-5.32,98.3,103.6,65.2,-0.047,-0.74,100.9,101.6,0.85
228,Loyola-Chicago,Horz,14-18,-5.48,95.9,101.4,67.1,0.047,-0.36,98.4,98.7,-4.78
229,Georgia St,CAA,12-20,-5.49,94.8,100.3,63.1,-0.03,-0.4,98.7,99.1,-1.6
230,Air Force,MWC,10-21,-5.6,95.6,101.2,60.8,-0.09,3.21,102.1,98.9,-8.26
231,McNeese St,Slnd,11-18,-5.74,90.3,96.0,67.4,-0.088,-3.94,97.4,101.4,-2.72
232,Gardner Webb,BSth,13-17,-5.75,97.9,103.6,71.6,-0.051,-4.89,97.5,102.4,4.93
233,Chicago St,ind,19-13,-5.8,102.2,108.0,76.6,0.016,-9.97,93.6,103.6,-2.89
234,William & Mary,CAA,10-20,-5.82,92.7,98.5,64.0,-0.095,-1.45,99.0,100.5,-4.56
235,Rice,CUSA,10-22,-5.95,96.8,102.7,66.5,0.01,3.52,102.7,99.1,2.73
236,Montana St,BSky,15-17,-5.95,97.1,103.0,67.2,0.056,-2.02,99.7,101.7,0.65
237,Canisius,MAAC,11-20,-6.03,90.2,96.3,69.8,-0.018,-1.2,98.0,99.2,-1.55
238,Tennessee Tech,OVC,12-18,-6.11,94.3,100.4,74.3,-0.08,-3.56,99.7,103.3,-1.37
239,Ball St,MAC,14-17,-6.31,91.8,98.1,63.0,0.026,-3.77,96.1,99.9,-0.94
240,W Carolina,SC,16-15,-6.38,97.3,103.7,70.1,0.051,-5.16,98.5,103.6,3.69
241,Northern Arizona,BSky,8-19,-6.41,98.4,104.8,64.6,-0.131,-0.88,100.6,101.5,6.19
242,Campbell,ASun,14-16,-6.56,92.9,99.5,72.3,-0.054,-6.19,97.6,103.8,-5.74
243,Long Island,NEC,16-14,-6.64,96.5,103.2,70.1,-0.035,-10.49,93.2,103.7,-8.38
244,Yale,Ivy,13-15,-6.76,92.2,98.9,67.6,-0.016,-7.09,94.9,102.0,-4.02
245,Albany NY,AE,15-16,-6.82,93.6,100.5,67.4,0.046,-5.2,96.7,101.9,-5.43
246,San Francisco,WCC,11-19,-6.88,100.8,107.7,67.2,0.033,0.59,99.7,99.1,1.11
247,Jackson St,SWAC,18-15,-6.95,94.9,101.9,70.3,0.06,-9.72,93.8,103.5,8.54
248,W Michigan,MAC,10-21,-7.0,94.3,101.3,66.3,-0.088,-3.52,95.8,99.4,-0.8
249,Samford,SC,16-16,-7.09,97.9,105.0,60.8,0.016,-6.35,97.5,103.8,0.47
250,Centenary,Sum,8-23,-7.18,92.5,99.7,69.3,-0.049,0.1,101.7,101.6,2.56
251,Marist,MAAC,10-23,-7.48,90.9,98.4,69.9,-0.056,-1.41,97.3,98.7,-2.38
252,C Michigan,MAC,12-19,-7.49,95.3,102.8,65.1,-0.023,-4.82,95.4,100.2,-2.0
253,E Washington,BSky,12-18,-7.58,94.1,101.7,66.3,0.051,-1.18,100.2,101.4,3.62
254,Harvard,Ivy,14-14,-7.62,98.9,106.5,66.8,0.041,-6.94,94.5,101.5,-4.23
255,Jacksonville St,OVC,11-17,-7.63,96.8,104.4,67.7,-0.033,-3.76,99.6,103.4,-0.91
256,Presbyterian,BSth,12-17,-7.71,90.1,97.8,63.8,0.043,-3.53,98.1,101.6,5.83
257,Towson,CAA,12-22,-7.79,97.5,105.3,68.0,0.03,-0.38,97.8,98.2,-1.97
258,Stetson,ASun,13-17,-7.79,92.7,100.5,69.8,0.015,-2.79,97.5,100.3,10.25
259,ULL,SB,10-20,-7.88,94.0,101.9,68.3,-0.046,-1.82,99.3,101.1,4.41
