Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
32,Harvard,Ivy,27-5,17.58,112.2,94.7,65.4,0.02,-0.41,103.8,104.2,-0.02
33,New Mexico,MWC,27-7,17.17,112.9,95.7,66.0,0.033,5.46,107.6,102.1,5.36
34,Stanford,P12,23-13,16.04,111.8,95.8,67.0,0.016,10.08,110.1,100.0,4.99
35,St Louis,A10,27-7,15.71,105.2,89.5,67.4,0.04,5.55,107.1,101.5,-0.09
36,Memphis,Amer,24-10,15.21,111.8,96.5,69.3,0.048,8.08,108.3,100.2,3.02
37,Louisiana Tech,CUSA,29-8,15.06,109.8,94.8,71.4,0.002,-1.69,103.1,104.8,-4.05
38,Florida St,ACC,22-14,14.85,111.7,96.8,66.6,-0.005,9.92,109.3,99.4,2.83
39,Arizona St,P12,21-12,14.85,110.6,95.8,68.9,0.003,8.37,108.6,100.3,-0.06
40,Utah,P12,21-12,14.8,110.1,95.3,65.6,-0.052,6.51,107.9,101.3,-6.34
41,Texas,B12,24-11,14.51,111.2,96.7,68.6,0.093,10.55,111.0,100.4,1.33
42,Dayton,A10,26-11,14.24,113.2,99.0,65.5,0.038,6.91,107.6,100.7,1.74
43,Maryland,ACC,17-15,14.21,108.7,94.5,68.6,-0.074,9.72,109.2,99.4,4.86
44,Arkansas,SEC,22-12,14.13,110.5,96.4,72.2,-0.033,6.35,107.8,101.4,-1.08
45,Kansas St,B12,20-13,14.06,107.2,93.1,65.5,0.002,9.71,110.8,101.1,-0.2
46,Minnesota,B10,25-13,13.91,113.2,99.3,64.8,0.044,9.98,109.4,99.4,0.79
47,Providence,BE,23-12,13.79,113.9,100.2,64.9,0.052,8.82,109.0,100.2,3.13
48,BYU,WCC,23-12,13.77,113.9,100.1,72.8,-0.003,6.58,109.2,102.6,8.44
49,G Washington,A10,24-9,13.76,110.2,96.5,67.6,0.057,5.99,107.1,101.1,1.45
50,Massachusetts,A10,24-9,13.44,109.4,95.9,71.8,0.065,7.47,107.6,100.1,6.05
51,Clemson,ACC,23-13,13.38,106.5,93.2,60.6,0.009,7.11,108.7,101.6,-3.75
52,Illinois,B10,20-15,13.09,105.9,92.8,63.0,0.007,9.38,109.4,100.0,-1.28
53,St John's,BE,20-13,13.08,107.9,94.8,67.9,-0.045,7.38,109.3,101.9,1.46
54,Xavier,BE,21-13,13.08,112.2,99.1,65.9,0.018,8.95,109.2,100.3,3.54
55,St Joseph's PA,A10,24-10,12.91,111.7,98.8,66.0,0.079,6.67,107.3,100.6,1.58
56,Nebraska,B10,19-13,12.65,108.2,95.5,65.9,0.047,10.0,108.3,98.3,1.09
57,Georgetown,BE,18-15,12.38,112.5,100.1,65.1,-0.022,9.15,109.8,100.6,5.43
58,West Virginia,B12,17-16,12.24,114.8,102.6,68.2,-0.065,9.37,110.2,100.8,-0.61
59,LSU,SEC,20-14,12.1,110.1,98.0,70.0,-0.009,7.38,107.7,100.3,0.38
60,California,P12,21-14,11.99,111.1,99.1,66.6,0.017,8.59,109.1,100.5,2.71
61,N Dakota St,Sum,26-7,11.75,114.9,103.1,64.1,0.089,0.33,105.8,105.5,2.96
62,NC State,ACC,22-14,11.57,113.4,101.8,65.8,0.065,8.92,108.6,99.7,-0.16
63,Indiana,B10,17-15,11.53,107.2,95.7,68.3,-0.069,8.12,108.9,100.8,-4.25
64,Southern Miss,CUSA,29-7,11.45,110.3,98.8,64.8,0.103,-0.64,103.6,104.3,-1.35
65,St Mary's CA,WCC,23-12,11.4,112.0,100.6,63.4,0.014,4.88,108.2,103.3,2.34
66,Georgia St,SB,25-9,11.29,115.0,103.7,65.7,-0.025,-3.24,102.6,105.8,-3.32
67,Colorado,P12,23-12,11.21,107.0,95.8,66.7,0.12,9.78,109.6,99.8,4.55
68,Marquette,BE,17-15,11.04,109.1,98.1,66.1,-0.051,8.08,108.7,100.6,0.22
69,SF Austin,Slnd,32-3,10.85,111.7,100.9,63.8,0.073,-7.82,101.3,109.1,-5.96
70,Missouri,SEC,23-12,10.83,113.5,102.6,66.2,0.062,7.59,107.9,100.3,2.13
71,WI Green Bay,Horz,24-7,10.81,108.2,97.4,67.3,0.037,0.43,104.4,104.0,3.01
72,New Mexico St,WAC,26-10,10.57,112.3,101.7,66.9,-0.029,-3.78,102.5,106.3,1.98
73,Boise St,MWC,21-13,10.56,114.1,103.5,65.7,-0.056,3.79,106.8,103.0,2.13
74,Manhattan,MAAC,25-8,10.18,106.6,96.4,69.6,-0.008,-0.93,104.8,105.7,1.22
75,Vermont,AE,22-11,10.18,109.3,99.1,63.7,-0.064,-5.27,100.7,106.0,4.99
76,Iona,MAAC,22-11,10.14,118.1,107.9,70.3,-0.024,0.33,104.8,104.4,6.33
77,Miami FL,ACC,17-16,9.86,108.6,98.7,58.7,-0.045,6.25,107.1,100.8,-1.95
78,Georgia,SEC,20-14,9.41,108.4,99.0,65.2,0.033,6.43,107.5,101.1,-0.93
79,UNLV,MWC,20-13,9.16,107.5,98.3,66.9,-0.047,2.6,106.1,103.5,-2.9
80,Penn St,B10,16-18,8.96,109.7,100.8,66.5,-0.048,8.25,107.6,99.4,-0.2
81,Texas Tech,B12,14-18,8.96,110.8,101.9,62.4,-0.054,10.26,110.6,100.4,0.31
82,Tulsa,CUSA,21-13,8.92,105.5,96.6,68.7,-0.023,0.68,104.6,103.9,3.13
83,Mississippi,SEC,19-14,8.86,110.6,101.8,69.4,-0.005,5.8,106.4,100.6,0.97
84,St Bonaventure,A10,18-15,8.77,110.6,101.8,68.0,-0.065,4.16,106.5,102.3,-2.35
85,Cleveland St,Horz,21-12,8.68,110.0,101.3,64.3,-0.052,-0.15,104.6,104.8,0.31
86,Alabama,SEC,13-19,8.53,107.2,98.7,64.1,-0.092,10.05,110.4,100.3,8.59
87,Mercer,ASun,27-9,8.38,110.2,101.8,65.5,0.022,-4.63,103.1,107.7,3.32
88,San Francisco,WCC,21-12,8.27,111.9,103.7,65.6,0.051,5.01,108.1,103.1,2.83
89,MTSU,CUSA,24-9,8.23,104.7,96.5,64.7,0.047,-1.41,103.1,104.5,-0.85
90,UC Irvine,BW,23-12,8.18,103.3,95.1,64.8,-0.02,-1.45,105.3,106.8,1.02
91,NC Central,MEAC,28-6,7.98,108.1,100.1,64.3,0.041,-10.8,97.5,108.3,-3.58
92,Richmond,A10,19-14,7.96,104.6,96.7,64.3,0.026,5.51,107.3,101.8,1.07
93,Purdue,B10,15-17,7.88,107.9,100.0,68.3,-0.039,8.84,108.7,99.9,-2.56
94,Northern Iowa,MVC,16-15,7.84,112.4,104.6,65.9,-0.08,3.04,105.5,102.5,7.65
95,Seton Hall,BE,17-17,7.84,108.1,100.3,66.0,-0.06,5.85,108.5,102.6,-5.22
96,Notre Dame,ACC,15-17,7.7,112.9,105.2,64.6,-0.063,8.11,109.1,100.9,1.86
97,Belmont,OVC,26-10,7.08,113.2,106.1,69.3,0.058,-1.92,104.2,106.1,3.46
98,Washington,P12,17-15,6.75,111.2,104.4,68.3,0.036,7.17,108.1,101.0,-0.9
99,Butler,BE,14-17,6.73,105.4,98.6,63.9,-0.057,7.36,108.7,101.3,-1.64
100,Princeton,Ivy,21-9,6.43,105.8,99.3,65.0,0.014,-2.7,103.4,106.1,-3.14
101,Buffalo,MAC,19-10,6.36,109.2,102.8,68.0,-0.033,-2.47,101.3,103.7,-1.66
102,Santa Barbara,BW,21-9,6.27,110.1,103.8,63.5,0.056,-0.89,104.1,105.0,3.6
103,UTEP,CUSA,23-11,5.96,104.7,98.7,64.8,0.015,-0.59,104.5,105.1,2.47
104,Toledo,MAC,27-7,5.95,114.4,108.5,68.6,0.112,-1.82,102.2,104.1,-1.68
105,La Salle,A10,15-16,5.86,105.7,99.8,64.8,0.001,6.19,107.7,101.5,3.08
106,Delaware,CAA,25-10,5.84,111.4,105.6,71.5,0.064,-1.47,104.4,105.9,0.85
107,Oregon St,P12,16-16,5.81,111.8,106.0,67.9,0.004,6.37,108.5,102.1,-3.01
108,Indiana St,MVC,23-11,5.6,106.2,100.6,67.0,0.083,0.99,105.3,104.3,-1.13
109,Vanderbilt,SEC,15-16,5.47,103.5,98.0,64.2,0.018,6.86,107.5,100.7,1.71
110,Portland,WCC,15-16,5.4,108.6,103.2,66.8,-0.109,1.46,106.2,104.7,-5.75
111,Texas A&M,SEC,18-16,5.39,100.8,95.4,63.8,-0.012,3.96,106.1,102.1,-5.8
112,South Carolina,SEC,14-20,5.32,106.9,101.5,67.0,-0.052,7.92,108.2,100.2,2.46
113,ULL,SB,23-12,5.19,109.7,104.5,70.4,0.038,-0.91,104.4,105.3,3.39
114,Georgia Tech,ACC,16-17,5.18,104.2,99.0,65.3,-0.002,6.47,108.2,101.7,-4.02
115,Rhode Island,A10,14-18,5.07,103.8,98.7,66.6,-0.068,4.91,106.4,101.5,-1.88
116,Fresno St,MWC,21-18,5.06,109.7,104.6,66.8,0.012,3.73,105.7,102.0,4.76
117,Wyoming,MWC,18-15,4.97,104.9,99.9,61.1,-0.053,1.93,105.7,103.8,-2.07
118,Wake Forest,ACC,17-16,4.96,106.0,101.0,68.0,0.058,8.45,109.7,101.2,-2.19
119,Columbia,Ivy,21-13,4.67,107.0,102.4,61.9,-0.013,-1.54,103.2,104.7,-1.83
120,American Univ,Pat,20-13,4.56,102.8,98.3,61.5,0.008,-3.32,102.8,106.1,-3.27
121,Utah St,MWC,18-14,4.49,109.3,104.8,63.7,0.01,3.15,106.0,102.8,-2.04
122,Auburn,SEC,14-16,4.42,109.2,104.8,67.4,-0.025,6.03,107.1,101.1,-2.94
123,Davidson,SC,20-13,4.22,112.7,108.4,67.7,-0.013,-5.1,101.8,106.9,7.66
124,Canisius,MAAC,21-13,4.11,111.8,107.7,67.6,0.022,-1.6,104.3,105.9,-0.35
125,E Kentucky,OVC,24-10,3.95,111.7,107.8,66.6,0.037,-5.17,103.5,108.7,-5.13
126,Boston Univ,Pat,24-11,3.85,105.7,101.9,66.5,0.077,-2.09,103.3,105.4,2.12
127,Ohio,MAC,25-12,3.74,105.9,102.2,66.5,0.035,-1.14,103.1,104.2,-0.26
128,Colorado St,MWC,16-16,3.52,110.0,106.4,66.2,-0.073,2.18,105.6,103.5,-2.77
129,Drexel,CAA,16-14,3.5,104.6,101.1,64.0,-0.031,-0.12,105.1,105.2,5.03
130,Towson,CAA,25-11,3.44,110.1,106.6,65.5,0.08,-3.57,103.2,106.8,-3.93
131,Wright St,Horz,21-15,3.38,99.8,96.4,65.5,-0.062,-3.1,103.2,106.3,-8.09
132,W Michigan,MAC,23-10,3.35,105.7,102.4,66.7,0.098,-1.87,103.5,105.3,-3.09
133,Houston,Amer,17-16,3.35,110.5,107.1,67.0,0.056,4.65,105.6,101.0,-6.91
134,Northwestern,B10,14-19,3.32,97.6,94.3,62.5,0.033,10.26,110.2,99.9,-1.08
135,Murray St,OVC,23-11,3.23,108.4,105.2,68.0,0.033,-4.13,104.0,108.2,1.54
136,E Michigan,MAC,22-15,3.15,97.9,94.7,64.8,0.019,0.7,105.2,104.5,9.27
137,Hawaii,BW,20-11,3.05,110.4,107.3,68.5,-0.045,-2.27,104.4,106.7,-0.29
138,San Diego,WCC,18-17,2.97,104.9,101.9,63.7,-0.019,2.21,107.0,104.8,-3.78
139,Denver,Sum,16-15,2.86,110.0,107.1,59.6,-0.03,0.43,104.9,104.5,4.22
140,S Dakota St,Sum,19-13,2.77,106.4,103.7,67.1,-0.002,-2.06,104.0,106.1,-0.13
141,George Mason,A10,11-20,2.68,105.2,102.5,67.2,-0.036,6.22,107.6,101.4,2.93
142,Boston College,ACC,8-24,2.43,113.7,111.2,63.2,-0.074,9.76,109.1,99.4,7.25
143,Long Beach St,BW,15-17,2.19,104.3,102.2,66.6,-0.024,2.3,106.6,104.3,11.92
144,Nevada,MWC,15-17,2.17,108.8,106.7,65.4,0.027,3.52,107.1,103.6,1.91
145,IPFW,Sum,25-11,2.09,109.5,107.4,67.4,0.062,-4.35,102.4,106.8,-6.37
146,Akron,MAC,21-13,2.08,104.3,102.2,65.8,0.074,-0.69,103.3,104.0,0.81
147,Pacific,WCC,18-16,1.99,109.0,107.0,67.5,0.056,3.57,107.4,103.8,1.5
148,Illinois St,MVC,18-16,1.96,101.3,99.3,68.0,0.029,1.8,105.3,103.5,3.25
149,Quinnipiac,MAAC,20-12,1.9,110.6,108.7,70.2,0.055,-2.08,103.0,105.1,-1.98
150,Temple,Amer,9-22,1.68,110.1,108.5,68.2,-0.078,7.54,108.2,100.7,3.44
151,Duquesne,A10,13-17,1.53,110.0,108.5,68.0,-0.053,2.18,104.2,102.0,-8.95
152,USC,P12,11-21,1.52,102.9,101.4,70.2,-0.015,8.82,109.4,100.5,0.83
153,Yale,Ivy,19-14,1.29,102.3,101.0,65.3,0.08,-0.6,104.5,105.1,-0.33
154,Santa Clara,WCC,14-19,1.18,106.7,105.5,65.5,-0.043,3.05,107.1,104.1,-3.91
155,UCF,Amer,13-18,1.06,106.6,105.6,67.7,-0.047,5.65,107.1,101.4,-7.18
156,UAB,CUSA,18-13,0.99,103.6,102.6,68.8,-0.009,-1.28,102.7,104.0,-0.84
157,Holy Cross,Pat,20-14,0.99,103.9,102.9,64.3,0.027,-3.04,102.4,105.5,-0.81
158,Missouri St,MVC,20-13,0.98,105.9,104.9,64.7,0.113,1.36,104.7,103.3,-1.05
159,Bucknell,Pat,16-14,0.93,102.4,101.5,64.5,-0.041,-2.96,102.8,105.7,0.59
160,Pepperdine,WCC,15-16,0.92,107.2,106.3,66.5,0.025,2.81,106.6,103.8,-4.25
161,Arkansas St,SB,19-13,0.61,106.0,105.4,68.4,0.004,-3.84,102.4,106.3,-5.9
162,Brown,Ivy,15-14,0.6,100.5,99.9,69.6,-0.118,-4.24,101.6,105.9,-7.99
163,Valparaiso,Horz,18-16,0.55,103.6,103.1,65.4,-0.027,-0.08,104.3,104.4,0.18
164,Siena,MAAC,20-18,0.31,101.1,100.8,66.7,0.041,0.36,105.8,105.4,3.12
165,S Illinois,MVC,14-19,0.18,105.5,105.3,63.3,-0.061,0.0,104.3,104.3,-3.59
166,SC Upstate,ASun,19-15,0.11,104.4,104.3,66.3,-0.058,-6.04,102.4,108.4,-1.07
167,William & Mary,CAA,20-12,0.11,112.0,111.9,65.2,0.095,-2.33,102.8,105.2,-2.32
168,WI Milwaukee,Horz,21-14,0.11,104.1,104.0,67.6,0.118,-0.54,103.7,104.2,-4.04
169,Stony Brook,AE,23-11,0.04,104.8,104.8,66.2,0.015,-7.65,99.3,106.9,-1.87
170,Rutgers,Amer,12-21,-0.42,105.8,106.3,68.5,-0.012,6.27,107.6,101.3,-1.32
171,Weber St,BSky,19-12,-0.57,105.8,106.4,64.7,-0.008,-6.58,103.0,109.5,4.36
172,Charlotte,CUSA,17-14,-0.57,102.1,102.6,69.4,0.046,-1.12,103.2,104.4,-0.83
173,Robert Morris,NEC,22-14,-0.64,105.2,105.9,66.5,0.093,-3.81,103.8,107.6,1.95
174,Virginia Tech,ACC,9-22,-0.72,99.5,100.3,64.0,-0.081,7.52,109.0,101.5,-2.51
175,Old Dominion,CUSA,18-18,-0.73,100.1,100.8,64.2,0.005,-0.87,103.5,104.4,0.7
176,Cal Poly SLO,BW,14-20,-0.77,103.0,103.8,61.0,-0.044,1.53,106.6,105.0,7.3
177,NE Omaha,Sum,17-15,-0.83,104.0,104.8,73.9,-0.053,-3.25,103.4,106.7,-3.82
178,Loy Marymount,WCC,13-19,-0.91,105.1,106.0,69.5,0.047,4.46,107.8,103.4,0.02
179,WKU,SB,20-12,-0.97,100.5,101.5,66.2,0.113,-1.81,103.6,105.4,0.25
180,Albany NY,AE,19-15,-1.02,102.2,103.3,63.6,0.003,-5.98,100.7,106.7,-1.5
181,Morehead St,OVC,20-14,-1.04,102.4,103.4,69.4,0.038,-3.66,103.9,107.6,0.25
182,FL Gulf Coast,ASun,22-13,-1.05,99.4,100.5,68.2,0.011,-7.27,102.2,109.4,-4.49
183,DePaul,BE,12-21,-1.2,105.5,106.7,67.2,0.032,9.04,109.3,100.3,0.96
184,Colgate,Pat,13-18,-1.28,107.9,109.2,63.7,-0.149,-4.37,101.7,106.1,-3.72
185,Youngstown St,Horz,15-17,-1.28,107.4,108.6,67.9,-0.053,-1.04,103.9,105.0,-3.13
186,Northwestern LA,Slnd,17-14,-1.29,108.0,109.3,75.7,-0.019,-5.35,102.4,107.8,6.36
187,Drake,MVC,15-16,-1.46,104.5,105.9,64.7,0.024,0.86,105.2,104.4,0.02
188,Oral Roberts,Slnd,17-16,-1.52,107.5,109.0,64.7,-0.058,-5.24,101.7,106.9,7.19
189,Wagner,NEC,19-12,-1.7,98.0,99.7,68.8,0.017,-7.39,102.0,109.4,-2.62
190,Washington St,P12,10-21,-1.84,101.2,103.0,62.6,-0.043,8.16,108.8,100.6,-1.12
191,South Florida,Amer,12-20,-1.91,101.7,103.6,65.9,0.017,4.45,106.2,101.7,-4.28
192,Wofford,SC,20-13,-1.95,100.0,101.9,62.3,0.025,-6.96,102.5,109.5,3.72
193,Kent,MAC,16-16,-2.13,103.6,105.7,66.4,-0.022,-2.24,102.1,104.4,-2.28
194,Oakland,Horz,13-20,-2.13,109.2,111.4,69.0,0.025,3.7,105.4,101.7,8.54
195,Detroit,Horz,13-19,-2.2,100.8,103.0,67.9,-0.049,0.08,104.6,104.6,-0.42
196,Sam Houston St,Slnd,24-11,-2.53,105.2,107.8,66.1,0.074,-8.62,100.8,109.4,-6.27
197,Bryant,NEC,18-14,-2.53,105.4,108.0,67.3,0.03,-5.12,101.7,106.8,2.0
198,Southern Univ,SWAC,19-13,-2.61,97.0,99.6,67.4,-0.035,-10.32,98.5,108.8,8.24
199,St Francis NY,NEC,18-14,-2.7,98.3,101.0,66.7,0.007,-6.43,102.6,109.0,-1.92
200,Col Charleston,CAA,14-18,-2.84,97.4,100.3,62.6,-0.068,-2.13,104.0,106.2,-1.45
201,Fordham,A10,10-21,-2.88,108.2,111.1,69.1,-0.036,4.97,105.4,100.5,-3.4
202,Elon,SC,18-14,-2.96,104.0,107.0,66.6,0.034,-5.13,102.8,108.0,4.86
203,Northeastern,CAA,11-21,-3.17,100.8,103.9,65.1,-0.047,0.01,104.4,104.4,2.69
204,Utah Valley,WAC,20-12,-3.18,102.3,105.4,63.1,0.121,-4.86,102.5,107.4,-1.52
205,Mississippi St,SEC,14-19,-3.36,99.7,103.1,68.6,0.032,2.78,105.3,102.5,-10.41
206,Marist,MAAC,12-19,-3.89,101.0,104.9,66.5,-0.021,-1.11,104.1,105.2,1.23
207,Bowling Green,MAC,12-20,-3.92,92.4,96.4,66.7,-0.028,-0.15,103.7,103.8,0.75
208,Mt St Mary's,NEC,16-17,-3.96,107.2,111.2,69.8,0.03,-4.95,102.0,107.0,1.18
209,N Illinois,MAC,15-17,-3.97,93.8,97.7,63.7,0.019,-1.8,102.8,104.6,-2.19
210,VMI,BSth,22-13,-3.97,107.8,111.7,74.5,0.062,-7.09,102.1,109.2,-2.42
211,Evansville,MVC,14-19,-4.19,102.5,106.7,66.9,0.007,1.37,105.1,103.7,-1.38
212,TCU,B12,9-22,-4.37,98.8,103.1,65.7,0.007,10.43,110.7,100.3,-4.83
213,Bradley,MVC,12-20,-4.37,99.6,104.0,64.2,-0.05,-0.8,104.4,105.2,-4.45
214,UT Arlington,SB,15-17,-4.39,105.3,109.7,69.7,0.058,-1.03,103.8,104.8,3.45
215,Montana,BSky,17-13,-4.4,106.9,111.3,61.9,0.002,-7.05,103.0,110.0,2.11
216,Hampton,MEAC,18-13,-4.44,95.8,100.3,71.4,-0.0,-9.71,99.7,109.4,-3.41
217,Rider,MAAC,14-17,-4.52,106.3,110.8,67.4,0.041,-1.52,103.5,105.0,-1.43
218,Miami OH,MAC,13-18,-4.64,98.3,102.9,67.3,0.076,-0.05,104.1,104.1,2.34
219,Ark Little Rock,SB,15-17,-4.68,100.5,105.2,67.9,0.06,-1.08,103.8,104.9,4.08
220,Charleston So,BSth,13-18,-4.92,105.5,110.5,67.9,-0.181,-6.59,102.3,108.9,3.84
221,Dartmouth,Ivy,12-16,-4.96,103.1,108.0,64.5,-0.079,-3.0,102.0,105.0,-6.5
222,Coastal Car,BSth,21-13,-5.0,97.6,102.6,67.8,0.04,-7.2,102.1,109.3,-3.97
223,CS Bakersfield,WAC,13-19,-5.07,100.2,105.3,65.7,-0.089,-5.34,102.5,107.9,-4.21
224,CS Northridge,BW,17-18,-5.08,105.7,110.8,69.0,0.029,-4.27,102.8,107.1,-7.75
225,Morgan St,MEAC,15-16,-5.12,99.8,104.9,69.3,0.004,-6.2,100.4,106.6,4.84
226,SE Missouri St,OVC,18-14,-5.22,107.8,113.0,70.7,-0.012,-8.48,101.3,109.8,-8.77
227,N Colorado,BSky,18-14,-5.23,108.3,113.5,64.1,-0.016,-7.91,101.6,109.5,-2.39
228,Army,Pat,15-16,-5.31,104.5,109.8,68.9,0.016,-4.76,101.7,106.5,-7.76
229,Winthrop,BSth,20-13,-5.43,102.6,108.0,66.3,0.061,-7.25,101.3,108.6,-0.8
230,TAM C. Christi,Slnd,18-16,-5.46,104.5,110.0,62.8,0.017,-8.34,101.7,110.1,-1.85
231,Florida Intl,CUSA,15-16,-5.47,100.8,106.3,66.5,0.053,-2.46,103.0,105.4,-3.03
232,North Texas,CUSA,16-16,-5.52,98.8,104.4,68.5,0.047,-2.22,102.9,105.1,-1.9
233,E Washington,BSky,15-16,-5.52,105.1,110.6,70.4,-0.028,-5.76,102.7,108.5,4.61
234,Hartford,AE,17-16,-5.58,101.6,107.2,63.7,0.028,-7.37,99.6,107.0,-2.72
235,UNC Asheville,BSth,17-15,-5.77,106.1,111.9,70.5,0.026,-6.42,102.4,108.8,0.53
236,Marshall,CUSA,11-22,-5.84,99.3,105.2,68.4,-0.11,-1.82,102.7,104.5,-1.58
237,W Carolina,SC,19-15,-5.85,103.1,109.0,67.4,0.027,-7.35,101.2,108.5,-0.97
238,East Carolina,CUSA,17-17,-5.87,105.4,111.3,65.7,0.008,-3.23,102.5,105.7,-6.0
239,St Peter's,MAAC,14-17,-5.88,97.4,103.3,62.7,0.058,-3.3,103.3,106.6,-8.19
240,Seattle,WAC,13-17,-5.89,99.8,105.7,67.7,-0.066,-4.99,102.8,107.8,-3.92
241,Grand Canyon,WAC,15-15,-6.01,104.6,110.6,67.3,0.045,-4.2,101.5,105.7,-0.37
242,Lehigh,Pat,14-18,-6.05,97.4,103.4,66.1,0.042,-3.78,103.6,107.4,-3.85
243,ETSU,ASun,19-16,-6.15,102.9,109.0,70.6,0.019,-7.09,101.4,108.5,-4.68
244,FL Atlantic,CUSA,10-22,-6.41,100.6,107.0,65.0,-0.086,-0.99,104.0,105.0,0.84
245,Lafayette,Pat,11-20,-6.42,108.7,115.1,66.3,-0.061,-3.18,101.5,104.7,-1.37
246,Loyola-Chicago,MVC,10-22,-6.44,101.7,108.1,63.6,-0.073,-2.03,103.5,105.5,-9.15
247,CS Fullerton,BW,11-20,-6.58,100.4,106.9,67.1,-0.022,-1.85,103.6,105.4,-1.87
248,Gardner Webb,BSth,18-15,-6.62,98.5,105.1,66.7,0.005,-8.47,102.0,110.4,-3.73
249,High Point,BSth,16-15,-6.65,105.4,112.0,64.5,0.06,-5.9,103.0,109.0,1.83
250,Troy,SB,11-20,-6.8,101.3,108.1,65.1,-0.086,-3.32,102.3,105.6,-4.48
251,ULM,SB,10-17,-6.96,96.9,103.9,64.2,-0.012,0.03,104.9,104.9,9.16
252,Air Force,MWC,12-18,-6.98,99.0,106.0,65.5,0.055,1.51,105.4,103.9,-6.79
253,South Alabama,SB,11-20,-7.07,100.5,107.6,66.2,-0.047,-0.27,103.6,103.9,4.81
254,Idaho,WAC,16-18,-7.07,104.8,111.8,67.2,0.077,-4.66,102.6,107.3,-3.15
255,South Dakota,Sum,12-18,-7.12,101.2,108.3,66.7,0.023,-0.43,104.9,105.3,0.9
256,Radford,BSth,22-13,-7.38,106.3,113.7,68.4,0.085,-9.8,100.7,110.5,-8.21
257,Penn,Ivy,8-20,-7.47,98.6,106.0,70.0,-0.013,0.5,105.0,104.5,0.71
258,TX Southern,SWAC,19-15,-7.48,106.0,113.5,67.3,-0.004,-11.84,96.9,108.7,-1.23
259,Norfolk St,MEAC,19-15,-7.52,102.2,109.8,64.7,0.042,-8.59,99.6,108.2,-2.87
