Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
21,Xavier,BE,23-14,19.48,114.6,95.1,65.4,-0.062,10.84,108.3,97.5,3.77
22,Georgetown,BE,22-11,19.1,112.1,93.0,64.5,-0.0,11.29,109.6,98.3,7.14
23,Iowa,B10,22-12,19.02,112.0,93.0,64.2,-0.007,9.65,108.0,98.4,2.59
24,Texas,B12,20-14,18.9,110.3,91.4,62.6,-0.079,10.67,107.5,96.8,1.58
25,West Virginia,B12,25-10,17.62,110.5,92.8,68.4,0.087,10.5,107.9,97.4,-0.33
26,SMU,Amer,27-7,17.5,111.0,93.5,63.4,-0.004,3.37,104.2,100.9,4.37
27,Providence,BE,22-12,16.72,110.5,93.8,65.8,0.039,10.99,108.6,97.6,5.33
28,BYU,WCC,25-10,16.67,117.2,100.5,70.6,-0.055,4.59,105.8,101.2,5.88
29,Arkansas,SEC,27-9,16.42,112.7,96.2,69.7,0.045,7.13,106.3,99.2,0.26
30,VA Commonwealth,A10,26-10,16.27,109.0,92.8,66.6,0.044,7.11,106.6,99.5,10.14
31,San Diego St,MWC,27-9,15.93,102.8,86.9,61.1,0.026,4.3,105.0,100.7,5.92
32,NC State,ACC,22-14,15.93,112.8,96.8,64.5,-0.003,11.3,108.6,97.3,4.17
33,Maryland,B10,28-7,15.72,109.3,93.5,64.5,0.128,8.39,107.4,99.0,1.07
34,Florida,SEC,16-17,15.38,105.2,89.8,63.2,-0.117,10.96,108.5,97.5,6.92
35,Georgia,SEC,21-12,15.09,107.4,92.3,64.7,0.001,9.19,107.4,98.2,3.32
36,Vanderbilt,SEC,21-14,14.98,113.6,98.6,63.5,-0.11,6.52,105.1,98.6,-1.24
37,Davidson,A10,24-8,14.97,117.6,102.7,67.1,0.056,3.17,103.9,100.7,-3.07
38,Oklahoma St,B12,18-14,14.89,109.6,94.7,63.9,-0.045,10.85,107.0,96.2,0.18
39,Stanford,P12,24-13,14.77,111.6,96.9,65.7,0.006,7.9,107.3,99.4,3.04
40,UCLA,P12,22-14,14.68,110.8,96.1,66.6,0.032,9.25,106.9,97.6,5.69
41,Miami FL,ACC,25-13,14.51,110.5,96.0,62.9,0.022,7.83,106.5,98.7,0.32
42,Dayton,A10,27-9,14.23,107.2,93.0,64.3,0.022,4.32,104.4,100.1,2.57
43,Cincinnati,Amer,23-11,14.14,106.0,91.9,60.0,-0.015,4.4,103.9,99.5,5.12
44,Purdue,B10,21-13,13.96,108.8,94.9,64.9,-0.006,8.55,108.1,99.6,0.62
45,Oregon,P12,26-10,13.91,113.1,99.2,67.1,0.119,8.39,107.5,99.1,1.77
46,Mississippi,SEC,21-13,13.88,112.5,98.6,66.9,-0.032,7.95,106.3,98.3,1.13
47,Boise St,MWC,25-9,13.82,109.7,95.9,63.1,0.009,0.84,103.3,102.5,-0.05
48,Indiana,B10,20-14,13.81,117.7,103.9,66.8,-0.043,8.45,107.1,98.7,-1.11
49,LSU,SEC,22-11,13.77,106.7,93.0,69.4,-0.043,5.83,105.2,99.3,-1.88
50,St John's,BE,21-12,13.68,108.6,94.9,67.4,0.05,10.31,108.3,98.0,2.85
51,SF Austin,Slnd,29-5,13.66,111.7,98.1,66.2,0.021,-5.32,100.9,106.2,1.14
52,Minnesota,B10,18-15,13.07,110.6,97.5,67.6,-0.099,7.53,105.9,98.4,-2.1
53,Syracuse,ACC,18-13,12.77,104.8,92.1,66.1,-0.024,8.37,107.4,99.1,1.95
54,Texas A&M,SEC,21-12,12.31,107.4,95.1,64.2,-0.01,6.12,105.6,99.5,0.35
55,Alabama,SEC,19-15,12.28,109.5,97.2,62.8,-0.031,8.86,107.2,98.4,2.21
56,TCU,B12,18-15,12.24,106.8,94.5,64.3,-0.08,6.72,105.7,99.0,-10.59
57,Murray St,OVC,29-6,12.03,114.4,102.4,67.2,0.076,-2.83,101.2,104.0,-0.91
58,Buffalo,MAC,23-10,11.84,109.2,97.3,68.7,0.001,1.54,104.5,102.9,-0.09
59,Richmond,A10,21-14,11.71,106.4,94.7,62.4,-0.077,4.56,105.0,100.4,1.76
60,Illinois,B10,19-14,11.71,106.3,94.5,64.7,-0.026,7.46,106.7,99.3,-1.02
61,Rhode Island,A10,23-10,11.69,101.9,90.2,66.6,-0.005,2.71,103.3,100.6,-0.72
62,Illinois St,MVC,22-13,11.63,105.6,94.0,64.9,-0.05,3.46,104.7,101.3,2.87
63,South Carolina,SEC,17-16,11.36,103.5,92.2,64.7,-0.048,9.03,107.2,98.2,2.79
64,Arizona St,P12,18-16,11.18,107.7,96.6,66.2,-0.034,7.17,105.6,98.4,0.91
65,Valparaiso,Horz,28-6,11.14,105.3,94.2,62.8,0.053,-1.89,102.8,104.7,-4.2
66,Temple,Amer,26-11,11.09,103.3,92.2,65.7,0.065,3.29,103.9,100.6,2.72
67,St Mary's CA,WCC,21-10,10.35,108.8,98.5,62.8,0.027,3.77,105.9,102.1,2.9
68,Georgia St,SB,25-10,10.32,109.4,99.1,63.2,-0.003,-2.19,100.6,102.8,1.06
69,Old Dominion,CUSA,27-8,10.17,104.5,94.3,60.9,0.047,-0.01,102.9,102.9,2.34
70,G Washington,A10,22-13,10.16,106.3,96.1,63.0,0.009,2.92,104.0,101.1,-1.54
71,WI Green Bay,Horz,24-9,10.13,102.6,92.5,65.0,0.032,-0.14,103.8,104.0,2.29
72,Colorado St,MWC,27-7,10.0,109.4,99.4,66.4,0.087,0.6,102.8,102.2,-0.07
73,Connecticut,Amer,20-15,9.97,105.7,95.7,62.4,-0.065,4.47,104.0,99.5,5.55
74,Michigan,B10,16-16,9.54,107.8,98.3,60.4,-0.008,10.62,108.6,97.9,5.11
75,Harvard,Ivy,22-8,9.27,102.8,93.6,61.7,0.092,-0.33,102.7,103.0,0.14
76,Louisiana Tech,CUSA,27-9,9.2,106.9,97.7,67.8,0.034,-1.81,101.4,103.2,-3.59
77,Yale,Ivy,22-10,8.84,105.2,96.3,62.3,0.029,-0.52,102.2,102.8,1.01
78,Pittsburgh,ACC,19-15,8.66,111.4,102.7,61.4,0.012,7.68,106.9,99.2,-0.41
79,Creighton,BE,14-19,8.35,108.8,100.5,62.8,-0.082,8.43,106.7,98.3,-1.57
80,Kansas St,B12,15-17,8.17,104.4,96.3,62.7,0.009,11.01,107.8,96.7,1.07
81,C Michigan,MAC,23-9,8.16,112.8,104.7,65.3,0.016,-1.21,103.0,104.2,-10.57
82,Penn St,B10,18-16,8.11,103.1,95.0,65.9,0.005,6.94,106.5,99.5,-3.0
83,Seton Hall,BE,16-15,7.98,107.1,99.1,66.2,0.012,8.79,107.1,98.3,-0.54
84,Clemson,ACC,16-15,7.76,102.3,94.5,62.6,0.01,8.04,107.4,99.3,-0.17
85,Tulsa,Amer,23-11,7.74,100.5,92.8,64.4,0.097,2.5,104.2,101.7,2.04
86,Georgia Tech,ACC,12-19,7.61,101.5,93.9,64.1,-0.07,9.38,108.1,98.7,2.8
87,Memphis,Amer,18-14,7.51,103.4,95.9,66.2,-0.033,2.71,103.2,100.5,2.75
88,Toledo,MAC,20-13,7.44,111.1,103.7,66.9,-0.03,0.92,104.1,103.2,-0.32
89,Cleveland St,Horz,19-15,7.44,106.2,98.8,62.1,-0.098,-0.55,102.5,103.0,0.99
90,Tennessee,SEC,16-16,7.24,107.4,100.2,61.2,0.03,9.03,107.0,98.0,3.74
91,Colorado,P12,16-18,7.11,105.5,98.4,65.8,-0.041,6.18,106.5,100.3,1.11
92,UC Irvine,BW,21-13,7.1,104.2,97.1,64.2,-0.022,0.35,102.9,102.6,0.72
93,Marquette,BE,13-19,6.87,103.2,96.3,64.6,-0.043,10.9,109.5,98.6,2.36
94,S Dakota St,Sum,24-11,6.84,106.7,99.9,66.7,-0.006,-4.04,101.3,105.4,-2.11
95,Sam Houston St,Slnd,26-9,6.82,101.3,94.5,65.8,-0.055,-6.9,100.1,107.0,-0.93
96,Wofford,SC,28-7,6.7,103.0,96.3,61.6,0.123,-4.32,102.4,106.7,5.11
97,UTEP,CUSA,22-11,6.67,104.1,97.4,65.4,-0.004,-1.01,102.8,103.8,2.59
98,New Mexico St,WAC,23-11,6.6,105.2,98.6,63.0,-0.042,-5.13,99.7,104.9,2.04
99,Florida St,ACC,17-16,6.33,103.5,97.1,66.0,0.037,7.3,106.8,99.5,-1.27
100,Iona,MAAC,26-9,6.19,111.5,105.3,70.2,0.048,-3.01,100.2,103.2,0.2
101,UNLV,MWC,18-15,6.16,105.7,99.6,65.4,-0.028,3.89,103.6,99.7,8.7
102,UC Davis,BW,25-7,6.15,110.3,104.2,63.5,0.067,-3.23,101.3,104.5,-8.12
103,NC Central,MEAC,25-8,6.07,103.3,97.3,60.2,0.027,-10.22,96.3,106.5,0.29
104,La Salle,A10,17-16,6.03,99.2,93.1,64.5,-0.017,4.31,104.7,100.4,3.02
105,Santa Barbara,BW,19-14,6.02,107.2,101.2,63.0,-0.034,1.33,103.0,101.7,4.71
106,Oregon St,P12,17-14,5.94,97.9,92.0,61.7,0.014,5.46,106.2,100.7,-3.2
107,San Diego,WCC,15-16,5.92,101.7,95.8,63.5,-0.076,3.49,105.8,102.3,2.15
108,Akron,MAC,21-14,5.74,103.0,97.3,64.5,-0.041,-0.17,103.0,103.1,-5.0
109,Wyoming,MWC,25-10,5.67,102.7,97.1,59.5,0.084,-0.13,102.0,102.1,-6.85
110,Boston College,ACC,13-19,5.6,105.8,100.2,64.0,-0.035,9.2,107.1,97.9,-0.4
111,Hofstra,CAA,20-14,5.42,109.9,104.4,69.1,-0.111,-5.2,100.5,105.7,-8.11
112,California,P12,18-15,5.3,102.1,96.8,66.0,0.061,6.7,106.9,100.2,-0.21
113,St Bonaventure,A10,18-13,5.28,103.3,98.0,65.0,0.01,1.36,103.1,101.8,-4.98
114,Evansville,MVC,24-12,5.22,104.5,99.3,66.8,0.039,-0.04,102.6,102.6,-3.39
115,Bowling Green,MAC,21-12,5.18,103.9,98.7,64.0,0.007,-1.41,102.2,103.6,-5.31
116,William & Mary,CAA,20-13,5.14,111.9,106.7,64.3,-0.024,-1.38,101.7,103.1,4.09
117,Northeastern,CAA,23-12,5.11,106.1,101.0,63.8,0.025,-1.79,102.7,104.5,0.4
118,Washington,P12,16-15,5.08,106.7,101.6,65.8,-0.002,5.73,104.8,99.1,-3.4
119,Kent,MAC,23-12,5.02,105.3,100.3,62.0,0.029,-0.85,102.7,103.6,-4.9
120,Wake Forest,ACC,13-19,4.75,104.3,99.6,68.5,-0.025,8.6,107.6,99.0,-0.23
121,Nebraska,B10,13-18,4.64,97.5,92.8,63.9,-0.018,8.17,107.9,99.7,-1.74
122,Northwestern,B10,15-17,4.59,105.7,101.1,60.2,0.009,8.1,108.0,99.9,-2.44
123,Vermont,AE,20-14,4.41,101.3,96.9,64.8,-0.118,-5.96,98.4,104.4,-1.72
124,Utah St,MWC,18-13,4.26,105.3,101.0,63.8,-0.022,-0.13,102.1,102.2,-0.82
125,Massachusetts,A10,17-15,4.14,104.3,100.1,67.9,0.069,5.27,104.8,99.6,6.6
126,Pepperdine,WCC,18-14,4.08,98.5,94.4,64.0,0.014,1.97,104.5,102.6,-4.57
127,Hawaii,BW,22-13,3.73,102.9,99.2,69.2,-0.009,-0.53,102.5,103.1,-1.65
128,ULL,SB,22-14,3.59,104.0,100.4,70.4,-0.054,-3.7,100.3,104.0,-2.94
129,E Kentucky,OVC,21-12,3.5,104.3,100.8,64.3,-0.03,-4.63,100.9,105.5,-4.02
130,Stony Brook,AE,23-12,3.4,100.7,97.3,64.1,0.019,-4.46,99.6,104.0,2.08
131,Albany NY,AE,24-9,3.31,105.1,101.8,61.5,0.054,-5.87,98.7,104.6,-2.22
132,E Washington,BSky,26-9,3.27,110.9,107.6,68.5,0.067,-4.58,102.4,107.0,1.16
133,Loyola-Chicago,MVC,24-13,3.26,103.9,100.6,61.2,0.08,0.11,102.1,102.0,-3.67
134,Portland,WCC,17-16,3.23,106.9,103.7,64.5,-0.035,2.38,105.3,102.9,-3.61
135,Long Beach St,BW,16-17,3.06,101.8,98.8,65.9,0.031,5.06,105.4,100.3,11.9
136,UAB,CUSA,20-16,3.06,102.9,99.8,65.4,0.025,1.38,103.0,101.6,6.02
137,New Mexico,MWC,15-16,2.81,99.4,96.6,62.5,-0.068,1.05,103.2,102.2,-2.06
138,E Michigan,MAC,21-14,2.6,99.9,97.3,66.6,-0.0,-0.2,104.3,104.5,-3.06
139,Auburn,SEC,15-20,2.41,103.6,101.2,67.5,0.058,8.63,106.1,97.5,3.03
140,Coastal Car,BSth,24-10,2.37,104.7,102.3,64.8,0.006,-6.56,100.6,107.2,-4.66
141,WKU,CUSA,20-12,2.3,102.9,100.6,67.1,0.04,-0.98,101.5,102.5,3.77
142,Belmont,OVC,22-11,2.29,108.1,105.8,67.2,0.066,-3.12,101.0,104.1,-2.29
143,North Florida,ASun,23-12,2.25,106.3,104.1,67.7,-0.021,-7.94,99.1,107.1,-1.6
144,San Francisco,WCC,14-18,2.13,103.5,101.4,65.8,-0.082,2.52,105.4,102.9,-1.77
145,High Point,BSth,23-10,2.03,106.2,104.2,62.8,0.104,-4.33,101.8,106.1,0.74
146,Charlotte,CUSA,14-18,1.94,107.8,105.8,67.1,-0.104,-0.22,101.7,101.9,3.43
147,Ga Southern,SB,22-9,1.88,98.4,96.6,63.9,0.022,-5.48,99.3,104.7,-10.33
148,TN Martin,OVC,21-13,1.87,107.2,105.3,62.8,0.034,-4.18,100.7,104.9,-4.58
149,Canisius,MAAC,18-15,1.84,101.5,99.7,64.2,-0.049,-2.85,100.4,103.3,0.14
150,DePaul,BE,12-20,1.75,106.4,104.7,67.2,-0.001,8.49,107.2,98.7,-1.44
151,USC,P12,12-20,1.48,99.3,97.8,68.7,-0.006,6.33,106.0,99.6,-2.28
152,N Dakota St,Sum,23-10,1.38,101.7,100.3,61.5,0.105,-4.45,101.2,105.7,-5.7
153,Cal Poly SLO,BW,13-16,1.25,100.9,99.6,59.4,-0.056,0.51,103.6,103.1,1.54
154,Morehead St,OVC,17-17,1.0,101.9,100.9,65.7,-0.093,-3.15,101.9,105.0,-0.6
155,Texas Tech,B12,13-19,0.91,100.1,99.2,62.3,-0.017,8.45,106.7,98.3,-6.23
156,W Michigan,MAC,20-14,0.84,105.9,105.1,65.2,0.058,0.48,103.6,103.1,-3.47
157,MTSU,CUSA,19-17,0.61,100.3,99.6,61.5,0.003,-0.57,102.2,102.8,1.0
158,St Francis NY,NEC,23-12,0.61,101.5,100.8,65.2,-0.019,-7.2,98.5,105.7,-4.81
159,Princeton,Ivy,16-14,0.58,105.3,104.7,65.2,-0.032,-2.95,100.3,103.3,-4.28
160,Mississippi St,SEC,13-19,0.54,98.6,98.0,64.2,-0.034,4.9,105.1,100.2,-5.73
161,Manhattan,MAAC,19-14,0.32,99.8,99.5,68.3,-0.001,-4.12,100.3,104.4,-2.64
162,St Joseph's PA,A10,13-18,0.3,98.2,97.9,63.9,-0.006,2.49,103.0,100.5,-2.02
163,Rider,MAAC,21-12,0.18,99.1,98.9,64.6,0.087,-4.06,100.3,104.3,-3.8
164,Columbia,Ivy,13-15,0.16,105.4,105.2,60.8,-0.09,-1.26,101.1,102.4,-1.0
165,Montana,BSky,20-13,0.15,103.9,103.8,62.8,0.003,-4.34,102.7,107.1,2.94
166,Chattanooga,SC,22-10,0.11,103.4,103.3,65.0,0.101,-5.69,101.1,106.8,0.74
167,Oakland,Horz,16-17,0.07,109.1,109.1,66.9,0.019,1.72,103.9,102.2,7.5
168,Dartmouth,Ivy,14-15,-0.65,100.0,100.7,63.6,-0.026,-3.16,100.4,103.5,-5.31
169,Indiana St,MVC,15-16,-0.73,100.4,101.2,66.7,0.015,0.6,102.2,101.6,-2.93
170,ULM,SB,24-14,-0.74,97.0,97.8,62.5,0.07,-2.93,100.8,103.8,-0.15
171,Radford,BSth,22-12,-0.78,103.4,104.2,65.5,0.059,-5.46,100.7,106.1,-1.38
172,NJIT,ind,21-12,-0.8,103.3,104.1,66.7,0.05,-4.37,100.3,104.7,-5.31
173,IPFW,Sum,16-15,-0.82,105.6,106.4,65.2,-0.051,-3.65,100.7,104.4,-0.96
174,UNC Wilmington,CAA,18-14,-0.9,99.4,100.3,67.9,0.058,-2.72,102.1,104.8,-1.56
175,Virginia Tech,ACC,11-22,-0.9,104.2,105.1,64.2,-0.043,6.4,106.1,99.7,-7.47
176,Winthrop,BSth,19-13,-0.96,102.7,103.7,66.4,-0.051,-7.71,99.1,106.8,-6.68
177,Quinnipiac,MAAC,15-15,-1.07,100.8,101.9,66.6,-0.091,-4.03,99.7,103.8,-1.79
178,Northern Arizona,BSky,23-15,-1.11,100.2,101.3,65.2,0.063,-4.68,102.9,107.5,1.02
179,Colgate,Pat,16-17,-1.19,105.8,107.0,61.0,-0.055,-4.17,100.9,105.1,0.24
180,SC Upstate,ASun,24-12,-1.23,101.4,102.7,64.0,-0.025,-9.13,98.4,107.6,-7.75
181,N Illinois,MAC,14-16,-1.24,100.7,101.9,63.4,0.005,0.18,104.0,103.8,-3.88
182,Detroit,Horz,15-18,-1.34,101.2,102.5,67.8,-0.008,0.63,104.3,103.7,3.07
183,Monmouth NJ,MAAC,18-15,-1.35,98.6,100.0,64.1,0.013,-3.59,100.6,104.2,-3.38
184,Robert Morris,NEC,20-15,-1.42,101.0,102.4,66.3,0.055,-4.46,101.3,105.7,2.13
185,Mercer,SC,19-16,-1.49,102.4,103.9,61.6,-0.049,-5.33,100.7,106.0,0.68
186,Washington St,P12,13-18,-1.65,107.0,108.7,67.4,0.085,6.42,106.1,99.7,-1.14
187,St Peter's,MAAC,16-18,-1.71,97.9,99.6,61.1,-0.067,-4.65,99.6,104.3,-5.38
188,American Univ,Pat,17-16,-1.72,100.4,102.1,57.8,0.015,-4.12,101.3,105.5,-0.7
189,New Hampshire,AE,19-13,-1.83,98.8,100.6,64.5,-0.026,-7.09,98.4,105.5,-4.91
190,FL Gulf Coast,ASun,22-11,-1.91,99.5,101.4,64.9,0.044,-5.8,101.2,106.9,1.66
191,Norfolk St,MEAC,20-14,-1.99,103.4,105.4,65.3,0.028,-6.8,98.4,105.2,3.71
192,Missouri,SEC,9-23,-2.09,99.8,101.9,62.9,-0.02,10.14,107.4,97.3,6.52
193,Lafayette,Pat,20-13,-2.1,110.9,113.0,65.1,0.096,-3.99,101.5,105.5,-1.04
194,Santa Clara,WCC,14-18,-2.18,103.7,105.8,61.7,0.019,3.82,105.7,101.9,1.06
195,Charleston So,BSth,19-12,-2.21,104.9,107.1,65.7,0.053,-5.15,100.9,106.1,2.09
196,CS Sacramento,BSky,21-12,-2.33,107.0,109.4,62.9,0.075,-6.47,101.4,107.8,-5.85
197,UT Arlington,SB,16-15,-2.41,101.3,103.7,69.9,0.023,-3.64,99.9,103.5,-0.23
198,Rutgers,B10,10-22,-2.44,96.5,98.9,65.1,0.036,8.77,107.4,98.6,1.74
199,James Madison,CAA,19-14,-2.69,103.3,106.0,64.3,0.102,-1.75,102.8,104.5,0.44
200,Lehigh,Pat,16-14,-2.73,97.8,100.5,66.4,0.007,-4.42,101.5,106.0,-0.49
201,Bucknell,Pat,19-15,-2.77,103.6,106.4,64.6,0.076,-3.46,102.2,105.6,0.62
202,Cornell,Ivy,13-17,-2.8,94.6,97.4,64.5,-0.032,-1.76,101.0,102.8,-2.48
203,Fresno St,MWC,15-17,-2.92,100.6,103.5,64.9,0.067,1.19,102.0,100.8,-1.33
204,Air Force,MWC,14-17,-2.99,106.1,109.1,62.2,-0.065,-0.91,101.2,102.1,-9.76
205,George Mason,A10,9-22,-3.13,100.7,103.9,64.5,-0.033,5.32,104.6,99.3,4.74
206,Oral Roberts,Sum,19-15,-3.18,104.1,107.3,65.9,0.096,-2.32,100.9,103.2,1.05
207,MD E Shore,MEAC,18-15,-3.32,102.2,105.6,65.1,0.04,-7.6,98.1,105.7,-0.59
208,Fordham,A10,10-21,-3.49,99.9,103.4,66.1,-0.06,3.25,102.9,99.6,-2.25
209,UT San Antonio,CUSA,14-16,-3.56,104.3,107.9,66.2,-0.051,-3.68,100.0,103.7,-6.25
210,Rice,CUSA,12-20,-3.6,99.9,103.5,62.6,-0.062,-1.56,102.0,103.6,-2.65
211,WI Milwaukee,Horz,14-16,-3.69,100.9,104.6,65.2,0.043,0.28,103.8,103.5,1.56
212,Gardner Webb,BSth,20-15,-3.83,105.5,109.3,67.6,0.084,-2.86,101.9,104.8,4.57
213,Houston,Amer,13-19,-3.85,99.3,103.1,64.3,-0.057,-1.85,100.8,102.6,-10.16
214,TX Southern,SWAC,22-13,-3.86,101.9,105.8,64.2,0.129,-7.95,98.0,105.9,9.56
215,Miami OH,MAC,13-19,-4.06,100.4,104.4,65.3,0.009,0.37,103.1,102.7,-3.47
216,UC Riverside,BW,14-17,-4.2,96.5,100.7,65.4,0.013,-1.15,102.7,103.9,-4.48
217,ETSU,SC,16-14,-4.27,101.1,105.3,67.9,0.035,-4.61,101.5,106.1,2.54
218,Duquesne,A10,12-19,-4.28,106.6,110.9,67.4,-0.016,1.58,102.5,101.0,-6.01
219,South Dakota,Sum,17-16,-4.38,101.2,105.6,65.6,0.032,-3.68,101.4,105.0,-2.88
220,Tulane,Amer,15-16,-4.39,97.7,102.1,63.5,0.031,-0.45,101.0,101.4,-6.22
221,St Francis PA,NEC,16-16,-4.58,97.7,102.3,63.2,0.017,-5.47,99.8,105.2,-0.02
222,Denver,Sum,12-18,-4.59,103.7,108.3,58.0,-0.068,-3.14,101.7,104.8,-0.8
223,S Illinois,MVC,12-21,-4.82,96.6,101.5,62.5,-0.054,-1.12,101.4,102.6,-8.63
224,East Carolina,Amer,14-19,-4.9,101.6,106.5,62.1,-0.003,0.42,102.0,101.5,-4.91
225,E Illinois,OVC,18-15,-4.94,98.2,103.1,63.7,0.119,-1.92,102.5,104.5,1.17
226,Mt St Mary's,NEC,15-15,-4.99,96.3,101.3,63.0,0.04,-5.36,100.3,105.6,2.2
227,Incarnate Word,Slnd,18-11,-5.04,105.6,110.6,68.1,0.042,-7.61,99.2,106.8,-0.4
228,TAM C. Christi,Slnd,20-14,-5.07,98.8,103.9,63.2,0.041,-7.67,99.7,107.3,-6.85
229,Northwestern LA,Slnd,19-13,-5.13,110.5,115.6,73.6,0.054,-5.41,100.2,105.6,8.48
230,Texas St,SB,14-17,-5.2,91.7,96.9,62.4,-0.033,-3.41,100.9,104.3,-1.28
231,Idaho,BSky,13-17,-5.27,105.6,110.9,68.0,-0.07,-5.08,102.6,107.7,-0.58
232,Ohio,MAC,10-20,-5.5,100.9,106.4,67.1,-0.04,1.15,103.7,102.5,-2.39
233,SE Missouri St,OVC,13-17,-5.53,100.7,106.2,66.1,-0.062,-4.14,100.9,105.0,-4.34
234,W Carolina,SC,15-17,-5.57,99.8,105.3,66.3,0.009,-4.42,101.8,106.2,1.23
235,Ark Little Rock,SB,13-18,-5.64,102.1,107.8,65.0,-0.048,-4.18,99.4,103.6,-2.71
236,Bryant,NEC,16-15,-5.86,102.1,107.9,63.7,0.064,-5.17,99.6,104.8,1.3
237,UNC Asheville,BSth,15-16,-6.13,100.3,106.4,68.4,-0.024,-5.42,100.8,106.2,-1.57
238,Sacred Heart,NEC,15-17,-6.16,101.2,107.4,68.9,-0.014,-6.94,99.2,106.1,-3.76
239,Boston Univ,Pat,13-17,-6.26,104.3,110.5,64.3,0.006,-3.74,101.3,105.0,1.07
240,Pacific,WCC,12-19,-6.33,101.0,107.3,62.1,0.052,2.75,105.1,102.4,-2.9
241,CS Bakersfield,WAC,14-19,-6.44,97.6,104.0,60.9,-0.12,-7.22,98.3,105.5,-3.5
242,Holy Cross,Pat,14-16,-6.46,99.2,105.7,64.0,0.03,-4.31,101.5,105.8,0.25
243,Wright St,Horz,11-20,-6.51,96.7,103.2,63.9,-0.029,-0.93,103.4,104.3,-1.0
244,Seattle,WAC,18-16,-6.65,96.3,102.9,62.6,0.015,-6.15,99.5,105.6,-2.58
245,North Texas,CUSA,14-17,-6.66,96.4,103.1,66.1,0.046,-0.94,102.5,103.5,-0.57
246,N Kentucky,ASun,13-17,-6.72,102.0,108.7,64.5,-0.059,-5.53,102.0,107.5,1.31
247,Tennessee Tech,OVC,12-18,-6.88,102.0,108.8,66.8,-0.05,-4.23,100.8,105.0,-3.39
248,Edwardsville,OVC,12-16,-6.91,95.7,102.6,66.5,-0.043,-4.77,101.2,105.9,-5.76
249,Elon,CAA,15-18,-7.25,96.3,103.5,68.2,0.053,-3.7,102.2,105.9,-5.44
250,Drexel,CAA,11-19,-7.26,97.0,104.3,61.4,0.002,-1.05,102.4,103.5,3.42
251,Hampton,MEAC,17-18,-7.37,94.6,102.0,69.5,0.03,-7.92,97.8,105.7,-3.16
252,N Colorado,BSky,15-15,-7.4,108.4,115.8,64.0,-0.013,-6.72,100.7,107.4,-4.0
253,Army,Pat,15-15,-7.49,98.1,105.6,69.6,0.033,-6.29,100.7,107.0,-6.89
254,Bradley,MVC,9-24,-7.55,91.5,99.1,62.0,-0.044,1.66,103.8,102.1,-1.43
255,Missouri St,MVC,11-20,-7.55,96.7,104.3,61.7,-0.011,1.46,103.3,101.8,-1.08
256,NE Omaha,Sum,12-17,-7.58,100.7,108.2,73.4,-0.042,-6.19,99.6,105.8,-8.69
257,Ball St,MAC,7-23,-7.72,98.3,106.0,63.8,-0.13,1.03,103.2,102.2,-4.14
258,Portland St,BSky,15-14,-7.74,100.9,108.6,66.7,0.071,-5.43,102.4,107.8,-1.5
