Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
73,UAB,CUSA,20-13,9.24,102.3,93.0,76.2,-0.007,4.01,101.2,97.2,-4.69
74,Temple,A10,18-16,9.16,104.6,95.4,66.3,0.027,7.68,103.7,96.1,11.35
75,Weber St,BSky,25-5,8.82,108.7,99.9,69.0,0.074,-1.75,97.9,99.7,0.35
76,Ohio St,B10,17-15,8.77,99.8,91.0,67.2,0.053,10.28,104.6,94.3,3.59
77,Florida St,ACC,14-15,8.61,97.6,89.0,70.7,-0.052,8.61,104.7,96.1,-1.9
78,Iowa,B10,17-14,8.33,103.4,95.1,69.2,-0.017,6.4,102.0,95.6,-2.4
79,South Carolina,SEC,12-16,8.17,99.8,91.7,68.7,-0.028,9.98,105.4,95.4,2.06
80,San Diego,WCC,17-12,8.15,101.5,93.4,73.9,0.004,2.89,101.9,99.0,4.05
81,St Louis,CUSA,16-14,8.13,100.8,92.7,62.1,0.026,7.94,103.7,95.8,5.16
82,Virginia,ACC,16-16,8.03,105.7,97.7,72.0,0.025,9.91,104.4,94.5,2.4
83,St Bonaventure,A10,13-14,7.98,109.8,101.8,74.1,-0.069,5.0,102.1,97.1,5.83
84,Nevada,WAC,17-14,7.97,104.7,96.7,72.0,-0.096,1.84,100.4,98.6,4.33
85,Missouri St,MVC,17-12,7.85,97.2,89.4,66.6,-0.076,0.54,101.6,101.0,0.4
86,W Michigan,MAC,19-12,7.48,97.6,90.1,69.2,-0.017,1.13,102.0,100.8,2.12
87,Utah St,BW,22-9,7.35,104.3,97.0,63.5,0.004,-1.75,98.6,100.3,0.99
88,New Mexico St,SB,19-9,7.32,104.3,97.0,70.2,-0.005,-0.87,99.3,100.2,-5.68
89,Texas A&M,B12,14-14,6.76,100.9,94.1,73.4,0.022,8.35,103.9,95.6,-3.28
90,USC,P10,13-17,6.68,101.7,95.0,76.4,-0.056,7.68,104.1,96.4,1.08
91,Vanderbilt,SEC,11-18,6.65,100.7,94.0,72.2,-0.05,11.31,105.8,94.4,1.54
92,San Diego St,MWC,15-13,6.65,104.7,98.1,69.6,-0.022,3.9,101.9,98.0,-2.21
93,Valparaiso,MCon,20-11,6.43,100.2,93.8,69.1,0.023,-1.41,100.0,101.4,8.35
94,Santa Barbara,BW,18-14,6.42,101.8,95.4,63.8,-0.08,-0.99,99.3,100.3,3.66
95,Kent,MAC,20-10,6.38,107.7,101.3,69.8,0.023,0.55,101.1,100.6,2.91
96,Richmond,A10,15-14,6.23,98.5,92.3,65.6,-0.037,4.35,102.2,97.8,1.44
97,Wyoming,MWC,21-11,6.16,105.5,99.3,70.3,0.083,3.9,101.5,97.6,-0.54
98,Fresno St,WAC,20-8,6.12,101.8,95.7,69.1,0.061,-0.21,99.1,99.3,-0.12
99,Miami FL,BE,11-17,6.06,99.4,93.3,69.9,-0.12,6.84,101.9,95.1,-3.09
100,Troy,ASun,25-6,6.04,103.3,97.3,73.4,0.104,-5.95,96.3,102.3,-4.82
101,Colorado St,MWC,17-14,5.93,107.1,101.1,70.1,0.032,4.86,102.3,97.5,-0.6
102,Charlotte,CUSA,13-16,5.9,100.9,95.0,69.2,-0.009,7.74,103.0,95.3,5.39
103,Rutgers,BE,12-16,5.85,98.0,92.1,71.5,-0.04,8.49,103.8,95.3,-2.75
104,Baylor,B12,14-14,5.8,103.5,97.7,68.7,-0.005,6.2,101.3,95.1,-8.67
105,Clemson,ACC,15-13,5.65,103.9,98.3,67.1,0.026,6.47,102.1,95.6,-7.83
106,Murray St,OVC,15-12,5.46,104.1,98.6,69.0,-0.081,-2.03,100.1,102.2,4.85
107,UCLA,P10,10-19,5.37,104.1,98.7,73.0,-0.064,9.85,104.6,94.7,7.84
108,Tulane,CUSA,15-15,5.29,103.6,98.3,68.8,-0.064,3.38,100.1,96.7,-0.54
109,E Washington,BSky,17-13,5.28,100.0,94.7,70.8,-0.032,-0.73,98.4,99.1,2.04
110,G Washington,A10,12-17,5.1,103.7,98.6,71.6,-0.078,4.06,101.0,96.9,0.71
111,Drexel,CAA,18-12,4.96,97.9,92.9,70.9,0.013,-1.08,98.1,99.1,0.25
112,West Virginia,BE,14-15,4.67,101.4,96.7,68.1,0.054,8.03,103.5,95.5,-1.73
113,Rice,WAC,17-10,4.57,102.7,98.1,71.8,0.063,0.25,98.6,98.4,0.58
114,South Florida,CUSA,14-14,4.49,98.6,94.1,70.7,0.006,4.66,101.6,97.0,2.75
115,Hawaii,WAC,18-13,4.3,100.2,95.9,68.9,0.025,1.72,101.0,99.3,1.85
116,Rhode Island,A10,19-12,4.29,98.1,93.9,71.9,0.113,3.93,102.1,98.1,1.41
117,George Mason,CAA,16-12,4.2,94.8,90.6,68.0,-0.022,-1.13,98.3,99.4,3.35
118,San Francisco,WCC,14-14,4.12,105.9,101.8,66.6,-0.019,1.82,100.1,98.3,2.91
119,UC Irvine,BW,19-9,4.02,100.6,96.6,68.0,0.078,-2.16,98.1,100.2,1.25
120,VA Commonwealth,CAA,18-10,3.99,100.2,96.2,72.1,-0.009,-3.04,96.6,99.7,-3.1
121,Col Charleston,SC,23-8,3.97,99.2,95.2,70.7,0.079,-2.9,98.7,101.6,0.2
122,Tennessee Tech,OVC,17-12,3.85,99.6,95.7,71.8,-0.017,-2.33,100.1,102.4,3.38
123,Loyola-Chicago,Horz,15-16,3.78,101.9,98.1,73.6,-0.015,2.02,101.4,99.3,2.09
124,Siena,MAAC,21-11,3.7,101.5,97.8,72.6,-0.013,-2.13,98.4,100.5,-1.52
125,Boston Univ,AE,20-11,3.62,99.6,96.0,67.2,0.014,-4.1,97.0,101.1,3.39
126,MTSU,SB,14-14,3.26,100.6,97.3,68.8,-0.006,1.7,100.6,98.9,1.31
127,Chattanooga,SC,19-9,3.21,107.4,104.2,72.5,0.034,-3.77,98.2,101.9,0.94
128,Oregon St,P10,12-15,3.2,97.1,93.9,70.6,0.006,5.43,102.1,96.7,-6.26
129,Washington,P10,10-17,3.17,99.1,95.9,73.7,-0.058,6.84,103.3,96.4,0.62
130,UCF,ASun,20-11,3.14,99.7,96.6,68.8,-0.032,-6.03,96.8,102.8,-5.04
131,Toledo,MAC,13-16,3.02,100.6,97.6,70.5,-0.044,2.31,101.8,99.5,5.11
132,Wichita St,MVC,18-12,3.01,104.8,101.8,70.5,0.05,0.58,99.3,98.7,-3.22
133,Princeton,Ivy,15-11,3.0,106.5,103.5,62.6,-0.027,-2.91,97.0,99.9,1.15
134,Arkansas,SEC,9-19,2.85,95.1,92.3,68.9,-0.039,11.12,105.2,94.0,3.92
135,Austin Peay,OVC,20-8,2.64,97.6,94.9,68.0,0.172,-1.24,101.4,102.7,5.19
136,Denver,SB,17-15,2.49,99.6,97.1,70.3,-0.027,-0.2,100.4,100.6,-3.22
137,N Illinois,MAC,17-14,2.47,101.6,99.1,68.2,0.049,1.26,101.3,100.0,2.9
138,Nebraska,B12,11-18,2.39,94.2,91.8,70.0,0.014,9.68,104.7,95.0,0.5
139,Miami OH,MAC,12-15,2.38,97.5,95.2,60.2,-0.027,2.85,103.1,100.3,11.76
140,SMU,WAC,17-13,2.37,100.8,98.4,71.6,0.069,1.37,100.1,98.8,3.17
141,Virginia Tech,BE,11-18,2.26,102.6,100.4,70.1,-0.045,6.67,102.9,96.2,-1.99
142,St Mary's CA,WCC,14-15,2.07,94.7,92.6,69.6,-0.044,1.02,100.5,99.5,0.22
143,Davidson,SC,14-10,2.06,100.0,98.0,74.1,0.006,-2.63,98.4,101.0,10.15
144,SF Austin,Slnd,19-8,2.05,102.1,100.1,66.2,0.004,-7.92,94.1,102.1,-3.15
145,Bradley,MVC,12-18,1.88,100.0,98.1,71.8,-0.124,1.15,101.4,100.3,1.6
146,American Univ,Pat,16-14,1.76,100.0,98.2,66.1,-0.099,-6.32,95.1,101.4,-3.82
147,ETSU,SC,17-11,1.7,98.3,96.6,78.2,0.036,-2.49,99.4,101.9,2.07
148,Ark Little Rock,SB,17-11,1.65,99.6,98.0,68.9,0.07,-0.54,99.3,99.9,-3.42
149,Pepperdine,WCC,15-13,1.63,106.8,105.1,73.5,0.042,1.29,100.3,99.0,1.18
150,Vermont,AE,19-11,1.61,98.0,96.3,67.4,0.02,-5.84,96.6,102.4,-4.09
151,Morehead St,OVC,17-9,1.58,106.7,105.1,70.7,0.049,-3.55,99.4,103.0,0.66
152,Air Force,MWC,12-16,1.4,103.1,101.7,56.0,-0.074,1.71,101.3,99.5,-6.08
153,Oral Roberts,MCon,17-10,1.1,100.9,99.8,71.6,-0.029,-6.57,97.7,104.3,-4.17
154,South Alabama,SB,12-14,0.88,102.1,101.3,68.8,-0.001,2.32,101.1,98.8,3.39
155,Fairfield,MAAC,19-12,0.86,95.9,95.1,72.7,0.082,-0.99,99.6,100.6,2.95
156,Yale,Ivy,13-13,0.84,96.9,96.1,71.2,-0.037,-2.4,98.0,100.4,2.16
157,Sam Houston St,Slnd,21-7,0.83,98.5,97.6,70.1,0.088,-6.82,94.5,101.3,-2.08
158,Brown,Ivy,17-12,0.77,102.4,101.6,72.9,0.043,-3.65,97.9,101.5,-2.26
159,Arkansas St,SB,11-15,0.46,103.8,103.3,68.8,-0.1,-0.64,99.1,99.7,-4.47
160,Iona,MAAC,17-12,0.46,98.8,98.4,72.3,-0.033,-4.32,98.0,102.3,-3.82
161,IUPUI,MCon,19-14,0.4,99.8,99.4,70.1,0.072,-2.98,99.4,102.4,1.21
162,Old Dominion,CAA,12-15,0.35,96.6,96.2,69.3,-0.113,-1.85,97.4,99.3,-0.29
163,La Salle,A10,12-17,0.35,99.1,98.7,71.0,0.001,3.77,101.6,97.9,0.21
164,East Carolina,CUSA,10-15,0.27,96.3,96.1,67.6,-0.019,5.88,102.5,96.6,-5.27
165,Southern Miss,CUSA,13-16,0.13,95.7,95.6,70.8,0.049,4.13,101.1,97.0,0.75
166,Belmont,ASun,17-12,0.1,100.3,100.2,70.2,0.02,-4.03,98.1,102.1,3.71
167,Northwestern,B10,12-17,-0.01,100.5,100.5,64.5,-0.002,6.42,102.6,96.2,-6.13
168,Ohio,MAC,14-16,-0.21,101.8,102.0,67.9,0.089,2.46,102.3,99.8,8.26
169,Ball St,MAC,13-17,-0.33,103.3,103.6,72.5,0.013,2.7,101.8,99.1,5.65
170,Delaware,CAA,15-14,-0.36,96.5,96.9,71.7,0.007,-0.98,97.9,98.9,0.19
171,TCU,CUSA,9-19,-0.38,102.9,103.3,75.0,-0.028,4.5,101.5,97.0,0.2
172,New Orleans,SB,13-14,-0.53,98.6,99.2,69.5,0.006,-0.08,99.8,99.9,-2.64
173,Appalachian St,SC,16-10,-0.66,100.8,101.5,79.1,0.081,-3.67,98.0,101.7,2.62
174,Marshall,MAC,13-15,-0.76,99.0,99.8,70.3,-0.028,-0.8,100.7,101.5,-4.02
175,Mercer,ASun,22-6,-0.81,103.4,104.3,72.7,0.169,-9.35,93.8,103.2,-14.09
176,Pacific,BW,12-16,-0.85,96.0,96.9,69.0,-0.066,-0.87,99.2,100.0,3.78
177,Akron,MAC,14-14,-0.91,106.8,107.8,70.0,-0.025,-1.62,99.8,101.4,-6.61
178,Niagara,MAAC,17-12,-0.93,105.7,106.6,70.0,0.092,-2.27,97.5,99.7,-1.12
179,Wagner,NEC,21-11,-1.13,102.2,103.4,70.7,0.048,-7.4,96.2,103.6,0.52
180,E Illinois,OVC,13-16,-1.24,104.1,105.3,72.8,-0.022,-1.5,100.2,101.7,3.89
181,Cal Poly SLO,BW,16-14,-1.32,94.7,96.0,72.0,0.056,-1.57,98.7,100.2,0.75
182,Evansville,MVC,12-16,-1.49,102.5,104.0,69.9,0.047,3.5,102.1,98.6,7.29
183,Boise St,WAC,12-16,-1.54,92.6,94.1,69.9,-0.033,-0.19,99.7,99.9,-2.13
184,Bowling Green,MAC,11-16,-1.83,96.2,98.1,69.1,0.049,2.1,102.4,100.3,4.55
185,Oakland,MCon,15-11,-1.99,100.7,102.7,74.0,0.008,-6.08,97.8,103.9,-3.65
186,Idaho St,BSky,13-14,-2.07,96.9,99.0,72.5,0.011,-2.49,97.9,100.4,-2.29
187,New Mexico,MWC,9-18,-2.23,103.9,106.2,68.5,-0.024,4.77,102.5,97.8,-0.84
188,Louisiana Tech,WAC,10-15,-2.37,98.9,101.3,70.6,0.035,2.71,100.6,97.9,8.87
189,CS Northridge,BW,13-15,-2.46,96.9,99.4,70.9,-0.018,-2.56,97.8,100.4,-2.02
190,Northern Arizona,BSky,13-13,-2.53,96.6,99.2,71.5,0.006,-3.88,98.0,101.9,-5.14
191,Jacksonville St,ASun,19-10,-2.61,100.6,103.2,71.6,0.064,-8.09,95.2,103.3,-8.9
192,Montana,BSky,12-16,-2.63,101.2,103.8,69.4,-0.021,-0.89,98.4,99.3,2.35
193,UT Arlington,Slnd,14-13,-2.74,94.0,96.7,65.8,0.008,-6.24,95.0,101.2,5.55
194,Northern Iowa,MVC,10-17,-2.74,99.2,102.0,67.1,-0.01,0.76,100.3,99.5,0.77
195,Texas St,Slnd,15-12,-3.12,98.7,101.8,69.9,-0.035,-7.51,93.7,101.2,-2.03
196,Massachusetts,A10,10-18,-3.16,93.8,97.0,67.4,-0.012,4.42,102.3,97.8,2.63
197,Maine,AE,12-16,-3.22,97.0,100.2,71.3,-0.099,-5.44,97.1,102.5,-2.16
198,Binghamton,AE,14-13,-3.43,93.8,97.2,69.5,0.007,-5.74,96.6,102.3,-2.93
199,Hartford,AE,15-13,-3.53,95.0,98.6,66.7,0.025,-6.16,95.9,102.1,-3.84
200,WI Green Bay,Horz,9-19,-3.62,99.1,102.7,68.8,-0.061,1.98,101.7,99.7,1.32
201,Canisius,MAAC,10-18,-3.73,96.2,99.9,71.8,-0.115,-2.7,98.4,101.1,-0.29
202,Wofford,SC,10-15,-3.74,101.1,104.8,71.4,0.016,-1.59,99.4,101.0,7.2
203,E Michigan,MAC,12-14,-3.78,101.2,105.0,75.6,0.056,-0.96,99.5,100.5,-6.37
204,Loy Marymount,WCC,11-19,-3.94,95.1,99.1,73.4,-0.022,0.3,100.6,100.3,-1.52
205,Duquesne,A10,9-21,-4.08,96.2,100.3,71.1,-0.015,2.87,100.7,97.8,-3.05
206,Samford,ASun,12-15,-4.09,97.8,101.9,62.1,-0.009,-3.28,99.0,102.3,3.12
207,Washington St,P10,7-20,-4.11,97.8,101.9,72.5,-0.012,6.48,103.8,97.3,-2.91
208,Portland,WCC,10-17,-4.13,95.6,99.7,71.5,0.012,1.08,100.2,99.1,0.16
209,Penn St,B10,7-21,-4.51,95.2,99.7,70.5,-0.005,8.74,104.0,95.2,0.95
210,Idaho,BW,12-15,-4.54,93.5,98.1,65.0,0.012,-2.82,97.6,100.5,-2.64
211,Houston,CUSA,8-20,-4.8,90.5,95.2,66.3,0.022,5.0,102.1,97.1,2.62
212,McNeese St,Slnd,13-14,-4.85,96.0,100.8,71.7,0.015,-5.49,94.8,100.3,12.67
213,Northeastern,AE,14-15,-5.17,95.7,100.9,73.3,-0.005,-5.13,96.7,101.9,-2.93
214,Marist,MAAC,13-16,-5.22,98.1,103.3,72.0,0.051,-1.89,98.5,100.4,0.37
215,Illinois St,MVC,8-21,-5.35,96.7,102.1,67.9,-0.051,2.5,102.1,99.5,4.0
216,James Madison,CAA,12-17,-5.56,96.0,101.5,69.9,-0.004,-2.25,97.1,99.3,-1.34
217,Wright St,Horz,9-18,-5.57,99.5,105.0,68.5,0.016,1.78,101.7,99.9,-1.5
218,Montana St,BSky,9-16,-5.6,97.0,102.6,65.4,-0.041,-2.24,97.5,99.8,-1.78
219,Harvard,Ivy,12-15,-5.62,96.7,102.3,73.1,-0.007,-3.21,97.9,101.1,-1.46
220,Rider,MAAC,12-16,-5.68,96.1,101.8,66.5,-0.014,-3.79,97.5,101.3,-4.65
221,Bucknell,Pat,14-15,-5.71,88.3,94.0,65.9,-0.005,-5.55,96.5,102.1,-4.2
222,Winthrop,BSth,18-10,-5.84,93.4,99.2,70.8,0.057,-11.25,93.7,104.9,-5.36
223,Lehigh,Pat,14-12,-5.87,94.7,100.6,68.1,0.03,-7.71,93.8,101.5,-7.92
224,Georgia St,ASun,13-15,-6.04,98.0,104.1,69.5,-0.033,-5.96,96.4,102.4,-4.53
225,Santa Clara,WCC,12-15,-6.14,94.2,100.4,67.9,0.083,-0.11,100.0,100.1,-3.67
226,Drake,MVC,8-20,-6.16,98.8,105.0,65.2,-0.025,1.26,100.4,99.2,1.06
227,Florida Intl,SB,7-21,-6.2,91.7,97.9,64.8,-0.101,0.87,100.4,99.6,-2.27
228,Birmingham So,BSth,17-9,-6.55,96.9,103.4,67.0,0.036,-12.41,91.8,104.2,-9.61
229,Quinnipiac,NEC,16-12,-6.61,96.1,102.7,74.1,0.045,-9.46,94.8,104.2,-3.61
230,TN Martin,OVC,10-14,-6.71,97.0,103.7,72.9,0.043,-2.15,100.4,102.5,2.0
231,Ga Southern,SC,13-13,-6.87,99.4,106.2,74.0,0.08,-4.96,97.2,102.2,-5.97
232,North Texas,SB,5-21,-7.14,95.9,103.0,73.5,0.005,3.9,102.1,98.2,5.84
233,Furman,SC,11-17,-7.19,94.8,102.0,66.2,0.009,-3.22,98.8,102.1,0.78
234,CS Fullerton,BW,10-19,-7.35,98.4,105.7,62.9,-0.008,-2.85,98.1,100.9,-4.03
235,Colgate,Pat,12-14,-7.67,94.1,101.8,69.6,0.003,-7.34,95.3,102.6,-7.08
236,Mississippi St,SWAC,13-13,-7.77,100.2,108.0,71.8,-0.04,-10.88,92.2,103.0,1.66
237,Cleveland St,Horz,8-22,-7.9,94.5,102.4,69.5,-0.011,2.03,102.0,100.0,-0.27
238,St Peter's,MAAC,10-19,-7.91,97.1,105.0,74.2,-0.033,-3.24,97.8,101.1,-4.45
239,St Francis NY,NEC,14-16,-7.95,97.2,105.1,74.1,-0.028,-9.57,94.4,104.0,-5.49
240,Central Conn,NEC,15-13,-7.96,97.9,105.8,65.6,0.025,-9.25,94.8,104.1,-3.86
241,Hampton,MEAC,19-11,-7.97,91.1,99.1,73.4,0.037,-13.16,92.5,105.6,-1.03
242,Monmouth NJ,NEC,15-13,-8.07,88.5,96.6,70.4,0.069,-8.1,96.7,104.8,0.27
243,Lamar,Slnd,12-14,-8.38,89.5,97.9,69.7,-0.005,-7.85,94.3,102.2,-5.39
244,S Carolina St,MEAC,20-11,-8.4,93.5,101.9,74.3,0.115,-13.03,92.1,105.2,-3.85
245,Centenary,ind,10-14,-8.54,100.1,108.7,72.5,0.03,-5.85,95.3,101.2,-1.08
246,CS Sacramento,BSky,11-17,-8.67,91.1,99.8,71.9,0.069,-2.47,98.7,101.2,-3.82
247,Lafayette,Pat,11-16,-8.83,98.2,107.1,68.6,-0.005,-5.44,95.2,100.7,-3.54
248,UNC Greensboro,SC,6-22,-8.87,95.3,104.2,70.6,-0.118,-2.7,98.5,101.2,1.43
249,Prairie View,SWAC,17-12,-8.95,93.8,102.7,71.4,0.126,-9.57,93.0,102.6,4.99
250,Charleston So,BSth,13-13,-9.02,90.8,99.9,68.1,0.019,-9.97,94.3,104.3,-0.9
251,SE Missouri St,OVC,9-19,-9.05,99.0,108.1,68.7,-0.011,-2.52,100.1,102.6,-0.18
252,Texas A&M,ind,11-15,-9.09,95.9,105.0,76.5,0.019,-5.64,95.9,101.5,-1.45
253,Youngstown St,Horz,7-20,-9.15,89.8,98.9,69.2,0.024,0.01,101.1,101.1,-6.94
254,ULM,Slnd,11-16,-9.47,91.4,100.9,75.6,0.013,-6.32,95.6,101.9,0.26
255,Hofstra,CAA,8-21,-9.52,91.8,101.3,71.4,-0.031,-1.68,97.6,99.3,-2.55
256,Alabama St,SWAC,14-15,-9.76,87.7,97.5,67.8,-0.025,-10.46,93.3,103.8,-0.28
257,St Francis PA,NEC,14-14,-9.78,91.3,101.1,72.2,0.049,-9.48,94.4,103.8,-4.17
258,Fordham,A10,3-25,-10.06,94.0,104.1,72.8,-0.064,4.64,101.6,96.9,2.42
259,Buffalo,MAC,5-23,-10.11,92.4,102.5,69.7,-0.127,-0.84,100.6,101.5,-4.67
