Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
22,Maryland 4,ACC,20-12,19.27,106.4,87.1,74.7,-0.008,14.75,108.7,94,3.02
23,Vanderbilt 6,SEC,23-10,18.13,108.9,90.7,68.5,-0.002,8.59,104.6,96,-2.82
24,Providence 5,BE,20-9,17.95,107.7,89.8,68.2,0.002,9.2,104.3,95.1,5.81
25,Florida 5,SEC,20-11,17.8,111.8,94,69.7,-0.023,10.41,104.6,94.2,3.79
26,Seton Hall 8,BE,21-10,16.99,107.6,90.6,69.1,-0.004,8.62,103.8,95.2,1.79
27,Florida St.,ACC,19-14,16.96,104.3,87.3,68.1,-0.089,10.67,105.5,94.9,-4.12
28,Texas Tech 8,B12,23-11,16.65,106.6,89.9,70.4,0.01,8.97,105.2,96.2,4.27
29,Alabama 8,SEC,20-13,16.02,110.4,94.4,67.7,0.005,11.66,105.6,94,9.19
30,Syracuse 5,BE,23-8,15.96,108.1,92.2,69.5,0.087,9,104.3,95.3,-0.26
31,Memphis 7,CUSA,22-8,15.83,107.5,91.7,69.6,0.011,6.06,102.4,96.3,4.08
32,Arizona 9,P10,20-10,15.81,113.9,98.1,76.8,-0.072,6.29,103.3,97,7.41
33,Western Michigan 11,MAC,26-5,15.81,109.1,93.3,70.3,0.039,-0.58,99.9,100.5,-0.92
34,BYU 12,MWC,21-9,15.37,108.8,93.4,68.2,0.02,6.8,104.3,97.5,5.82
35,Michigan St. 7,B10,18-12,15.29,113,97.7,66.7,-0.015,9.35,103.6,94.3,9.29
36,Air Force 11,MWC,22-7,15.24,107.8,92.6,55.6,0.024,0.37,99.4,99.1,-10.33
37,Boston College 6,BE,24-10,15,106.1,91.1,65.9,0.046,7.95,102.9,94.9,0.9
38,Richmond 11,A10,20-13,14.83,102,87.2,65.7,-0.06,6.2,103.1,97,6.75
39,South Carolina 10,SEC,23-11,14.7,105.4,90.7,68.3,0,6.68,102.4,95.7,-5.22
40,Nebraska,B12,18-13,14.48,109.1,94.6,65.7,-0.094,5.52,103.1,97.6,-5.33
41,UTEP 13,WAC,24-8,14.33,108,93.7,71.5,0.046,4.79,100.9,96.1,-3.03
42,Southern Illinois 9,MVC,25-5,13.98,104.6,90.6,69.1,0.046,2.6,101.4,98.8,2.58
43,Utah 11,MWC,24-9,13.96,105.8,91.8,62.3,0.063,5.02,103.4,98.4,0.91
44,Charlotte 9,CUSA,21-9,13.95,108.5,94.5,73.1,0.015,5.24,101.2,95.9,2.12
45,Michigan,B10,23-11,13.69,102.5,88.8,69.6,0.019,6.75,103.6,96.8,0.7
46,Utah St.,BW,25-4,13.35,111.1,97.7,61.6,0.037,-2.31,98.2,100.5,-1.54
47,UAB 9,CUSA,22-10,13.3,103.4,90.1,74.5,0.019,5.97,102.5,96.6,4.22
48,Manhattan 12,MAAC,25-6,13.1,104.1,91,69.4,0.012,-0.89,99.8,100.7,4.25
49,George Washington,A10,18-12,12.94,108,95,71.6,-0.032,5.08,102,96.9,1.75
50,Missouri,B12,16-14,12.79,109,96.2,69.5,-0.02,10.34,105.6,95.3,8.02
51,Boise St.,WAC,23-10,12.76,105.2,92.5,70.1,0.028,4.71,102.6,97.9,-0.97
52,Notre Dame,BE,19-13,12.73,109.4,96.7,67.4,-0.024,8.19,103.8,95.6,-1.47
53,Villanova,BE,18-17,12.02,105.3,93.3,69.3,-0.049,9.24,104.5,95.2,4.5
54,Colorado,B12,18-11,11.51,107.6,96.1,71.1,0.035,8.15,104.3,96.1,0.38
55,Oklahoma,B12,20-11,11.35,100.1,88.7,66.7,0.059,7.88,104,96.1,-1.69
56,Purdue,B10,17-14,11.33,100.1,88.7,66.1,-0.065,5.58,103.5,97.9,-0.89
57,Wichita St.,MVC,21-11,11.33,104.9,93.6,69.6,-0.075,2.61,100.1,97.5,1.36
58,DePaul 7,CUSA,22-10,11.06,109.2,98.1,66,0.092,6.37,103,96.7,2
59,Saint Mary's,WCC,19-12,10.71,106,95.3,70.8,-0.083,1.28,101.7,100.5,1.04
60,Washington 8,P10,19-12,10.53,108.9,98.3,76.8,0.032,5.87,102.8,96.9,2.31
61,Murray St. 12,OVC,28-6,10.47,106.8,96.3,71.6,0.064,-3.69,99.4,103.1,0.78
62,Milwaukee,Horz,20-11,10.26,108,97.7,72.8,-0.024,1.98,100.3,98.3,4.58
63,Illinois Chicago 13,Horz,24-8,10.2,102.7,92.5,68.1,0.037,-0.67,99.9,100.5,-2.41
64,Creighton,MVC,20-9,10.19,103.2,93,66.9,0.005,1.74,100,98.3,-2.25
65,Iowa St.,B12,20-13,10.1,105,94.9,72.9,0.066,9.01,104.7,95.7,1.31
66,Louisiana Lafayette 14,SB,20-9,10.08,105.5,95.4,72,0.006,0.49,100,99.5,7.94
67,Auburn,SEC,14-14,10.01,101.8,91.8,69.6,-0.097,6.89,103.4,96.5,-1.5
68,Virginia,ACC,18-13,10,105.2,95.2,72.5,0.099,11.8,105.8,94,-4.15
69,Iowa,B10,16-13,9.91,103.1,93.2,71.4,-0.015,6.76,102.8,96,2.99
70,LSU,SEC,18-11,9.78,102.8,93.1,66.8,0.054,7.02,102.7,95.7,-2.12
71,Dayton 10,A10,24-9,9.67,104.4,94.7,65.4,0.085,4.5,102.6,98.1,0.17
72,Penn,Ivy,17-10,9.63,104.5,94.8,66.9,-0.071,-2.92,97.8,100.8,4.97
73,Rutgers,BE,20-13,9.61,101.6,92,69.2,0.046,7.58,103.4,95.8,3.24
74,Kent St.,MAC,22-9,9.51,102.5,93,68.6,0.01,0.49,100.5,100,1.25
75,Rice,WAC,22-11,9.48,104.6,95.1,71.7,0.07,4.98,101.8,96.8,-0.91
76,Georgia,SEC,16-14,9.27,102.5,93.2,66.5,0.029,9.47,104.3,94.9,-0.62
77,UNLV,MWC,18-13,9.12,105.9,96.8,72,-0.007,5.52,102.7,97.2,1.98
78,Hawaii,WAC,21-12,9.02,105.5,96.5,68.2,0.024,5.27,102.2,97,0.06
79,Detroit,Horz,19-11,8.97,102.2,93.2,63.1,-0.009,0.35,100.3,100,3.63
80,Oregon,P10,18-13,8.97,106.4,97.4,71,0.027,6.73,103.3,96.5,4.1
81,VCU 13,CAA,23-8,8.85,100.8,92,68.6,0.076,0.25,99,98.8,1.27
82,Pacific 12,BW,25-8,8.76,103.8,95.1,67.1,0.097,-0.01,99.8,99.8,2.95
83,Kansas St.,B12,14-14,8.69,100,91.4,68.8,-0.079,5.9,103.4,97.5,-5.41
84,Northern Iowa 14,MVC,21-10,8.52,102.9,94.4,68.1,0.023,3.17,100.4,97.3,1.19
85,Rhode Island,A10,20-14,8.35,101,92.7,68.1,0.004,3.12,101.7,98.6,1.94
86,East Tennessee St. 13,SC,27-6,8.32,100.1,91.8,76.3,0.017,-3.04,98.4,101.4,-1.7
87,Saint Louis,CUSA,19-13,8.01,99,91,64.8,0.03,5.89,102.5,96.7,0.55
88,Troy St.,ASun,24-7,7.64,108.9,101.3,71.7,0.018,-5.75,97,102.8,-0.04
89,Temple,A10,15-14,7.14,104.7,97.6,64.1,0.01,5.73,102.4,96.7,6.77
90,Tennessee,SEC,15-14,7.11,104.5,97.4,69.2,0.019,8.47,104.2,95.8,-2.95
91,Fresno St.,WAC,14-15,6.85,102.5,95.7,62,-0.065,6.19,102.7,96.5,4.42
92,Marquette,CUSA,19-12,6.82,107.5,100.7,67.9,0.02,4.24,101.3,97.1,-3.32
93,West Virginia,BE,17-14,6.68,102.4,95.7,66.1,0.064,6.81,102.8,96,1.57
94,Indiana,B10,14-15,6.67,101,94.3,66.9,0.051,9.06,105.6,96.5,8.82
95,Southwest Missouri St.,MVC,19-14,6.4,100.5,94.1,66.9,-0.026,1.94,100.1,98.1,-2.16
96,George Mason,CAA,23-10,6.09,98.5,92.4,71.2,0.094,0.48,99.4,98.9,-0.34
97,Arkansas,SEC,12-16,5.87,100.4,94.5,69.6,-0.068,7.41,103.8,96.4,-3.15
98,UCF 14,ASun,25-6,5.72,98.6,92.8,66.5,0.089,-6.29,97.4,103.7,-5.45
99,Drexel,CAA,18-11,5.61,102.4,96.7,70.8,-0.016,-1.34,98.4,99.7,-5.27
100,Old Dominion,CAA,17-12,5.45,100.6,95.2,72.4,-0.018,0.83,99.5,98.7,3.98
101,Northwestern,B10,14-15,5.41,101.5,96.1,63.3,0.022,6.5,103.2,96.6,2.64
102,California,P10,13-15,5.38,99.4,94,67.8,-0.018,6.52,104.1,97.6,6.06
103,Niagara,MAAC,22-10,5.34,106.6,101.3,73.6,-0.027,-3.26,97.9,101.1,-3.91
104,Austin Peay,OVC,22-10,5.33,95.4,90,65.9,0.07,-1.13,101.2,102.3,9.65
105,Belmont,ASun,21-9,5.14,101.4,96.3,67.2,-0.047,-4.61,97.5,102.1,8.54
106,Fairfield,MAAC,19-11,4.91,97.9,93,66.4,0.025,-2.94,98.5,101.5,0.91
107,Clemson,ACC,10-18,4.78,97.8,93,69,0.021,13.93,107.3,93.3,1.82
108,Princeton 14,Ivy,20-8,4.73,102.1,97.4,60,0.033,-4.72,96.3,101.1,-1.28
109,Buffalo,MAC,17-12,4.58,103.6,99,72.7,-0.016,-1.94,99.2,101.1,-5.05
110,Miami FL,BE,14-16,4.55,102.4,97.8,69.4,-0.103,3.99,99.8,95.8,-7.11
111,San Diego St.,MWC,14-16,4.45,100.6,96.1,70.4,-0.036,6.5,104.8,98.3,3.9
112,Wyoming,MWC,11-17,4.3,100,95.7,71.2,-0.124,5.44,103,97.6,1.32
113,Toledo,MAC,20-11,4.29,105.2,101,73,0.116,0.49,100.6,100.1,2.74
114,New Mexico,MWC,14-14,4.15,105.1,101,65.8,-0.058,3.85,101.9,98.1,-2.93
115,East Carolina,CUSA,13-14,4.13,99.7,95.6,69.7,-0.1,1.95,99.3,97.3,-9.55
116,College of Charleston,SC,20-9,3.87,101.2,97.3,71.3,0.016,-3.64,96.9,100.5,-0.33
117,Western Kentucky,SB,15-13,3.76,107.1,103.3,69.6,-0.056,0.14,98.5,98.4,4.63
118,IUPUI,MCon,21-11,3.71,106.5,102.8,68.1,-0.017,-2.81,99.5,102.3,0.96
119,Louisiana Tech,WAC,15-15,3.67,97.7,94.1,69,-0.018,4.33,101.3,97,-4.47
120,UNC Wilmington,CAA,15-15,3.64,94.9,91.3,63.7,-0.063,-0.01,99.5,99.5,1.05
121,UC Santa Barbara,BW,16-12,3.47,98.2,94.7,66.2,-0.033,-1.32,99.9,101.2,1.37
122,Miami OH,MAC,18-11,3.37,99.6,96.2,62.7,0.087,1.59,101.1,99.5,4.57
123,Eastern Washington 15,BSky,17-13,3.19,101.6,98.4,67.7,0.015,-0.97,99.4,100.4,4.12
124,Virginia Tech,BE,15-14,3.05,97.5,94.4,69.9,0.051,4.68,101.3,96.7,-6.96
125,Georgetown,BE,13-15,3,94.7,91.7,71.4,-0.052,3.66,100.7,97,-8.09
126,Washington St.,P10,13-16,2.96,96,93.1,60.7,-0.015,4.84,102.9,98,-2.25
127,Boston University,AE,23-6,2.92,98.6,95.7,66.8,0.115,-7.93,93.6,101.5,-1.42
128,Pepperdine,WCC,15-16,2.91,108.4,105.5,73.2,-0.003,2.05,101.2,99.1,2.68
129,Mississippi,SEC,13-15,2.88,98.3,95.5,66.3,0.02,7.39,103.5,96.2,-3.15
130,Butler,Horz,16-14,2.65,102.6,100,60.4,-0.037,0.08,98.9,98.8,0.74
131,Colorado St.,MWC,13-16,2.59,100,97.4,71.2,0.007,5.35,102.9,97.5,-0.23
132,USC,P10,13-15,2.25,100.1,97.8,74.4,0.085,6.33,104.2,97.9,3.8
133,Minnesota,B10,12-18,2.2,100.7,98.5,70.4,-0.034,6.06,103.2,97.2,0.97
134,Georgia St.,ASun,20-9,1.78,99.7,98,69.3,0.042,-5.25,97.9,103.1,4.84
135,Middle Tennessee,SB,17-12,1.7,98.9,97.2,68.6,0.026,-1.35,99.2,100.5,-0.82
136,Ball St.,MAC,14-15,1.52,98.9,97.4,69.9,-0.014,1.68,101.8,100.1,6.7
137,SMU,WAC,12-18,1.5,101.2,99.7,65.8,0.001,5.85,102.3,96.5,1.34
138,Davidson,SC,17-12,1.43,99.1,97.6,71,0.043,-0.54,98.9,99.5,11.06
139,Stephen F. Austin,Slnd,21-9,1.37,95.9,94.5,67.1,-0.074,-9.72,94.9,104.6,-10.16
140,Hofstra,CAA,14-15,1.36,101,99.6,71.3,-0.006,0.57,98.8,98.2,1.78
141,Georgia Southern,SC,21-8,1.31,97.2,95.9,76.3,-0.016,-6.7,95.9,102.6,-10.05
142,Oral Roberts,MCon,17-11,1.28,105,103.7,71.9,0.007,-2.09,99.8,101.9,1.41
143,UCLA,P10,11-17,1.24,98.4,97.1,67.2,0.016,6.69,103.7,97,5.39
144,Arizona St.,P10,10-17,1.23,103.2,102,71.9,-0.049,5.11,103,97.8,0.69
145,Chattanooga,SC,19-11,1.22,107.5,106.2,70.8,0.042,-2.1,98.3,100.4,0.61
146,Duquesne,A10,12-17,1.11,100.2,99.1,70.6,-0.053,2.97,101.4,98.4,-3.93
147,UMKC,MCon,15-14,0.77,101.9,101.1,69.5,-0.069,-3.83,98.5,102.3,-4.15
148,Ohio St.,B10,14-16,0.66,103.5,102.9,66.4,0.055,5.51,101.9,96.4,-0.2
149,Delaware,CAA,16-12,0.63,95.1,94.5,72.3,0.027,-2.13,97.9,100,-7.85
150,Oregon St.,P10,12-16,0.58,98.1,97.5,71.8,0.002,4.6,102.4,97.8,-1.65
151,Arkansas Little Rock,SB,17-12,0.55,96.8,96.3,69.4,-0.053,-4.27,97.8,102,-7.32
152,Valparaiso 15,MCon,18-13,0.49,95.8,95.3,73,0.067,-0.5,101.6,102.1,3.9
153,Tulsa,WAC,9-20,0.12,97.3,97.2,70.6,-0.101,5.58,102.9,97.3,2.31
154,TCU,CUSA,12-17,0,98.5,98.5,69.2,-0.002,5.13,101.9,96.8,3.38
155,Drake,MVC,12-16,-0.02,97,97,71.7,-0.013,2.1,100.4,98.3,-3.31
156,Green Bay,Horz,17-11,-0.1,96.9,97,66.8,0.105,-0.65,100.1,100.8,-2.33
157,Santa Clara,WCC,16-16,-0.14,98.2,98.4,65,0.034,2.83,102.5,99.7,4.05
158,Idaho,BW,14-16,-0.23,95.8,96,66.3,-0.01,0.18,100.2,100,4.52
159,Saint Peter's,MAAC,17-12,-0.4,103.1,103.5,71.6,0.069,-2.69,98.3,101,-0.81
160,Akron,MAC,13-15,-0.4,102.5,102.9,68.7,-0.018,-0.68,99.7,100.3,-1.93
161,Arkansas St.,SB,17-11,-0.53,100.7,101.3,70.2,-0.017,-4.19,96.3,100.5,-6.67
162,Bradley,MVC,15-16,-0.64,94.9,95.5,70.1,0.066,1.66,100.7,99.1,-1.57
163,Portland,WCC,11-17,-0.65,100.6,101.3,69.8,0.005,2.67,101.8,99.1,4.11
164,Furman,SC,17-12,-0.81,97.5,98.3,70.5,-0.08,-5.56,96.5,102.1,-8.71
165,Weber St.,BSky,15-14,-0.96,102.3,103.3,64.8,-0.025,-2.42,98.6,101,2.23
166,Oakland,MCon,13-17,-1,99.6,100.6,72.9,-0.079,-0.49,100.9,101.3,5.84
167,Birmingham Southern,BSth,20-7,-1.06,102.4,103.5,67.7,0.034,-11.48,91.9,103.4,-9.2
168,New Orleans,SB,17-14,-1.15,98.1,99.3,68.3,0.086,-0.52,99.7,100.2,1.09
169,Holy Cross,Pat,13-15,-1.18,92.5,93.7,67,-0.142,-8.14,93.5,101.7,-2.71
170,Wright St.,Horz,14-14,-1.19,100.4,101.5,66.6,0.049,-0.82,99.4,100.2,-1.98
171,Vermont 15,AE,22-9,-1.33,97.2,98.6,67.2,0.114,-8.48,93.5,102,-5.3
172,Mississippi Valley St.,SWAC,22-7,-1.36,93.9,95.2,68.6,0.05,-14.36,90.2,104.5,-2.45
173,San Francisco,WCC,17-14,-1.56,96.2,97.8,68.4,0.139,1.66,101.4,99.7,1.5
174,Bowling Green,MAC,14-17,-1.56,100,101.6,69.5,-0.026,0.36,99.9,99.5,-1.36
175,Centenary,MCon,16-12,-1.57,99.1,100.6,66.8,0.03,-2.85,98.9,101.8,-0.4
176,Southern Miss,CUSA,13-15,-1.81,96.4,98.2,67.3,0.053,2.74,100.1,97.4,-3.01
177,Illinois St.,MVC,10-19,-1.92,97,98.9,65.3,-0.063,3.33,101,97.7,1.76
178,Denver,SB,14-13,-1.94,99.3,101.3,68.6,0.02,-1.75,98.9,100.6,-1.56
179,Cal St. Northridge,BW,14-16,-2.13,96.2,98.3,70.5,0.001,-1.07,99.6,100.6,-2.58
180,Marshall,MAC,12-17,-2.32,97.2,99.5,71.6,0.038,2.33,101.7,99.4,3.67
181,Liberty 16,BSth,18-15,-2.54,94.3,96.8,70.8,0.001,-5.62,96.8,102.4,4.16
182,Loyola Marymount,WCC,15-14,-2.82,93.3,96.1,70.3,0.074,-0.63,101.1,101.7,-3.91
183,La Salle,A10,10-20,-2.82,98.5,101.3,67.6,-0.024,4.05,101.9,97.9,-1.27
184,Massachusetts,A10,10-19,-3.02,99.2,102.2,69.6,-0.023,2.72,101,98.3,-0.88
185,American,Pat,18-13,-3.13,98.3,101.5,67,-0.006,-8.03,94.2,102.2,-2.04
186,Northern Arizona,BSky,15-14,-3.19,98,101.2,73.4,0.017,-3.99,98.7,102.6,-2.37
187,Ohio,MAC,10-20,-3.33,96.6,99.9,67.8,-0.058,-0.36,100,100.3,-1.61
188,South Alabama,SB,12-16,-3.38,98.6,102,66.8,-0.039,-0.78,98.4,99.2,-0.46
189,Texas A&M,B12,7-21,-3.49,101.5,104.9,70.3,-0.131,3.84,101.2,97.4,-12.23
190,Indiana St.,MVC,9-19,-3.58,92.8,96.4,63.8,-0.071,2.15,100.7,98.6,-1.06
191,Iona,MAAC,11-18,-3.79,97.7,101.5,72.7,-0.053,-1.77,98.4,100.2,2.21
192,Loyola Chicago,Horz,9-20,-3.84,96.6,100.5,73,0.008,1.78,101,99.2,3.11
193,Southeastern Louisiana,Slnd,20-9,-3.87,97.5,101.4,70.3,0.021,-8.79,94.6,103.4,-6.5
194,Monmouth 15,NEC,21-12,-3.88,93.9,97.7,69.6,0.112,-6.83,96.9,103.7,0.96
195,UC Riverside,BW,11-17,-3.96,97.1,101,68.9,-0.007,-0.86,99.4,100.3,1.22
196,Yale,Ivy,12-15,-4.01,95.9,99.9,66.6,-0.038,-2.91,98,100.9,2.94
197,St. John's,BE,6-21,-4.11,94.5,98.6,68.6,-0.018,8.75,103.7,94.9,4.46
198,Eastern Kentucky,OVC,14-15,-4.11,98.2,102.3,70.3,-0.05,-5.39,97.7,103.1,-8
199,New Mexico St.,SB,13-14,-4.17,94.7,98.9,66.7,-0.016,-0.85,99.9,100.7,0.46
200,Brown,Ivy,14-13,-4.26,97.4,101.7,73.6,0.032,-5.35,96.4,101.7,-2.46
201,Northeastern,AE,19-11,-4.29,98.3,102.6,76.3,0.053,-8.17,93.4,101.5,-1.84
202,Sacramento St.,BSky,13-15,-4.39,94.1,98.5,72.7,-0.019,-3.37,98.4,101.8,-1.42
203,Morehead St.,OVC,16-13,-4.45,102.3,106.8,70.6,0.083,-2.72,100.2,102.9,2.18
204,UC Irvine,BW,11-17,-4.52,96.9,101.4,65,0.032,-0.54,99.6,100.2,1.27
205,Bucknell,Pat,14-15,-4.55,92.8,97.3,67.4,-0.116,-7.39,94.9,102.2,-2.02
206,Maine,AE,20-10,-4.57,94.3,98.8,69.2,0.041,-10.35,92.5,102.8,-11.32
207,UT Arlington,Slnd,17-12,-4.58,99.2,103.7,69.3,0.025,-6.93,95.2,102.1,-0.29
208,Cal Poly,BW,11-16,-4.62,96.9,101.5,73.1,-0.014,-0.89,99.2,100.1,0.71
209,Cal St. Fullerton,BW,11-17,-4.62,98.6,103.2,70.4,-0.023,-1.35,99.3,100.6,-1.17
210,Evansville,MVC,7-22,-4.65,100.5,105.2,70.5,-0.063,3.69,100.1,96.4,2.02
211,Portland St.,BSky,11-16,-4.79,92.5,97.3,69.5,-0.065,-3.48,98.6,102.1,-1.42
212,Siena,MAAC,14-16,-4.85,95.9,100.7,71.2,0.034,-1.98,98.4,100.4,1.32
213,Appalachian St.,SC,9-21,-4.98,91.5,96.5,73.8,-0.088,-0.34,100.2,100.5,4.4
214,North Texas,SB,13-15,-5.02,96.5,101.6,72.7,0.026,-3.16,98.2,101.3,-5.93
215,Eastern Michigan,MAC,13-15,-5.05,94.7,99.8,72.1,-0.032,-1.63,99.3,100.9,-8.47
216,Texas A&M Corpus Chris,ind,15-11,-5.08,97.5,102.5,71.5,0.033,-5.41,96.5,101.9,-3.15
217,South Florida,CUSA,7-20,-5.14,95.8,100.9,66.5,-0.044,5,101.4,96.4,2.38
218,Lafayette,Pat,18-10,-5.16,102.5,107.7,71.4,0.075,-6.99,94,101,-0.71
219,South Carolina St.,MEAC,18-11,-5.2,97.3,102.5,68.7,0.02,-11.92,91.6,103.5,2.13
220,Houston,CUSA,9-18,-5.41,89.8,95.2,64.8,0.02,3.84,101.8,97.9,1.64
221,Montana St.,BSky,14-13,-5.54,92.5,98.1,70.3,0.011,-4.41,97.6,102,-4
222,Southeast Missouri St.,OVC,11-16,-5.64,102.5,108.1,67.5,-0.047,-3.22,99.2,102.4,0.43
223,Northern Illinois,MAC,10-20,-5.76,96.9,102.7,68.1,-0.069,-0.42,100,100.4,-0.03
224,Rider,MAAC,17-14,-5.91,95.7,101.6,68,0.094,-5.03,97,102,-6.3
225,Fairleigh Dickinson,NEC,17-12,-6.03,95.8,101.9,67.8,0.049,-9.02,95.3,104.3,-2.22
226,Penn St.,B10,9-19,-6.14,92.3,98.5,66.5,0.054,6.13,103.3,97.1,0.49
227,Tulane,CUSA,11-17,-6.24,93.4,99.6,70.7,0.01,2.65,100.1,97.4,-7.7
228,Winthrop,BSth,16-12,-6.3,95.7,102,66.1,0.018,-8.22,94.8,103,0.57
229,Central Connecticut,NEC,14-14,-6.34,97.9,104.3,67.9,-0.041,-9.21,95,104.2,-4.49
230,UNC Greensboro,SC,11-17,-6.35,98.2,104.5,71.3,-0.037,-3.54,97.5,101.1,-2.21
231,Cornell,Ivy,11-16,-6.43,95.9,102.4,71.8,-0.095,-6.82,95.4,102.2,-6.13
232,Canisius,MAAC,10-20,-6.43,96.4,102.8,70,-0.026,-2.5,98.2,100.6,-0.29
233,William & Mary,CAA,7-21,-6.5,101.2,107.7,71.4,-0.096,-0.44,98.1,98.6,-1.75
234,Chicago St.,MCon,12-20,-6.51,97,103.5,66.5,0.052,0.18,100.7,100.6,4.91
235,Baylor,B12,8-21,-6.59,97.6,104.2,64.5,0.007,5.68,102.3,96.6,-5.59
236,Tennessee Tech,OVC,13-15,-6.72,100.1,106.9,71.2,0.002,-2.61,99.7,102.3,2.91
237,Western Carolina,SC,13-15,-6.77,94,100.7,71.8,-0.027,-3.26,97.6,100.8,-3.08
238,Jacksonville St.,OVC,14-14,-6.79,100.3,107.1,71.1,-0.027,-7.82,96.2,104,-13.31
239,McNeese St.,Slnd,11-16,-6.82,95.2,102,74.7,-0.077,-4.68,97.2,101.8,5.37
240,Coppin St.,MEAC,18-14,-6.86,91,97.8,65.1,0.041,-10.77,93.6,104.4,1.31
241,Lehigh 16,Pat,20-11,-6.87,92.9,99.8,67.8,0.056,-11.32,91.8,103.1,-10.81
242,Coastal Carolina,BSth,14-15,-6.99,94.2,101.2,70.1,-0.06,-8.26,94.3,102.5,-0.77
243,Montana,BSky,10-18,-7.02,95.2,102.2,71,-0.013,-1.19,99.2,100.4,4.83
244,Mercer,ASun,12-18,-7.03,98.8,105.9,70.8,0.008,-2.68,98.9,101.6,7.81
245,St. Francis NY,NEC,15-13,-7.08,93.9,101,72.3,-0.015,-9.99,94.4,104.4,-7.76
246,Florida Atlantic,ASun,9-19,-7.14,95.5,102.7,74.5,-0.186,-6.04,97.3,103.3,-4.77
247,San Jose St.,WAC,6-23,-7.15,95.4,102.5,64.3,-0.061,4.18,101.6,97.4,-4.89
248,UTSA 16,Slnd,19-14,-7.47,94,101.5,71.9,0.102,-7.07,95.9,103,-3.9
249,Youngstown St.,Horz,8-20,-7.97,93.4,101.4,70.7,0.003,1.02,101,100,0.66
250,Texas Pan American,ind,14-14,-8.05,91.3,99.4,71.2,0.061,-3.42,98.8,102.2,-2.08
251,Delaware St.,MEAC,13-15,-8.2,95.8,104,62.3,-0.014,-9.49,93,102.5,7.67
252,Elon,SC,12-18,-8.46,94.6,103.1,69,0.012,-2.2,98.4,100.6,1.92
253,St. Bonaventure,A10,7-21,-8.67,96.6,105.3,72.5,0.037,5.23,102.7,97.4,2.61
254,Tennessee Martin,OVC,10-18,-8.73,95.7,104.5,72,-0.044,-2.59,99.4,102,2.38
255,High Point,BSth,19-11,-9.07,93.3,102.3,72.6,0.108,-10.22,92.4,102.6,-5.42
256,Texas St.,Slnd,13-15,-9.17,98,107.1,66.7,-0.041,-7.43,95.1,102.6,1.18
257,Florida A&M 16,MEAC,15-17,-9.17,94,103.2,74.6,0.005,-9.89,93.1,103,-0.79
258,Samford,OVC,12-16,-9.24,95.3,104.6,61.9,0.03,-2.42,100.2,102.7,5.53
259,Northwestern St.,Slnd,11-17,-9.4,91.9,101.3,76.1,-0.057,-5.83,96.9,102.8,3.03
260,Binghamton,AE,14-16,-9.6,87.4,97,67.7,0.038,-7.92,94.5,102.4,-4.96
