Kent St
North Carolina St
Western Kentucky
Southern Illinois
Saint Joseph's
UC Santa Barbara
College of Charleston
Saint Louis
East Tennessee St
Milwaukee
Arkansas Little Rock
Louisiana Lafayette
Southwest Missouri St
Illinois Chicago
VCU
Loyola Chicago
Western Michigan
Georgia Southern
Central Connecticut
The Citadel
Troy St
Cal Poly
Eastern Washington
UTSA
UMKC
Texas Pan American
Cal St Northridge
Northern Illinois
Louisiana Monroe
Florida Atlantic
Boston University
George Washington
Middle Tennessee
Central Michigan
American
Green Bay
Saint Mary's
Southwest Texas St
Western Carolina
Eastern Illinois
Monmouth
FIU
Northwestern St
Tennessee Martin
Texas A&M Corpus Chris
Western Illinois
Stephen F Austin
Loyola Marymount
South Carolina St
North Carolina A&T
Southeast Missouri St
Sacramento St
Charleston Southern
Mississippi Valley St
Cal St Fullerton
Bethune Cookman
Eastern Kentucky
Maryland Eastern Shore
Birmingham Southern
Southeastern Louisiana
Coastal Carolina
Eastern Michigan
Saint Peter's
Grambling St
Texas Southern
Albany
Southern
Fairleigh Dickinson
Prairie View A&M
LIU Brooklyn
Arkansas Pine Bluff
Mount St Mary's
