Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
52,Houston,Amer,21-11,13.59,113.7,100.1,65.3,-0.032,2.37,105.3,102.9,-3.2
53,USC 11,P12,26-10,13.42,114.3,100.9,68.6,0.079,5.51,109,103.5,-3.38
54,Nevada 12,MWC,28-7,13.39,114.9,101.5,69.6,0.055,1.44,104.8,103.4,-1.08
55,Syracuse,ACC,19-15,13.17,115.8,102.7,66.7,-0.049,7.15,108.4,101.3,-3.25
56,Alabama,SEC,19-15,12.88,105.4,92.6,65,-0.055,7.09,108.2,101.1,-1.5
57,Princeton 12,Ivy,23-7,12.59,109.3,96.7,63.1,0.007,-1.02,104.1,105.1,2.23
58,Providence 11,BE,20-13,12.5,108.8,96.3,66.1,0.014,8.04,109.4,101.4,-4.39
59,UNC Wilmington 12,CAA,29-6,12.49,118.3,105.8,70.2,0.039,0.52,105.4,104.9,2.29
60,Tennessee,SEC,16-16,12.37,110.2,97.8,69.2,-0.053,11.05,109.4,98.3,6.56
61,Georgia,SEC,19-15,12.2,109,96.8,67,0.015,10.87,110,99.1,4.67
62,California,P12,21-13,11.96,105,93,65.6,-0.012,4.93,107.3,102.4,-2.44
63,Vermont 13,AE,29-6,11.73,111.3,99.6,64.4,0.053,-4.28,103.2,107.5,1.63
64,East Tennessee St. 13,SC,27-8,11.36,108.4,97,70,0.005,-0.84,105.8,106.6,0.49
65,Texas A&M,SEC,16-15,11.3,108.9,97.6,64.4,-0.042,7.88,109.6,101.7,-2.14
66,Illinois,B10,19-14,11.28,108,96.7,66.3,0.035,8.56,110.1,101.6,-0.06
67,Oklahoma,B12,11-20,11.19,107.6,96.4,69.8,-0.102,13.88,112.5,98.6,1.19
68,UCF,Amer,22-11,10.79,104.7,93.9,65.6,0.007,1.73,105.2,103.4,-6.61
69,Georgetown,BE,14-18,10.76,108.7,97.9,68.5,-0.102,9.79,111.2,101.4,1.9
70,Mississippi,SEC,22-13,10.64,111.5,100.9,71.5,0.071,7.41,108.3,100.9,-0.41
71,Iowa,B10,19-15,10.52,113.3,102.8,71.1,0.011,7.05,108.3,101.2,-3.52
72,Ohio St.,B10,17-15,10.32,111.5,101.1,67.8,-0.054,6.97,107.6,100.7,-4.42
73,Texas,B12,11-22,10.28,104.3,94,67.4,-0.105,13.75,113,99.3,1.87
74,Colorado,P12,19-15,10.26,112.8,102.6,67.6,-0.05,5.32,107.9,102.6,-0.71
75,UT Arlington,SB,26-8,10.07,111,100.9,70.1,0.053,0.17,104.4,104.2,6.43
76,Bucknell 13,Pat,26-9,9.4,109.9,100.5,69.8,0.006,-3.51,101.6,105.1,0.99
77,San Diego St.,MWC,19-14,9.14,104.4,95.2,64.8,-0.101,1.14,104.9,103.7,-1.82
78,Colorado St.,MWC,24-11,8.8,109.1,100.3,66.4,0.02,1.36,104.8,103.4,-1.26
79,Georgia Tech,ACC,19-15,8.69,99.3,90.6,67.9,0.054,7.88,110.4,102.5,-5.22
80,BYU,WCC,22-12,8.68,109.3,100.7,75.5,0.006,0.32,104.5,104.1,-1.88
,Strength of Schedule,NCSOS,,,,,,,,,,
Rank,Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,,,
81,Pittsburgh,ACC,16-17,8.64,112.6,104,65.3,0.044,10.41,111,100.6,0.28
82,Auburn,SEC,18-14,8.4,112.1,103.7,73.4,0.045,6.97,107.6,100.7,1.42
83,Belmont,OVC,23-7,8.32,111.2,102.9,67.9,0.069,-1.11,104.1,105.3,3.78
84,Monmouth,MAAC,27-7,8.27,109.2,100.9,72.4,0.07,-2.83,103.7,106.5,1.93
85,Davidson,A10,17-15,7.84,108.8,100.9,68.3,-0.031,4.48,107.2,102.7,1.95
86,New Mexico St. 14,WAC,28-6,7.71,110.7,103,67.8,0.063,-4.62,101.1,105.7,-4.62
87,Richmond,A10,22-12,7.71,110.2,102.5,68.9,0.035,2.62,105.4,102.7,-1.71
88,Boise St.,MWC,20-11,7.46,110,102.6,69.3,0.033,3.04,106.2,103.2,1.46
89,Penn St.,B10,15-18,7.43,104.8,97.4,70.3,-0.013,8.73,108.8,100.1,0.54
90,St. Bonaventure,A10,20-12,7.36,109.3,102,68.6,-0.026,0.25,105,104.7,-4.34
91,College of Charleston,CAA,25-10,7.35,106.4,99.1,64.4,0.054,0.1,106.1,106,0.17
92,Mississippi St.,SEC,16-16,7.11,106.8,99.7,68.8,-0.032,5.24,106.4,101.2,-6.12
93,Louisiana Tech,CUSA,23-10,7.06,108.2,101.1,68.4,-0.062,-5.65,101.1,106.8,-6.3
94,Akron,MAC,27-8,6.58,113.4,106.8,65.8,0.085,-1.79,104.3,106,-5.08
95,Loyola Chicago,MVC,18-14,6.57,109.2,102.6,65.6,-0.104,-0.31,103.6,104,-4.26
96,Connecticut,Amer,16-17,6.45,105.4,98.9,64.9,-0.047,5.67,107.6,102,5.22
97,St. John's,BE,14-19,6.34,109.3,102.9,73.1,-0.039,9.34,109.8,100.5,-2.64
98,Fresno St.,MWC,20-13,6.33,104.8,98.5,68.3,-0.001,2.54,106,103.5,-2.49
99,Cal St. Bakersfield,WAC,23-9,6.02,99.4,93.3,66.6,0.002,-2.42,102.6,105,-1.13
100,Furman,SC,22-11,6.01,107.3,101.3,65.7,-0.006,-1.55,105,106.5,0.28
101,Oakland,Horz,25-9,5.89,105.1,99.3,71.8,-0.011,-4.03,103,107.1,-5.3
102,Stanford,P12,14-17,5.88,105,99.1,68.2,-0.008,8.6,110.4,101.8,6.3
103,Memphis,Amer,19-13,5.88,107.1,101.2,68.3,0.026,1.58,104.9,103.3,-4.63
104,Ohio,MAC,20-11,5.83,105.9,100,70.2,-0.072,-2.73,103.8,106.5,-6.79
105,Valparaiso,Horz,24-9,5.76,106.5,100.7,67.1,0.069,-2.82,103.2,106,0.17
106,Nebraska,B10,12-19,5.24,105.2,100,68,0.011,11.56,111.5,99.9,6.79
107,Florida Gulf Coast 14,ASun,26-8,5.14,109.7,104.6,65.7,0.037,-4.67,104,108.7,2.32
108,Saint Peter's,MAAC,20-13,5.13,102.9,97.7,60.7,-0.043,-3.31,104,107.3,-2.33
109,North Carolina St.,ACC,15-17,4.84,112.7,107.9,70.2,0.019,7.54,108.8,101.2,-6.1
110,UNC Asheville,BSth,23-10,4.83,107.6,102.8,68.1,0.012,-4.89,102.3,107.2,6.68
111,San Francisco,WCC,20-13,4.78,103.1,98.3,69,0.008,-1.12,104.3,105.4,-5.69
112,Harvard,Ivy,18-10,4.75,107,102.2,66.9,-0.07,-2.72,103.2,105.9,-0.64
113,Chattanooga,SC,19-12,4.56,107,102.4,65.3,-0.01,-0.79,105.8,106.6,2.36
114,Winthrop 13,BSth,26-7,4.47,106.4,101.9,71,0.029,-7.12,100.9,108,2.15
115,Towson,CAA,20-13,4.27,105.7,101.4,67.8,-0.009,-0.46,105.4,105.9,-1.35
116,Lehigh,Pat,20-12,4.25,107.7,103.5,69.5,-0.034,-2.42,102.1,104.6,3.64
117,Temple,Amer,16-16,3.91,108.5,104.6,67,0.015,3.34,105.3,102,0.89
118,Iona 14,MAAC,22-13,3.88,110.8,106.9,70.5,0.013,-2.16,103.9,106.1,0.1
119,Old Dominion,CUSA,19-12,3.53,100.9,97.4,60.9,-0.013,-2.23,104.3,106.5,1.66
120,New Mexico,MWC,17-14,3.5,106.7,103.2,68.7,0.024,2.26,105.6,103.4,-1.33
,Strength of Schedule,NCSOS,,,,,,,,,,
Rank,Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,,,
121,UNC Greensboro,SC,25-10,3.41,108.1,104.7,66.7,0.11,-1.25,105.2,106.5,-1.54
122,George Mason,A10,20-14,3.32,107.7,104.4,68.7,0.027,0.79,103.8,103,-3.39
123,Buffalo,MAC,17-15,3.26,105.6,102.4,71.2,-0.053,-0.21,105.6,105.8,2.64
124,Arkansas St.,SB,20-12,3.08,106.7,103.6,67.2,0.022,-1.28,103.9,105.2,3.36
125,George Washington,A10,20-14,3.01,108.4,105.4,65.5,0.075,1.7,104.7,103,-1.69
126,Santa Clara,WCC,17-16,2.87,105.7,102.9,62.4,-0.014,0.51,103.9,103.4,-4.35
127,Toledo,MAC,17-17,2.81,109.1,106.2,66.5,-0.081,-0.76,105.3,106.1,0.64
128,Arizona St.,P12,15-18,2.77,112,109.3,69.9,0.035,6.56,108.9,102.3,-0.94
129,Albany,AE,21-14,2.66,107.7,105,64.1,-0.038,-5.07,102.1,107.1,-2.01
130,Utah St.,MWC,15-17,2.5,107.1,104.6,66.4,-0.066,2.13,105.4,103.2,-0.41
131,Georgia St.,SB,20-13,2.43,104.1,101.6,68.5,0.014,-1.16,104.6,105.8,2.39
132,Missouri St.,MVC,17-16,2.41,108.6,106.2,66,-0.055,-0.04,103.9,104,-6.07
133,Rutgers,B10,15-18,2.31,101.7,99.4,66.1,0.006,6.86,107.7,100.9,-9.32
134,William & Mary,CAA,17-14,2.31,112.2,109.9,70.8,-0.003,0.62,106,105.4,1.17
135,Elon,CAA,18-14,2.15,104.5,102.4,67.7,-0.021,-0.73,105.6,106.4,-1.85
136,Troy 15,SB,22-15,2.11,109.9,107.8,68,-0.023,-2.71,102.8,105.5,-6.74
137,La Salle,A10,15-15,1.95,110.9,108.9,68.5,0.028,2.4,105.3,102.9,1.25
138,UC Irvine,BW,21-15,1.9,102.1,100.2,66.4,-0.011,-3.17,102.6,105.8,7.12
139,Northern Kentucky 15,Horz,24-11,1.89,107,105.1,67.9,0.073,-3.26,103.2,106.5,-2.34
140,Wyoming,MWC,19-14,1.86,104.7,102.8,73.3,0.011,0.11,105.1,105,-1.96
141,Kent St. 14,MAC,22-14,1.81,105.2,103.4,68.2,0.024,-1.72,104.7,106.4,-5.81
142,Fort Wayne,Sum,20-12,1.74,110,108.2,71.4,-0.027,-3.39,105.6,109,-4.1
143,Wofford,SC,16-17,1.73,110.2,108.5,66.7,-0.067,1.19,105.9,104.7,6.71
144,South Dakota,Sum,22-12,1.69,104.4,102.8,70.6,0.066,-2.33,105.8,108.2,-1.71
145,Mercer,SC,15-17,1.62,110,108.4,61.6,-0.064,0.44,105.8,105.3,3.73
146,Tulsa,Amer,15-17,1.4,104.5,103.1,68.1,0.055,4.64,106,101.4,2.2
147,Louisiana Lafayette,SB,21-12,1.35,111.3,110,72.1,0.034,-2.58,102.9,105.4,-4.3
148,Eastern Michigan,MAC,16-17,1.33,106.4,105,68,-0.078,0.8,106.9,106.1,5.2
149,Southern Illinois,MVC,17-16,1.25,105.1,103.8,65.2,0.047,1.42,104.5,103,-2.73
150,Marshall,CUSA,20-15,1.22,111.1,109.8,77.5,0.027,-1.17,103.6,104.8,0.96
151,Rice,CUSA,23-11,1.17,108.2,107,72.6,-0.019,-5.43,101.6,107,-6.36
152,Evansville,MVC,16-17,1,104.4,103.4,66.7,-0.024,1.35,105,103.7,-2.13
153,Yale,Ivy,18-11,1,106.4,105.4,68.1,0.055,-1.97,103.9,105.9,-1.29
154,Samford,SC,20-15,0.88,108.5,107.6,68.5,-0.031,-2.44,104.2,106.6,-3.53
155,Jacksonville St. 15,OVC,20-15,0.81,106.2,105.4,63.5,0.028,-1.39,104.6,106,0.71
156,Massachusetts,A10,15-18,0.77,100.9,100.2,71.7,-0.042,1.06,105.2,104.2,-4.46
157,Tennessee St.,OVC,17-13,0.76,100.6,99.9,66.8,-0.016,-2.04,104.9,106.9,3.59
158,Grand Canyon,WAC,22-9,0.74,101.8,101.1,68.8,0.078,-6.11,100.3,106.4,-7.75
159,Northeastern,CAA,15-16,0.66,107.3,106.6,65.9,-0.014,1.01,105.6,104.6,2.51
160,Utah Valley,WAC,16-16,0.6,101,100.4,73.1,-0.091,-1.9,102.2,104.1,1.52
,Strength of Schedule,NCSOS,,,,,,,,,,
Rank,Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,,,
161,Missouri,SEC,8-24,0.57,101.7,101.2,67.9,-0.16,6.83,108.3,101.4,-4.95
162,Western Michigan,MAC,16-16,0.49,107.4,106.9,67.7,-0.016,-0.33,105.8,106.1,2.14
163,North Carolina Central 16,MEAC,25-9,0.48,102.6,102.1,66.6,-0.055,-12.32,97.9,110.2,-0.54
164,North Dakota St.,Sum,19-11,0.4,104.9,104.5,66.6,0.081,-1.64,105.9,107.5,0.65
165,Lipscomb,ASun,20-13,0.33,107.5,107.2,74.1,-0.017,-4.48,103.4,107.9,1.23
166,Wright St.,Horz,20-12,0.29,106.8,106.5,68.9,0.056,-2.17,103.2,105.4,0.91
167,Washington,P12,9-22,0.22,108,107.8,70.9,-0.102,6.79,109.6,102.8,-2.41
168,Northern Iowa,MVC,14-16,0.1,97.8,97.7,63.3,0.054,4.67,107.5,102.9,7.95
169,North Dakota 15,BSky,22-10,0.1,103.9,103.8,71.4,0.048,-5.53,103.2,108.7,3.2
170,Nebraska Omaha,Sum,18-14,-0.18,108.9,109.1,73.6,0.086,-0.27,106.6,106.8,4.23
171,Penn,Ivy,13-15,-0.21,102.8,103,66.6,-0.053,-1.6,103.8,105.4,0.3
172,Texas St.,SB,21-13,-0.23,102.6,102.8,62,0.023,-4.19,102.7,106.9,-8.23
173,Weber St.,BSky,20-13,-0.25,108.8,109,66.7,-0.024,-4.89,103.4,108.3,1.44
174,Loyola Marymount,WCC,15-15,-0.31,103.3,103.6,67.1,0.025,0.1,105.2,105.1,-4.84
175,Boston College,ACC,9-23,-0.37,104.1,104.5,71,-0.032,8.17,110.6,102.4,-6.35
176,LSU,SEC,10-21,-0.38,109.8,110.2,71.8,0.008,9.2,108.9,99.7,3.04
177,Siena,MAAC,17-17,-0.42,106.3,106.7,68.5,-0.009,-1.34,104.7,106.1,5.64
178,Ball St.,MAC,21-13,-0.46,105,105.5,71,0.041,-3.69,103.6,107.3,-10.78
179,New Hampshire,AE,20-12,-0.71,102.6,103.3,65.3,0.063,-4.39,102.9,107.3,-0.47
180,Gardner Webb,BSth,19-14,-0.82,102.9,103.8,70.6,-0.041,-5.61,101.7,107.3,4.49
181,Saint Joseph's,A10,11-20,-0.9,102.5,103.4,68.3,-0.032,3.59,106.3,102.8,3.5
182,New Orleans 16,Slnd,20-12,-0.99,101.2,102.2,66.1,0.046,-5.71,102.3,108.1,8.38
183,South Dakota St. 16,Sum,18-17,-1,110.5,111.5,67,0.029,-0.32,105.3,105.6,1.75
184,DePaul,BE,9-23,-1.02,103.7,104.8,67.5,-0.069,7.1,109.1,102,-7.14
185,Eastern Washington,BSky,22-12,-1.22,109.8,111.1,66.5,0.082,-5.02,103.3,108.3,2.23
186,Denver,Sum,16-14,-1.25,108,109.3,66.6,-0.007,-3.42,104.2,107.6,-4.94
187,Hofstra,CAA,15-17,-1.33,111.4,112.7,67.5,-0.035,-1.34,104.4,105.7,-2.74
188,Green Bay,Horz,18-14,-1.47,102.2,103.7,74.2,0.032,-2.82,104.1,107,-0.16
189,East Carolina,Amer,15-18,-1.51,97.2,98.7,66.8,0.013,0.58,105.3,104.7,-10.76
190,Canisius,MAAC,18-16,-1.54,108.6,110.2,69.5,0.005,-2.91,103.2,106.2,-0.82
191,Boston University,Pat,18-14,-1.7,101.9,103.6,69.5,0.003,-4.04,102.1,106.1,-0.85
192,Washington St.,P12,13-18,-1.76,104.6,106.4,67.5,0.067,6.39,109.4,103,-3.02
193,Georgia Southern,SB,18-15,-1.99,105.4,107.4,68.4,0.049,-1.09,104.9,106,1.97
194,Montana,BSky,16-16,-2.03,106.3,108.4,66.6,-0.051,-4.84,103.8,108.6,0.73
195,UMBC,AE,20-12,-2.27,108.9,111.2,70.6,0.026,-5.91,101.7,107.6,-3.2
196,Murray St.,OVC,16-17,-2.32,107.6,109.9,68.5,-0.087,-3.69,104,107.7,0.23
197,UAB,CUSA,17-16,-2.46,104.1,106.6,65.9,-0.008,-2.3,103.8,106.1,0.22
198,IUPUI,Sum,14-18,-2.52,107.3,109.8,69.2,-0.036,-0.32,106.1,106.4,3.86
199,Indiana St.,MVC,11-20,-2.65,99.9,102.5,69.6,-0.009,2.67,105.4,102.7,1.85
200,Tennessee Martin,OVC,22-12,-2.75,107.9,110.6,67.4,0.121,-4.21,103.2,107.4,-2.2
,Strength of Schedule,NCSOS,,,,,,,,,,
Rank,Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,,,
201,Morehead St.,OVC,14-16,-2.87,107.1,110,68.5,-0.005,-0.73,105.5,106.3,4.58
202,Texas A&M Corpus Chris,Slnd,21-11,-2.89,103,105.9,68.2,0.078,-6.85,101.3,108.2,2.37
203,UTEP,CUSA,15-17,-2.91,100,102.9,66.1,-0.035,-3.4,103.1,106.5,-2.76
204,Fordham,A10,13-19,-2.94,97.2,100.1,64.2,-0.023,1.05,105.1,104.1,-3.22
205,Coastal Carolina,SB,17-17,-2.98,102.6,105.6,68.1,0.027,-1.05,104.4,105.4,1.26
206,Northern Illinois,MAC,15-17,-3.37,99.2,102.6,66.6,-0.038,-2.32,104.4,106.7,-5.46
207,Navy,Pat,16-16,-3.4,100.1,103.5,64.1,-0.012,-4.03,101.8,105.8,-3.03
208,Fairfield,MAAC,16-15,-3.57,99.8,103.4,69.1,0.038,-3.01,104,107,-2.49
209,Mount St. Mary's 16,NEC,20-16,-3.84,99.7,103.6,66.8,0.074,-4.38,102.3,106.7,11.7
210,Rider,MAAC,18-15,-3.97,100.9,104.9,72.1,0.047,-4.59,102.7,107.3,-5.92
211,Liberty,BSth,20-13,-4.01,100.1,104.1,62.6,0.037,-6.59,101.9,108.5,3.07
212,San Jose St.,MWC,14-16,-4.01,100.6,104.6,70.5,0.077,1.37,105.7,104.3,-4.26
213,Stony Brook,AE,18-14,-4.01,102.1,106.1,65.8,0.05,-5.69,102.2,107.9,-3.17
214,Idaho,BSky,19-13,-4.03,102.2,106.3,66.3,0.038,-6.23,102.7,109,-1.25
215,Texas Southern 16,SWAC,23-12,-4.04,103.7,107.8,68.5,0.125,-8.37,100.5,108.8,12.75
216,Bradley,MVC,13-20,-4.18,98.8,103,67.5,0.018,2.6,106.1,103.5,0.55
217,Holy Cross,Pat,15-17,-4.28,98.9,103.2,60.3,0.022,-2.94,102.3,105.2,0.17
218,UMKC,WAC,18-16,-4.42,103.4,107.8,71,0.073,-2.05,103.4,105.5,0.88
219,UC Davis 16,BW,23-13,-4.42,98,102.5,68.8,0.131,-5.24,101.1,106.3,-0.86
220,Eastern Illinois,OVC,14-15,-4.59,100.5,105,68.5,-0.049,-4.65,103.1,107.7,-3.19
221,Duquesne,A10,10-22,-5.13,102.2,107.4,69.9,-0.075,-0.98,103.4,104.4,-7.97
222,Air Force,MWC,12-21,-5.15,104.6,109.7,66.9,-0.065,0.4,104.7,104.3,-5.96
223,James Madison,CAA,10-23,-5.22,99.1,104.3,63.8,-0.065,-0.66,106.2,106.8,-2.61
224,Long Beach St.,BW,15-19,-5.47,104.9,110.3,69.5,0.036,-1.54,103.2,104.8,12.68
225,Loyola MD,Pat,16-16,-5.64,99.2,104.8,65.7,0.075,-3.19,102.2,105.4,0.28
226,Houston Baptist,Slnd,17-14,-5.65,105.1,110.7,70.2,0.052,-4.02,102.7,106.7,13.66
227,Southeast Missouri St.,OVC,15-18,-5.66,103.7,109.4,68.4,-0.038,-4.15,103.5,107.7,-2.85
228,Central Michigan,MAC,16-16,-5.9,111.9,117.8,75.2,0.053,-2.01,103.5,105.5,-5.34
229,Lamar,Slnd,19-15,-6.04,103.1,109.1,68,-0.014,-7.43,100.2,107.7,-3.8
230,Oral Roberts,Sum,8-22,-6.05,104.7,110.8,68.9,-0.077,2.18,107.3,105.1,8.88
231,Army,Pat,13-19,-6.05,98.8,104.9,71.2,-0.063,-4.49,101.7,106.2,-3.97
232,Western Kentucky,CUSA,15-17,-6.08,103.2,109.3,65.7,0.048,-3.04,103.2,106.3,-3.49
233,Charlotte,CUSA,13-17,-6.27,103.5,109.8,72.6,0.033,-1.92,103.6,105.5,1.82
234,Columbia,Ivy,11-16,-6.27,101.3,107.6,68.8,-0.022,-3.28,102.9,106.2,-3.91
235,Montana St.,BSky,16-16,-6.4,103.4,109.8,69.2,-0.025,-6.5,103.7,110.2,-2.77
236,Southeastern Louisiana,Slnd,16-16,-6.4,97.8,104.2,67,-0.054,-7.84,101.1,108.9,-3.42
237,Portland St.,BSky,15-16,-6.49,104.6,111.1,72.5,-0.057,-6.41,102.2,108.6,-0.22
238,Sam Houston St.,Slnd,21-13,-6.6,97.3,103.9,70,0.101,-6.79,101.4,108.2,2.86
239,South Alabama,SB,14-18,-6.62,99.1,105.7,69.6,0.012,-2.53,104,106.6,-5.72
240,Cleveland St.,Horz,9-22,-6.62,96.8,103.4,65.3,-0.09,-0.97,105.1,106.1,5.2
,Strength of Schedule,NCSOS,,,,,,,,,,
Rank,Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,,,
241,Tulane,Amer,6-25,-6.68,102.8,109.5,70.3,-0.075,3.4,105.3,101.9,-1.38
242,Stephen F. Austin,Slnd,18-15,-6.75,96.6,103.4,66.2,0.04,-6.11,102.1,108.2,1.98
243,Illinois Chicago,Horz,16-18,-6.77,101,107.8,71.7,0.013,-4.29,101.8,106.1,-5.19
244,Little Rock,SB,15-17,-6.82,98.5,105.3,63.2,0.023,-3.91,103.9,107.8,-7.25
245,USC Upstate,ASun,17-16,-6.84,104.5,111.3,68.2,0.016,-4.53,103.8,108.3,-1.02
246,Pacific,WCC,11-22,-6.95,99.7,106.7,66.3,-0.003,1.11,105.3,104.2,-2.67
247,Wagner,NEC,16-14,-7.02,101.3,108.3,62.8,-0.024,-8.89,99,107.9,-1.04
248,Bowling Green,MAC,13-19,-7.03,100.3,107.4,69.8,0.01,-1.59,104.2,105.8,-5.93
249,UNLV,MWC,11-21,-7.05,98.5,105.5,68.2,-0.007,1,105.4,104.4,-4.11
250,Drexel,CAA,9-23,-7.18,103.1,110.3,70.2,-0.089,-1.19,104.8,106,-3.82
251,UTSA,CUSA,14-19,-7.34,95.5,102.9,67.9,0.016,-2.65,102.9,105.6,-0.82
