Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,SOS OppO,SOS OppD,NCSOS AdjEM
82,Virginia,ACC,15-15,9.12,102,92.9,67.8,-0.013,8.68,105.2,96.5,-2.04
83,Akron,MAC,23-10,9.04,107.5,98.5,67.3,0.037,0.35,99.5,99.1,1.28
84,South Alabama 14,SB,24-7,9.04,105.4,96.4,68.8,0.057,-2.54,97.9,100.4,-4.12
85,UTEP,CUSA,21-10,8.99,100.3,91.3,65,-0.023,0.34,98.7,98.4,0.82
86,Montana 12,BSky,24-7,8.83,108.3,99.5,69.5,0.056,-0.82,100.6,101.5,-0.6
87,Seton Hall 10,BE,18-12,8.81,102.4,93.6,68.9,0.086,7.95,103.5,95.6,1.87
88,Murray St. 14,OVC,24-7,8.36,100.7,92.3,66.9,0.009,-4.93,99.5,104.5,4.88
89,UNLV,MWC,17-13,8.31,101.2,92.9,69.9,-0.03,4.45,102.2,97.7,4.11
90,DePaul,BE,12-15,8.19,106.8,98.6,64.5,0.004,10.52,105.3,94.8,7.74
91,Western Kentucky,SB,23-8,7.67,107.9,100.2,71.4,0.08,-0.06,99.6,99.7,3.68
92,BYU,MWC,20-9,7.66,106.2,98.6,73.6,0.074,2.74,100.8,98,-0.32
93,Northwestern St. 14,Slnd,26-8,7.32,103,95.7,70.7,0.017,-2.11,98.9,101,5.77
94,Charlotte,A10,19-13,7.31,103.7,96.4,69,-0.003,2.58,100.9,98.3,0.39
95,La Salle,A10,18-10,7.3,103.6,96.3,67.3,0.036,0.56,99.8,99.3,-3.39
96,Louisiana Tech,WAC,20-13,7.22,96.8,89.6,68.7,0.03,2.53,100.6,98.1,1.25
97,Penn 15,Ivy,20-9,7.1,98.1,91,67.3,-0.029,-3.98,97.5,101.5,4.7
98,Washington St.,P10,11-17,6.91,93.3,86.4,63.9,-0.109,7.95,104.6,96.7,1.34
99,Hawaii,WAC,17-11,6.9,102.9,96,66.4,-0.023,3.28,100.6,97.3,4.32
100,Drexel,CAA,15-16,6.79,95.9,89.1,66.4,-0.112,2.03,100.6,98.5,3.17
101,Miami OH,MAC,18-11,6.78,101,94.2,63.1,0.018,1.85,101.2,99.4,6.25
102,USC,P10,17-13,6.57,101.1,94.5,70.3,0.021,6.46,102.5,96.1,-3.82
103,VCU,CAA,19-10,6.53,103.4,96.9,65.4,0.005,-0.52,99.2,99.8,-3.59
104,Georgia Tech,ACC,11-17,6.47,101.1,94.6,72,-0.097,7.92,105.1,97.2,-4.01
105,Massachusetts,A10,13-15,6.29,97,90.8,68.8,-0.068,4.3,102.3,98,4.19
106,Saint Mary's,WCC,17-12,6.25,101.8,95.5,67.6,-0.031,2.52,101.4,98.9,4.82
107,Georgia,SEC,15-15,6.18,99.1,92.9,72.1,0.024,8.46,105.3,96.9,-2.01
108,Marist,MAAC,19-10,5.89,108.9,103,68.7,-0.014,-1.47,100.9,102.4,-3.27
109,Ohio,MAC,19-11,5.88,103.2,97.4,66.6,0.022,0.34,100.7,100.4,0.98
110,Northeastern,CAA,19-11,5.84,103.8,97.9,71.8,0.039,0.23,99.9,99.7,-1.43
111,Nebraska,B12,19-14,5.67,99.2,93.6,68.3,0.057,5.28,102.2,97,-4.78
112,Oral Roberts 16,MCon,21-12,5.56,103.4,97.9,70.1,-0.034,-3.44,99.7,103.2,5.45
113,Auburn,SEC,12-16,5.43,100.5,95,68.2,-0.019,8.57,104.5,95.9,1.43
114,Mississippi St.,SEC,15-15,5.42,98.8,93.4,69.9,0.026,7.15,104.2,97,-0.85
115,St. John's,BE,12-15,5.22,93.7,88.5,66,-0.04,7.91,104.6,96.7,-2.2
116,New Mexico,MWC,17-13,5.12,101.4,96.3,63.8,-0.003,2.96,101.4,98.5,0.22
117,Toledo,MAC,20-11,5.11,98.4,93.3,70,-0.023,-2.37,99.3,101.6,-4.77
118,Penn St.,B10,15-15,5.1,105.5,100.4,66.6,0.015,6.65,102.6,95.9,-5.97
119,San Diego,WCC,18-12,5.03,103.1,98.1,73,-0.034,-0.57,100.3,100.8,-3.67
120,Northern Illinois,MAC,17-11,5.02,109.2,104.1,65.3,0.011,0.23,99,98.8,3.68
121,Texas Tech,B12,15-17,4.86,101.9,97,69,-0.012,7.05,102.7,95.7,0.53
122,Davidson 15,SC,20-11,4.79,106.6,101.8,69,-0.024,-3.05,98.5,101.5,8.49
123,Northwestern,B10,14-15,4.76,99,94.3,61,0.003,7.39,104,96.6,-0.03
124,Texas A&M Corpus Chris,ind,20-8,4.64,100.4,95.7,73,-0.054,-8.55,94.8,103.3,-1.33
125,Saint Louis,A10,16-13,4.47,95.2,90.7,64.3,0.029,3.36,101.6,98.3,1.65
126,New Mexico St.,WAC,16-14,4.09,101.8,97.7,69.6,0.044,3.73,101.3,97.6,3.66
127,Fordham,A10,16-16,4.01,103.7,99.7,66,-0.014,1.74,100.5,98.7,1.66
128,Colorado St.,MWC,16-15,3.95,103.9,99.9,71.3,-0.041,3.07,101.4,98.3,0.61
129,Holy Cross,Pat,20-12,3.95,96.7,92.8,68.4,0.002,-4.31,96.3,100.6,1.22
130,UC Irvine,BW,16-13,3.3,106.5,103.2,65.1,-0.025,-2.81,99.1,101.9,-1.77
131,Dayton,A10,14-17,3.14,99.2,96,65.1,-0.092,3.17,101,97.8,0.36
132,Siena,MAAC,15-13,3.03,100.8,97.8,70.8,-0.008,0.57,102.6,102,3.52
133,Samford,OVC,20-11,3,106.8,103.8,58.9,0.044,-4.69,98.8,103.5,6.42
134,Manhattan,MAAC,20-11,2.93,103.8,100.8,71.6,0.105,0.63,102.1,101.4,1.64
135,Loyola Marymount,WCC,12-18,2.87,96.8,94,74,-0.044,3.45,103,99.5,4.37
136,Drake,MVC,12-19,2.74,103.3,100.6,67.4,-0.063,6.27,101.7,95.4,2.81
137,Fresno St.,WAC,15-13,2.73,102,99.3,72.5,0.038,2.36,100.8,98.4,1.3
138,Albany 16,AE,21-11,2.56,102.2,99.7,66.8,0.028,-5.58,96.6,102.1,-0.96
139,Buffalo,MAC,19-13,2.47,102.2,99.7,70.3,0.03,-0.52,99.8,100.3,-1.29
140,Utah,MWC,14-15,2.38,100.9,98.5,64,-0.026,3.03,101.5,98.5,-0.76
141,Arizona St.,P10,11-17,2.23,101.3,99,67.9,-0.028,6.96,102.8,95.8,-1.74
142,Wyoming,MWC,14-18,1.81,94.5,92.7,71,-0.031,3.44,101.7,98.3,-0.75
143,Boise St.,WAC,14-15,1.8,98.4,96.6,72.7,-0.049,1.29,101,99.7,-1.98
144,Loyola Chicago,Horz,19-11,1.56,103.5,101.9,69,0.079,-0.61,100.6,101.2,-0.18
145,Long Beach St.,BW,18-12,1.51,104.1,102.6,76.8,0.028,-2.64,99.5,102.2,-2.94
146,Saint Peter's,MAAC,17-15,0.95,102.1,101.2,70.7,0.04,-0.18,101.9,102.1,-0.42
147,Mississippi,SEC,14-16,0.9,98.1,97.2,67.4,0.029,5.53,102.8,97.2,-6.54
148,Eastern Washington,BSky,15-15,0.82,103.1,102.3,69.7,-0.006,0.26,101.6,101.4,2.53
149,Oregon St.,P10,13-18,0.61,99.9,99.3,68.4,0.031,6.11,102.2,96.1,-5.13
150,Rhode Island,A10,14-14,0.54,99.7,99.2,65.5,0.043,2.56,100.7,98.1,-0.29
151,San Francisco,WCC,11-17,0.27,100.1,99.8,67.9,-0.018,2.96,101.9,98.9,3.85
152,Missouri,B12,12-16,0.25,100.2,99.9,68,0.034,6.42,103.3,96.9,-1.15
153,Louisiana Lafayette,SB,13-16,0.25,94.9,94.6,69.5,0.02,1.28,100.7,99.4,5.86
154,Purdue,B10,9-19,0.17,97.9,97.7,69.2,-0.009,8.48,104.7,96.2,0.8
155,Baylor,B12,4-13,0.15,99.8,99.6,68,-0.046,11.57,105.6,94.1,0
156,Northern Arizona,BSky,21-11,0,100.5,100.5,71.7,0.08,-2.19,100.7,102.9,-3.81
157,Sacramento St.,BSky,15-15,-0.01,102.5,102.5,71.4,-0.031,-1.5,100.8,102.3,-0.72
158,Central Connecticut,NEC,18-11,-0.06,106,106.1,65.5,-0.025,-7.37,94.6,102,-3.87
159,Middle Tennessee,SB,16-12,-0.12,101.6,101.7,67.7,0.064,-1.56,99.3,100.9,0.28
160,Santa Clara,WCC,13-16,-0.41,97.7,98.2,67.7,0.014,2.8,101.9,99.1,4.37
161,Georgia Southern,SC,20-10,-0.44,97.3,97.7,75.6,0.077,-6.14,97.4,103.6,-4.87
162,Portland St.,BSky,12-16,-0.56,98.1,98.7,69.3,-0.094,-1.07,102.1,103.2,-0.11
163,North Dakota St.,ind,16-12,-0.62,99.6,100.2,67.8,-0.066,-5.12,98.7,103.8,-2.87
164,Cal St. Fullerton,BW,16-13,-0.71,103.3,104,72,-0.036,-5.07,97.3,102.4,-7.12
165,Monmouth 16,NEC,19-15,-0.72,92.1,92.8,67.8,0.019,-4.53,97.6,102.2,1.7
166,Belmont 15,ASun,20-11,-0.73,103.6,104.3,72.1,0.025,-8.82,96.7,105.5,3.6
167,Troy,SB,14-15,-0.76,101.5,102.2,68.5,-0.106,-3.49,98.1,101.6,-6.18
168,Illinois Chicago,Horz,16-15,-0.86,101,101.8,67.2,0.088,0.58,101.2,100.6,2.75
169,Coastal Carolina,BSth,20-10,-0.91,103.1,104,65.1,0.07,-7.02,97.1,104.1,-2.06
170,Illinois St.,MVC,9-19,-0.91,89.3,90.2,64.7,-0.096,4.75,101.1,96.4,-4.08
171,UC Santa Barbara,BW,15-14,-0.92,99.1,100.1,65.5,-0.016,-2.58,99.4,102,0.04
172,South Florida,BE,7-22,-0.96,92.1,93,65.4,-0.106,6.3,103.5,97.2,-3.43
173,Fairleigh Dickinson,NEC,20-12,-0.96,97.9,98.8,72.6,0.036,-5.78,96.6,102.4,1.08
174,Denver,SB,16-15,-1.01,95.3,96.3,67.5,-0.009,-3.17,99.1,102.3,-5.51
175,Detroit,Horz,16-16,-1.17,100.4,101.5,63.6,0.047,0.65,101,100.4,3.19
176,Valparaiso,MCon,17-12,-1.19,100.8,102,73.1,0.004,-6.15,98.6,104.7,-1.16
177,Lipscomb,ASun,21-11,-1.67,96.3,98,68.4,0.012,-10.7,96.5,107.2,-5.7
178,IUPUI,MCon,19-10,-1.69,102.1,103.7,64.2,0.066,-6.02,98.7,104.7,-0.02
179,Sam Houston St.,Slnd,22-9,-1.89,98.6,100.5,70.6,0.16,-3.75,97.7,101.5,0.62
180,Indiana St.,MVC,13-16,-1.89,97.7,99.5,67.5,0.101,5.65,101.7,96,-4.23
181,College of Charleston,SC,17-11,-1.94,95.4,97.3,71.5,-0.043,-6.63,97.8,104.5,-5.21
182,Niagara,MAAC,11-18,-1.99,103,105,68.6,-0.038,0.22,102.3,102.1,0.78
183,Wright St.,Horz,13-15,-2.03,97.4,99.5,64.1,0.016,-0.61,101,101.7,-0.71
184,Loyola MD,MAAC,15-13,-2.04,101.9,104,72.3,0.076,-2.12,101.2,103.4,-5.81
185,Stephen F. Austin,Slnd,17-12,-2.18,99.2,101.4,67.5,-0.09,-8.35,95,103.4,-9.12
186,SMU,CUSA,13-16,-2.3,94.6,96.9,68,-0.113,-3.68,96,99.7,-9.2
187,Birmingham Southern,BSth,19-9,-2.41,104.8,107.3,61.6,0.09,-8.55,96.2,104.7,-7.78
188,Evansville,MVC,10-19,-2.48,96.7,99.1,70.7,0.046,4.5,100.8,96.3,-5.11
189,Southeastern Louisiana,Slnd,16-12,-2.53,98,100.6,64.9,0,-4.99,97.4,102.4,-0.39
190,UCF,CUSA,14-15,-2.66,95.8,98.5,65.3,-0.028,-2.38,97.6,100,-5.08
191,UT Arlington,Slnd,14-16,-2.83,98.9,101.8,69.9,-0.071,-3.11,98.7,101.8,2.74
192,Lehigh,Pat,19-12,-2.9,92.4,95.3,67.4,0.065,-6.61,95.3,101.9,-3.52
193,Green Bay,Horz,15-16,-3.01,99,102,66.1,0.056,0.5,101.4,100.9,1.04
194,Binghamton,AE,16-13,-3.16,92,95.1,66.3,0.017,-6.54,97.2,103.7,-2.74
195,Austin Peay,OVC,17-14,-3.19,99.3,102.4,69.9,0.034,-5.85,98.4,104.3,-2.22
196,Vermont,AE,13-17,-3.22,94.9,98.2,67.7,-0.067,-4.26,96.9,101.1,2.11
197,Idaho St.,BSky,13-14,-3.42,101.5,105,73.6,-0.015,-2.69,99.5,102.2,-4.75
198,Southern 16,SWAC,19-13,-3.44,92.2,95.7,68.8,0.081,-8.62,93.2,101.8,8.81
199,San Jose St.,WAC,6-25,-3.44,92,95.5,71,-0.141,2.84,102.7,99.9,1.08
200,Ball St.,MAC,10-18,-3.47,95,98.4,66.2,-0.092,0.04,100.2,100.1,2.49
201,Delaware St.,MEAC,21-14,-3.48,98.1,101.5,58.7,0.105,-6.67,94.9,101.6,9.13
202,Tennessee Tech,OVC,19-12,-3.64,96.4,100.1,71.7,0.104,-4,99.6,103.6,6.81
203,Boston University,AE,12-16,-3.7,93.3,97,63,-0.044,-4.09,97.3,101.4,3.19
204,Pepperdine,WCC,7-20,-4.14,93.3,97.5,70.8,-0.017,4.13,103,98.8,6.01
205,Lamar,Slnd,17-14,-4.32,99.6,103.9,75.5,0.005,-6.17,97,103.2,-3.99
206,North Texas,SB,14-14,-4.35,98.8,103.1,74.7,0.001,-1.76,97.9,99.6,-1.67
207,Jacksonville St.,OVC,16-13,-4.35,103.3,107.6,72.2,0.034,-5.19,98.5,103.7,1.52
208,Tennessee St.,OVC,13-15,-4.43,100.5,105,67.8,-0.031,-5,98.9,103.9,3.07
209,Tulane,CUSA,12-17,-4.77,91.8,96.5,68.2,0.006,-1.2,97.9,99.1,-1.27
210,Tulsa,CUSA,11-17,-4.88,90.9,95.8,67.8,0.014,-0.62,98.6,99.3,-2.47
211,Canisius,MAAC,9-20,-4.89,99.8,104.7,68.1,-0.067,-0.88,102.2,103.1,-3.51
212,Portland,WCC,11-18,-5.06,99.2,104.2,69.1,0.045,1.17,100.2,99,-0.44
213,High Point,BSth,16-13,-5.09,97,102.1,73.5,0.04,-6.55,97.6,104.2,-4.44
214,Montana St.,BSky,15-15,-5.09,100,105.1,70.4,0.034,-3.03,99.6,102.6,-5.62
215,Arkansas Little Rock,SB,14-15,-5.14,92.3,97.5,68.2,0.012,-2.93,98.6,101.5,-5.06
216,Arkansas St.,SB,12-18,-5.28,100.9,106.2,71,-0.028,-1.28,98.4,99.6,-0.15
217,Rice,CUSA,12-16,-5.29,96.6,101.9,68.1,0.03,0.38,98.5,98.1,1.24
218,McNeese St.,Slnd,14-14,-5.51,94.6,100.1,72.8,0.026,-4.28,97,101.2,0.44
219,Georgia St.,CAA,7-22,-5.52,98.4,103.9,67.2,-0.104,2.36,100.8,98.5,-0.11
220,Delaware,CAA,9-21,-5.53,93.2,98.7,70.8,-0.034,0.74,100.6,99.9,-5.95
221,East Tennessee St.,ASun,15-13,-5.58,96.5,102.1,76.1,-0.066,-10.93,96.1,107,-4.19
222,Tennessee Martin,OVC,13-15,-5.78,99.6,105.4,70.7,-0.004,-4.73,98.7,103.4,4.3
223,Furman,SC,15-13,-5.89,99.6,105.5,66,-0.016,-6.62,97.3,103.9,-4.36
224,Marshall,CUSA,12-16,-5.96,94.4,100.4,68.7,0.035,-2.49,97.7,100.1,-4.83
225,Elon,SC,15-14,-5.97,94.3,100.3,67.1,0.076,-2.77,99.7,102.5,4.67
226,Fairfield,MAAC,9-19,-5.98,103,109,68.8,0.034,1.15,102.4,101.2,3.94
227,UTSA,Slnd,11-17,-6.01,96,102.1,73.7,-0.081,-3.29,97.8,101,-0.41
228,Rider,MAAC,8-20,-6.16,97.8,104,70.7,-0.036,0.63,101.8,101.2,1.57
229,Utah Valley St.,ind,16-13,-6.2,98.4,104.6,63.3,-0.01,-8.41,96,104.4,-6.76
230,New Orleans,SB,10-19,-6.37,95.6,102,66.7,0.003,0.25,99.2,98.9,3.49
231,Radford,BSth,16-13,-6.37,99.8,106.1,70.8,0.046,-6.79,96.6,103.4,-4.01
232,Western Michigan,MAC,14-17,-6.42,92.7,99.1,68.1,0.103,0.64,100.4,99.8,2.48
233,Cornell,Ivy,13-15,-6.47,95.3,101.8,65.7,-0.03,-6.97,95.7,102.7,-3.34
234,Chicago St.,MCon,11-19,-6.73,97.8,104.5,68.5,0.043,-2.52,100.4,102.9,6.25
235,William & Mary,CAA,8-20,-6.91,95.1,102,68.3,-0.071,-0.42,99.3,99.7,-8.74
236,Chattanooga,SC,19-13,-6.98,95.6,102.6,70.4,0.107,-4.9,97.7,102.6,-2.11
237,St. Bonaventure,A10,8-19,-6.99,96.8,103.8,70.2,-0.066,-0.04,100.7,100.7,-3.68
238,Appalachian St.,SC,14-16,-7.04,96.7,103.8,67.8,0.02,-5.2,97.9,103.1,-1.52
239,TCU,MWC,6-25,-7.1,90.3,97.4,70.3,-0.061,3.47,101.5,98,-0.14
240,Robert Morris,NEC,15-14,-7.16,100.7,107.8,70,0.036,-7.38,95.2,102.5,-4.63
241,Hartford,AE,13-15,-7.27,97.5,104.7,68.3,-0.027,-7.65,94.7,102.3,-6.69
242,Mount St. Mary's,NEC,13-17,-7.46,93,100.4,67.2,-0.008,-5.86,97.4,103.3,-1.7
243,Western Carolina,SC,13-17,-7.51,95.6,103.1,67.1,-0.037,-4.71,97.9,102.7,-0.32
244,Florida Atlantic,ASun,15-13,-7.63,98.6,106.2,68.3,0.012,-9.97,95.9,105.9,-1.75
245,Cleveland St.,Horz,10-18,-7.68,88.6,96.3,70.6,-0.01,0.54,101.9,101.4,1.37
246,Richmond,A10,13-17,-7.69,90.6,98.3,58.7,0.087,1.64,100.6,99,-2.08
247,Cal Poly,BW,10-19,-7.73,96.1,103.8,66,-0.025,-1.3,100.4,101.7,-0.94
248,Weber St.,BSky,10-17,-7.75,95.9,103.6,65.9,0.021,-1.19,101.3,102.5,-1.79
249,Towson,CAA,12-16,-7.82,99.9,107.7,70.6,0.073,-1.82,98.3,100.1,-8.62
250,Wofford,SC,11-18,-7.83,96.1,104,66.5,-0.08,-2.67,99.2,101.9,5.56
251,Southern Utah,MCon,10-20,-7.92,97.8,105.7,67.9,-0.1,-5.08,99.1,104.2,-1.35
252,Quinnipiac,NEC,12-16,-7.96,95,102.9,73.1,-0.021,-6.71,96.1,102.8,-6.36
253,Youngstown St.,Horz,7-21,-7.97,99.6,107.5,67,-0.109,-2.09,100.1,102.2,-6.54
254,Wagner,NEC,13-14,-8.24,94.2,102.5,68.7,0.009,-7.32,95.6,102.9,-7.16
255,Harvard,Ivy,13-14,-8.26,93.5,101.8,71.2,0.016,-7.16,95.3,102.5,-4.43
256,American,Pat,12-17,-8.36,94.6,103,67.7,0.018,-5.18,96.1,101.3,-1.8
257,Sacred Heart,NEC,11-17,-8.37,93.3,101.7,69.3,-0.039,-6.85,96.7,103.5,-3.82
258,Yale,Ivy,15-14,-8.44,92.8,101.2,71.4,0.068,-7.91,94.7,102.6,-6.01
259,Charleston Southern,BSth,13-16,-8.59,95.9,104.5,68.7,0.007,-5.98,97.9,103.9,-1.92
260,Bowling Green,MAC,9-21,-8.63,94.4,103,69.5,-0.013,1.28,100.8,99.5,-0.04
